index,comparacao,distancia
0,2172092_2120019_emenda_na_comissao.txt_16,19.278032752674267
1,2172092_2120019_emenda_na_comissao.txt_28,11.87593019154862
2,2172092_2120019_emenda_na_comissao.txt_30,19.427470134960934
3,2172092_2120019_emenda_na_comissao.txt_32,18.948309154868546
4,2172092_2120019_emenda_na_comissao.txt_48,12.616603832860795
5,2172092_2120019_emenda_na_comissao.txt_52,18.948309154868546
6,2172092_2120019_emenda_na_comissao.txt_62,7.807574463857366
7,2172092_2120019_emenda_na_comissao.txt_64,18.544875968326977
8,2172092_2120019_emenda_na_comissao.txt_66,20.16261415211011
9,2172092_2120019_emenda_na_comissao.txt_68,20.407212445245364
10,2172092_2120019_emenda_na_comissao.txt_74,19.3718289050095
11,2172092_2120019_emenda_na_comissao.txt_76,19.25638336335668
12,2172092_2120019_emenda_na_comissao.txt_78,21.632412821696434
13,2172092_2120019_emenda_na_comissao.txt_80,21.594723541220397
14,2172092_2120019_emenda_na_comissao.txt_82,23.21250576897026
15,2172092_2120019_emenda_na_comissao.txt_84,23.27354827355509
16,2172092_2120019_emenda_na_comissao.txt_86,21.64238764577326
17,2172092_2120019_emenda_na_comissao.txt_96,19.49506226257712
18,2172092_2120019_emenda_na_comissao.txt_98,19.29213238299165
19,2172092_2120019_emenda_na_comissao.txt_100,21.262179286765598
20,2172092_2120019_emenda_na_comissao.txt_102,21.63413122447304
21,2172092_2120019_emenda_na_comissao.txt_108,27.775307062281797
22,2172092_2120019_emenda_na_comissao.txt_110,20.993313540854658
23,2172092_2120019_emenda_na_comissao.txt_112,21.23810720141516
24,2172092_2120019_emenda_na_comissao.txt_114,22.454915434356693
25,2172092_2120019_emenda_na_comissao.txt_116,19.909198150853044
26,2172092_2120019_emenda_na_comissao.txt_118,22.023225330788534
27,2172092_2120019_emenda_na_comissao.txt_120,20.831314997237588
28,2172092_2120019_emenda_na_comissao.txt_122,19.411566389041887
29,2172092_2120019_emenda_na_comissao.txt_124,20.439253821434022
30,2172092_2120019_emenda_na_comissao.txt_126,19.494740832155564
31,2172092_2120019_emenda_na_comissao.txt_128,22.44510630576897
32,2172092_2120019_emenda_na_comissao.txt_130,21.635258582007733
33,2172092_2120019_emenda_na_comissao.txt_132,20.363426154357338
34,2172092_2120019_emenda_na_comissao.txt_134,21.713249948706224
35,2172092_2120019_emenda_na_comissao.txt_144,21.36044803579543
36,2172092_2120019_emenda_na_comissao.txt_146,21.349507183028383
37,2172092_2120019_emenda_na_comissao.txt_148,22.781300497498282
38,2172092_2120019_emenda_na_comissao.txt_150,22.232298078698715
39,2172092_2120019_emenda_na_comissao.txt_152,22.875185055225934
40,2172092_2120019_emenda_na_comissao.txt_154,22.576481245162586
41,2172092_2120019_emenda_na_comissao.txt_156,22.44046695436347
42,2172092_2120019_emenda_na_comissao.txt_158,23.25013881891301
43,2172092_2120019_emenda_na_comissao.txt_160,22.18424427103898
44,2172092_2120019_emenda_na_comissao.txt_162,19.388562597477613
45,2172092_2120019_emenda_na_comissao.txt_164,20.66179366737254
46,2172092_2120019_emenda_na_comissao.txt_166,22.69079194066456
47,2172092_2120019_emenda_na_comissao.txt_172,22.338715228264753
48,2172092_2120019_emenda_na_comissao.txt_174,21.803757912652593
49,2172092_2120019_emenda_na_comissao.txt_176,21.239577178439895
50,2172092_2120019_emenda_na_comissao.txt_178,20.421382398028758
51,2172092_2120019_emenda_na_comissao.txt_180,20.726530247546105
52,2172092_2120019_emenda_na_comissao.txt_182,20.16017845741465
53,2172092_2120019_emenda_na_comissao.txt_184,21.419095693770473
54,2172092_2120019_emenda_na_comissao.txt_194,16.7093410406677
55,2172092_2120019_emenda_na_comissao.txt_196,19.821418720370964
56,2172092_2120019_emenda_na_comissao.txt_198,18.18232491725847
57,2172092_2120019_emenda_na_comissao.txt_204,21.46156542232529
58,2172092_2120019_emenda_na_comissao.txt_206,22.217504251789208
59,2172092_2120019_emenda_na_comissao.txt_208,19.315737117293384
60,2172092_2120019_emenda_na_comissao.txt_210,19.223650259360372
61,2172092_2120019_emenda_na_comissao.txt_212,21.053949249464136
62,2172092_2120019_emenda_na_comissao.txt_214,19.398949573915008
63,2172092_2120019_emenda_na_comissao.txt_220,21.726946002245562
64,2172092_2120019_emenda_na_comissao.txt_224,19.021948324238046
65,2172092_2120019_emenda_na_comissao.txt_226,20.951940169341853
66,2172092_2120019_emenda_na_comissao.txt_228,23.019218252487185
67,2172092_2120019_emenda_na_comissao.txt_230,22.409862475743854
68,2172092_2120019_emenda_na_comissao.txt_236,19.091410270690805
69,2172092_2120019_emenda_na_comissao.txt_238,21.514693556090403
70,2172092_2120019_emenda_na_comissao.txt_240,21.459993196144723
71,2172092_2120019_emenda_na_comissao.txt_242,21.939277990914633
72,2172092_2120019_emenda_na_comissao.txt_244,22.855122313342846
73,2172092_2120019_emenda_na_comissao.txt_246,23.24402002740198
74,2172092_2120019_emenda_na_comissao.txt_248,21.632502827743465
75,2172092_2120019_emenda_na_comissao.txt_250,19.784478079248018
76,2172092_2120019_emenda_na_comissao.txt_252,19.319965902766658
77,2172092_2120019_emenda_na_comissao.txt_254,20.53588281751328
78,2172092_2120019_emenda_na_comissao.txt_267,17.057032368329484
79,2172092_2120019_emenda_na_comissao.txt_273,22.092186889783676
80,2172092_2120019_emenda_na_comissao.txt_275,22.994916508464584
81,2172092_2120019_emenda_na_comissao.txt_277,19.34926218787597
82,2172092_2120019_emenda_na_comissao.txt_279,21.4230407870689
83,2172092_2120019_emenda_na_comissao.txt_281,22.018264026367955
84,2172092_2120019_emenda_na_comissao.txt_283,20.6665843419648
85,2172092_2120019_emenda_na_comissao.txt_285,16.227359272996903
86,2172092_2120019_emenda_na_comissao.txt_287,24.34701819975815
87,2172092_2120019_emenda_na_comissao.txt_289,23.97520751919983
88,2172092_2120019_emenda_na_comissao.txt_291,24.127346718762205
89,2172092_2120019_emenda_na_comissao.txt_293,21.5494777138614
90,2172092_2120019_emenda_na_comissao.txt_295,21.471283600632184
91,2172092_2120019_emenda_na_comissao.txt_297,22.46359850109039
92,2172092_2120019_emenda_na_comissao.txt_313,17.820330296624757
93,2172092_2120019_emenda_na_comissao.txt_315,18.10784236100434
94,2172092_2120019_emenda_na_comissao.txt_317,23.002723372552467
95,2172092_2120019_emenda_na_comissao.txt_319,21.20238933702336
96,2172092_2120019_emenda_na_comissao.txt_321,20.497786972722928
97,2172092_2120019_emenda_na_comissao.txt_323,22.696141730736493
98,2172092_2120019_emenda_na_comissao.txt_325,20.107458979031726
99,2172092_2120019_emenda_na_comissao.txt_335,18.543093156655825
100,2172092_2120019_emenda_na_comissao.txt_337,20.916868477056894
101,2172092_2120019_emenda_na_comissao.txt_343,20.239285127360233
102,2172092_2120019_emenda_na_comissao.txt_345,19.742102590385056
103,2172092_2120019_emenda_na_comissao.txt_347,19.415527946363444
104,2172092_2120019_emenda_na_comissao.txt_359,19.492865186854555
105,2172092_2120019_emenda_na_comissao.txt_361,19.98207611340729
106,2172092_2120019_emenda_na_comissao.txt_363,20.996440274870178
107,2172092_2120019_emenda_na_comissao.txt_365,18.416286731080383
108,2172092_2120019_emenda_na_comissao.txt_367,21.956119765966825
109,2172092_2120019_emenda_na_comissao.txt_369,19.59051404633713
110,2172092_2120019_emenda_na_comissao.txt_371,18.72095703983449
111,2172092_2120019_emenda_na_comissao.txt_377,22.422182821591644
112,2172092_2120019_emenda_na_comissao.txt_385,24.350172105941535
113,2172092_2120019_emenda_na_comissao.txt_389,18.468661046572954
114,2172092_2120019_emenda_na_comissao.txt_391,25.579593028242186
115,2172092_2120019_emenda_na_comissao.txt_393,20.69047645158962
116,2172092_2120019_emenda_na_comissao.txt_395,19.34672077888228
117,2172092_2120019_emenda_na_comissao.txt_397,22.757189094461356
118,2172092_2120019_emenda_na_comissao.txt_399,21.664642698411857
119,2172092_2120019_emenda_na_comissao.txt_401,20.989404076446686
120,2172092_2120019_emenda_na_comissao.txt_403,21.045878042541204
121,2172092_2120019_emenda_na_comissao.txt_405,18.522505888353024
122,2172092_2120019_emenda_na_comissao.txt_407,20.643819235471117
123,2172092_2120019_emenda_na_comissao.txt_419,20.3212439099168
124,2172092_2120019_emenda_na_comissao.txt_423,22.927289682759476
125,2172092_2120019_emenda_na_comissao.txt_427,18.445029147919175
126,2172092_2120019_emenda_na_comissao.txt_429,21.0043282250531
127,2172092_2120019_emenda_na_comissao.txt_431,17.228713352334722
128,2172092_2120019_emenda_na_comissao.txt_433,22.14562998452225
129,2172092_2120019_emenda_na_comissao.txt_437,21.738953229458886
130,2172092_2120019_emenda_na_comissao.txt_441,19.472139821436084
131,2172092_2120019_emenda_na_comissao.txt_443,22.047737981688538
132,2172092_2120019_emenda_na_comissao.txt_445,20.638504960232538
133,2172092_2120019_emenda_na_comissao.txt_447,16.700310462406875
134,2172092_2120019_emenda_na_comissao.txt_449,21.35948810869171
135,2172092_2120019_emenda_na_comissao.txt_451,22.448314685380048
136,2172092_2120019_emenda_na_comissao.txt_455,19.66325891726967
137,2172092_2120019_emenda_na_comissao.txt_457,21.22637083123474
138,2172092_2120019_emenda_na_comissao.txt_463,18.285364011060867
139,2172092_2120019_emenda_na_comissao.txt_465,18.158167269856857
140,2172092_2120019_emenda_na_comissao.txt_467,20.512118856874906
141,2172092_2120019_emenda_na_comissao.txt_469,22.394649720937196
142,2172092_2120019_emenda_na_comissao.txt_471,17.811696361320582
143,2172092_2120019_emenda_na_comissao.txt_473,19.103792181365733
144,2172092_2120019_emenda_na_comissao.txt_475,19.891243630408713
145,2172092_2120019_emenda_na_comissao.txt_477,18.360013515689147
146,2172092_2120019_emenda_na_comissao.txt_479,21.982948912743296
147,2172092_2120019_emenda_na_comissao.txt_483,19.92671235420709
148,2172092_2120019_emenda_na_comissao.txt_491,21.24395994851234
149,2172092_2120019_emenda_na_comissao.txt_493,19.69958141722733
150,2172092_2120019_emenda_na_comissao.txt_499,19.3561790302488
151,2172092_2120019_emenda_na_comissao.txt_501,18.360013515689147
152,2172092_2120019_emenda_na_comissao.txt_503,20.792134944636686
153,2172092_2120019_emenda_na_comissao.txt_505,19.145978261592568
154,2172092_2120019_emenda_na_comissao.txt_511,20.46205149098938
155,2172092_2120019_emenda_na_comissao.txt_513,19.69958141722733
156,2172092_2120019_emenda_na_comissao.txt_515,19.72592894858636
157,2172092_2120019_emenda_na_comissao.txt_517,20.786934929717066
158,2172092_2120019_emenda_na_comissao.txt_523,21.245777877821755
159,2172092_2120019_emenda_na_comissao.txt_525,19.69958141722733
160,2172092_2120019_emenda_na_comissao.txt_527,19.571277785189675
161,2172092_2120019_emenda_na_comissao.txt_533,22.019839316461503
162,2172092_2120019_emenda_na_comissao.txt_535,22.325029698751983
