index,comparacao,distancia
0,7939709_131429_emenda.txt_8,19.114198393978135
1,7939709_131429_emenda.txt_10,21.11295106567576
2,7939709_131429_emenda.txt_16,20.639163319796253
3,7939709_131429_emenda.txt_28,23.609902346087328
4,7939709_131429_emenda.txt_30,19.114198393978135
5,7939709_131429_emenda.txt_36,18.792826085797095
6,7939709_131429_emenda.txt_38,17.711694166171824
7,7939709_131429_emenda.txt_40,22.623385290445775
8,7939709_131429_emenda.txt_42,23.18977601105723
9,7939709_131429_emenda.txt_44,20.245040959960576
10,7939709_131429_emenda.txt_46,20.735945516768087
11,7939709_131429_emenda.txt_48,19.562445924887136
12,7939709_131429_emenda.txt_50,19.43041335523491
13,7939709_131429_emenda.txt_56,20.639163319796253
14,7939709_131429_emenda.txt_68,18.928365603714084
15,7939709_131429_emenda.txt_70,17.045985204601834
16,7939709_131429_emenda.txt_72,19.9971399697927
17,7939709_131429_emenda.txt_74,19.301659884681175
18,7939709_131429_emenda.txt_76,21.587183189470675
19,7939709_131429_emenda.txt_78,21.444870848051853
20,7939709_131429_emenda.txt_80,19.575730774122587
21,7939709_131429_emenda.txt_82,20.13140983963232
22,7939709_131429_emenda.txt_86,18.014680494976663
23,7939709_131429_emenda.txt_88,17.421124018219757
24,7939709_131429_emenda.txt_94,20.639163319796253
25,7939709_131429_emenda.txt_106,18.82162777968969
26,7939709_131429_emenda.txt_108,16.325571362549834
27,7939709_131429_emenda.txt_112,24.03547206453761
28,7939709_131429_emenda.txt_114,19.037087653862624
29,7939709_131429_emenda.txt_116,20.798221187822364
30,7939709_131429_emenda.txt_118,19.006175470711778
31,7939709_131429_emenda.txt_122,18.8319686078554
32,7939709_131429_emenda.txt_124,18.349377648197674
33,7939709_131429_emenda.txt_126,17.191847452432704
34,7939709_131429_emenda.txt_128,21.566759621381674
35,7939709_131429_emenda.txt_134,20.639163319796253
36,7939709_131429_emenda.txt_146,23.318495386254916
37,7939709_131429_emenda.txt_148,18.48833900799157
38,7939709_131429_emenda.txt_150,18.036101170431728
39,7939709_131429_emenda.txt_152,22.732795183311058
40,7939709_131429_emenda.txt_154,17.440874635701384
41,7939709_131429_emenda.txt_156,19.754449626679424
