id_documento,descricao_tipo_documento,id_autor,data,url_inteiro_teor,id_leggo,nome_eleitoral
1307190,Projeto de Lei,118594,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Marcelo Squassoni (PRB/SP)
1307190,Projeto de Lei,141531,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Rodrigo De Castro (PSDB/MG)
1307190,Projeto de Lei,141531,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Rodrigo de Castro (PSDB/MG)
1307190,Projeto de Lei,178868,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Odorico Monteiro (PSB/CE)
1307190,Projeto de Lei,178844,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Pedro Vilela (PSDB/AL)
1307190,Projeto de Lei,73584,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Antonio Carlos Mendes Thame (PV/SP)
1307190,Projeto de Lei,73655,2019-07-03,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348569,58,Augusto Carvalho (SOLIDARIEDADE/DF)
1307238,Projeto de Lei,92346,2019-05-09,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1348809,13,Eduardo Bolsonaro (PSL/SP)
1307583,Projeto de Lei,178869,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1349586,13,Vitor Valim (PROS/CE)
133035,Projeto de Lei Complementar,74285,2019-02-26,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=163099,24,Carlos Abicalil (PT/MT)
1527035,Proposta de Emenda à Constituição,160655,2019-02-20,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1353612,28,Ricardo Izar (PP/SP)
1548604,Projeto de Lei,92346,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1355276,13,Eduardo Bolsonaro (PSL/SP)
1549013,Projeto de Lei,92346,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1355840,13,Eduardo Bolsonaro (PSL/SP)
15764,Projeto de Lei,73459,2019-03-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=18734,5,Dr. Rosinha (PT/PR)
1579154,Projeto de Lei,141562,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1361305,13,Lelo Coimbra (MDB/ES)
1579309,Projeto de Lei,141464,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1361758,13,José Airton Cirilo (PT/CE)
1579309,Projeto de Lei,141464,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1361758,13,José Airton (PT/CE)
1585017,Projeto de Lei,178948,2019-04-05,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1362751,13,Beto Rosado (PP/RN)
1598550,Proposta de Emenda à Constituição,148134,2019-02-20,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1367416,28,Professor Victório Galli (PSL/MT)
1614757,Projeto de Lei,178852,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1369532,13,Marcos Reategui (PSD/AP)
1618069,Projeto de Lei,160601,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1369603,13,Pr. Marco Feliciano (PODE/SP)
1618127,Proposta de Emenda à Constituição,73441,2019-02-20,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1369774,28,Celso Russomanno (PRB/SP)
16853,Projeto de Lei,73492,2019-02-08,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=28614,55,Antonio Carlos Biscaia (PT/RJ)
1701513,Projeto de Lei,73579,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1380274,13,Alberto Fraga (DEM/DF)
1734457,Projeto de Lei,160646,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1387521,13,Fernando Francischini (PSL/-)
1734457,Projeto de Lei,160646,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1387521,13,Delegado Francischini (PSL/-)
1783415,Projeto de Lei,178900,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1390474,13,Carlos Marun (MDB/-)
1998622,Projeto de Lei,160636,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1396059,13,Wilson Filho (PTB/PB)
2025039,Projeto de Lei,178826,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1405002,13,Major Olimpio (PSL/SP)
2025039,Projeto de Lei,178826,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1405002,13,Major Olimpio Gomes (PSL/SP)
20255,Projeto de Lei,74674,2019-02-25,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=86970,55,Ricardo Ferraço (PPS/ES)
2054477,Projeto de Lei,141478,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1411601,13,Laerte Bessa (PR/DF)
2055061,Projeto de Lei,114941,2019-02-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1412642,30,Josi Nunes (PROS/TO)
2057637,Projeto de Lei,141536,2019-06-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1420066,2,Rômulo Gouveia (-/PB)
2058273,Projeto de Lei,141517,2019-02-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1421830,30,Paulo Henrique Lustosa (PP/CE)
2075726,Projeto de Lei,159238,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1425411,13,Marcus Pestana (PSDB/MG)
2075726,Projeto de Lei,74048,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1425411,13,Raul Jungmann (PPS/PE)
2075726,Projeto de Lei,177282,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1425411,13,Subtenente Gonzaga (PDT/MG)
2077494,Projeto de Lei,160636,2019-06-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1434090,2,Wilson Filho (PTB/PB)
2078853,Projeto de Lei,73579,2019-02-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1440328,30,Alberto Fraga (DEM/DF)
2081613,Projeto de Lei,148134,2019-03-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1448912,5,Professor Victório Galli (PSL/MT)
2081681,Projeto de Lei,177282,2019-07-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1449076,59,Subtenente Gonzaga (PDT/MG)
2081829,Projeto de Lei,74585,2019-03-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1449915,13,Lincoln Portela (PL/MG)
2082231,Projeto de Lei,73655,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1451154,13,Augusto Carvalho (SOLIDARIEDADE/DF)
2083623,Projeto de Lei,160628,2019-02-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1455530,30,Luciana Santos (PCdoB/-)
2087086,Projeto de Lei,148134,2019-03-19,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1465056,12,Professor Victório Galli (PSL/MT)
2089999,Requerimento de Apensação,160426,2019-05-20,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1473717,1,Rogério Rosso (PSD/DF)
2091443,Projeto de Lei,141536,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1476486,13,Rômulo Gouveia (-/PB)
2091722,Projeto de Lei,73655,2019-06-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1476879,2,Augusto Carvalho (SOLIDARIEDADE/DF)
2094685,Projeto de Lei,160672,2019-02-25,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1484506,12,Jean Wyllys (PSOL/-)
2095505,Projeto de Lei,178970,2019-05-24,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1486063,5,João Daniel (PT/SE)
2110331,Projeto de Lei,73588,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1488077,13,Mauro Benevides (MDB/CE)
2110331,Projeto de Lei,73579,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1488077,13,Alberto Fraga (DEM/DF)
2115506,Projeto de Lei,178896,2019-06-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1502008,2,Newton Cardoso Jr (MDB/MG)
2118655,Projeto de Lei,141516,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1511694,13,Paulo Abi-Ackel (PSDB/MG)
2118655,Projeto de Lei,74253,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1511694,13,Julio Lopes (PP/RJ)
2121491,Projeto de Lei,167614,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1518047,13,Severino Ninho (PSB/PE)
2123209,Projeto de Lei,74665,2019-06-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524223,2,Jaime Martins (PROS/MG)
2123255,Requerimento de Audiência Pública,101309,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524281,14,Davidson Magalhães (PCdoB/BA)
2123268,Requerimento,160511,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524318,14,Alessandro Molon (PSB/RJ)
2123274,Requerimento,178964,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524324,14,Heitor Schuch (PSB/RS)
2123391,Requerimento de Audiência Pública,178826,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524743,14,Major Olimpio (PSL/SP)
2123391,Requerimento de Audiência Pública,178826,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524743,14,Major Olimpio Gomes (PSL/SP)
2123425,Requerimento,73433,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1524899,14,Arlindo Chinaglia (PT/SP)
2123504,Requerimento,64960,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525017,14,Maria Helena (MDB/RR)
2123507,Requerimento,160653,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525023,14,Roberto De Lucena (PODE/SP)
2123512,Requerimento,160653,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525029,14,Roberto De Lucena (PODE/SP)
2123514,Requerimento,160653,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525031,14,Roberto De Lucena (PODE/SP)
2123516,Requerimento,160653,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525037,14,Roberto De Lucena (PODE/SP)
2123522,Requerimento,160653,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525049,14,Roberto De Lucena (PODE/SP)
2123538,Requerimento,74275,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525097,14,José Mentor (PT/SP)
2123543,Requerimento,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525117,14,Arnaldo Faria De Sá (PP/SP)
2123557,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525158,14,Arnaldo Faria De Sá (PP/SP)
2123561,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525167,14,Arnaldo Faria De Sá (PP/SP)
2123599,Requerimento,178865,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525304,14,Cabo Sabino (AVANTE/CE)
2123649,Requerimento de Audiência Pública,74366,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525409,14,João Campos (PRB/GO)
2123671,Requerimento de Audiência Pública,73531,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525501,14,Ivan Valente (PSOL/SP)
2123671,Requerimento de Audiência Pública,134812,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525501,14,Edmilson Rodrigues (PSOL/PA)
2123674,Requerimento de Audiência Pública,178866,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525505,14,Luizianne Lins (PT/CE)
2123675,Requerimento de Audiência Pública,160511,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525506,14,Alessandro Molon (PSB/RJ)
2123677,Requerimento de Audiência Pública,141478,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525519,14,Laerte Bessa (PR/DF)
2123736,Requerimento,74161,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525638,14,Reginaldo Lopes (PT/MG)
2123750,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525676,14,Arnaldo Faria De Sá (PP/SP)
2123753,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525686,14,Arnaldo Faria De Sá (PP/SP)
2123755,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525688,14,Arnaldo Faria De Sá (PP/SP)
2123756,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525690,14,Arnaldo Faria De Sá (PP/SP)
2123757,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525691,14,Arnaldo Faria De Sá (PP/SP)
2123763,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525702,14,Arnaldo Faria De Sá (PP/SP)
2123765,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525705,14,Arnaldo Faria De Sá (PP/SP)
2123767,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525709,14,Arnaldo Faria De Sá (PP/SP)
2123769,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525711,14,Arnaldo Faria De Sá (PP/SP)
2123771,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525714,14,Arnaldo Faria De Sá (PP/SP)
2123772,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525715,14,Arnaldo Faria De Sá (PP/SP)
2123774,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525718,14,Arnaldo Faria De Sá (PP/SP)
2123778,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525730,14,Arnaldo Faria De Sá (PP/SP)
2123790,Requerimento,178829,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525748,14,Capitão Augusto (PL/SP)
2123829,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1525906,14,Arnaldo Faria De Sá (PP/SP)
2123890,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526048,14,Arnaldo Faria De Sá (PP/SP)
2123891,Requerimento de Audiência Pública,178826,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526055,14,Major Olimpio (PSL/SP)
2123891,Requerimento de Audiência Pública,178826,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526055,14,Major Olimpio Gomes (PSL/SP)
2123905,Requerimento de Audiência Pública,178964,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526088,14,Heitor Schuch (PSB/RS)
2123975,Requerimento,74161,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526336,14,Reginaldo Lopes (PT/MG)
2124011,Requerimento de Audiência Pública,178864,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526654,14,Adail Carneiro (PODE/CE)
2124078,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526797,14,Arnaldo Faria De Sá (PP/SP)
2124079,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526798,14,Arnaldo Faria De Sá (PP/SP)
2124088,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1526810,14,Arnaldo Faria De Sá (PP/SP)
2124224,Requerimento de Audiência Pública,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1527080,14,Arnaldo Faria De Sá (PP/SP)
2124330,Requerimento de Audiência Pública,178964,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1527312,14,Heitor Schuch (PSB/RS)
2124456,Requerimento,160637,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1527619,14,Ronaldo Fonseca (PODE/DF)
2124540,Requerimento,74399,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1528729,14,Onyx Lorenzoni (DEM/-)
2124723,Requerimento,73434,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1529289,14,Arnaldo Faria De Sá (PP/SP)
2124786,Requerimento de Audiência Pública,178826,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1529475,14,Major Olimpio (PSL/SP)
2124786,Requerimento de Audiência Pública,178826,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1529475,14,Major Olimpio Gomes (PSL/SP)
2124924,Requerimento,74378,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1529732,14,Assis Do Couto (PDT/PR)
2125009,Requerimento,178944,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1529992,14,Roberto Sales (DEM/RJ)
2125070,Requerimento,177282,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1530092,14,Subtenente Gonzaga (PDT/MG)
2125071,Requerimento de Audiência Pública,74253,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1530093,14,Julio Lopes (PP/RJ)
2125224,Projeto de Lei,164359,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1532760,13,Delegado Waldir (PSL/GO)
2125561,Requerimento,178866,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1533525,14,Luizianne Lins (PT/CE)
2125880,Projeto de Lei,160677,2019-06-12,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1534029,2,Francisco Floriano (DEM/RJ)
2125928,Projeto de Lei,134812,2019-02-22,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1534099,13,Edmilson Rodrigues (PSOL/PA)
2126163,Requerimento,178964,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1535954,14,Heitor Schuch (PSB/RS)
2126318,Requerimento,134812,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1536163,14,Edmilson Rodrigues (PSOL/PA)
2129809,Requerimento,133439,2019-02-13,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1546201,14,André Figueiredo (PDT/CE)
