id_leggo,id_autor,nome,partido,uf,bancada,sigla_local,casa,id_principal,nome_eleitoral,node_size
34,81055,Márcio Jerry,PCdoB,MA,oposição,PEC00619,camara,2192459,Márcio Jerry (PCdoB/MA),4.375
34,90842,Santini,PTB,RS,governo,PEC00619,camara,2192459,Santini (PTB/RS),2
34,1173,Senador Wellington Fagundes,PR,MT,governo,CCJ,senado,137999,Senador Wellington Fagundes (PR/MT),1
34,1186,Senador Luis Carlos Heinze,PP,RS,governo,CCJ,senado,137999,Senador Luis Carlos Heinze (PP/RS),1
34,22,Senador Esperidião Amin,PP,SC,governo,CCJ,senado,137999,Senador Esperidião Amin (PP/SC),1
34,2331,Senadora Rose de Freitas,PMDB,ES,governo,CCJ,senado,137999,Senadora Rose de Freitas (PMDB/ES),11
34,285,Senador Marcio Bittar,MDB,AC,governo,PLEN,senado,137999,Senador Marcio Bittar (MDB/AC),1
34,3361,Senador José Maranhão,MDB,PB,governo,CCJ,senado,137999,Senador José Maranhão (MDB/PB),4
34,3396,Senador Tasso Jereissati,PSDB,CE,governo,CCJ,senado,137999,Senador Tasso Jereissati (PSDB/CE),10
34,35,Senador Jader Barbalho,MDB,PA,governo,CCJ,senado,137999,Senador Jader Barbalho (MDB/PA),1
34,374,Senador Paulo Rocha,PT,PA,oposição,CCJ,senado,137999,Senador Paulo Rocha (PT/PA),39
34,4981,Senador Acir Gurgacz,PDT,RO,oposição,CCJ,senado,137999,Senador Acir Gurgacz (PDT/RO),2
34,4994,Senador Eduardo Braga,MDB,AM,governo,CCJ,senado,137999,Senador Eduardo Braga (MDB/AM),3
34,5008,Senador Humberto Costa,PT,PE,oposição,CCJ,senado,137999,Senador Humberto Costa (PT/PE),52
34,5012,Senador Randolfe Rodrigues,REDE,AP,oposição,CCJ,senado,137999,Senador Randolfe Rodrigues (REDE/AP),20
34,5350,Senador Jorginho Mello,PL,SC,governo,CCJ,senado,137999,Senador Jorginho Mello (PL/SC),3
34,5352,Senador Rogério Carvalho,PT,SE,oposição,CCJ,senado,137999,Senador Rogério Carvalho (PT/SE),34
34,5376,Senadora Mara Gabrilli,PSDB,SP,governo,PLEN,senado,137999,Senadora Mara Gabrilli (PSDB/SP),1
34,5411,Senador Weverton,PDT,MA,oposição,CCJ,senado,137999,Senador Weverton (PDT/MA),41
34,5422,Senador Marcos Rogério,DEM,RO,governo,CCJ,senado,137999,Senador Marcos Rogério (DEM/RO),1
34,5502,Senador Plínio Valério,PSDB,AM,governo,CCJ,senado,137999,Senador Plínio Valério (PSDB/AM),23
34,5523,Senador Otto Alencar,PSD,BA,governo,CCJ,senado,137999,Senador Otto Alencar (PSD/BA),3
34,5529,Senador Antonio Anastasia,PSDB,MG,governo,CCJ,senado,137999,Senador Antonio Anastasia (PSDB/MG),7
34,5533,Senador Lasier Martins,PSD,RS,governo,CCJ,senado,137999,Senador Lasier Martins (PSD/RS),4
34,5535,Senador Telmário Mota,PROS,RR,governo,CCJ,senado,137999,Senador Telmário Mota (PROS/RR),5.5
34,5537,Senador Dário Berger,MDB,SC,governo,CCJ,senado,137999,Senador Dário Berger (MDB/SC),30
34,5540,Senador Fernando Bezerra Coelho,PSB,PE,oposição,CCJ,senado,137999,Senador Fernando Bezerra Coelho (PSB/PE),1
34,5627,Senador Jean Paul Prates,PT,RN,oposição,PLEN,senado,137999,Senador Jean Paul Prates (PT/RN),1
34,5666,Senador Major Olimpio,PSL,SP,governo,CCJ,senado,137999,Senador Major Olimpio (PSL/SP),5
34,5718,Senadora Eliziane Gama,CIDADANIA,MA,governo,CCJ,senado,137999,Senadora Eliziane Gama (CIDADANIA/MA),9
34,5732,Senador Rodrigo Pacheco,DEM,MG,governo,CCJ,senado,137999,Senador Rodrigo Pacheco (DEM/MG),2
34,5748,Senador Veneziano Vital do Rêgo,PSB,PB,oposição,CCJ,senado,137999,Senador Veneziano Vital do Rêgo (PSB/PB),24
34,581,Senador Jaques Wagner,PT,BA,oposição,CCJ,senado,137999,Senador Jaques Wagner (PT/BA),22
34,5895,Líder do PSB Jorge Kajuru,PSB,GO,oposição,CCJ,senado,137999,Líder do PSB Jorge Kajuru (PSB/GO),6
34,5905,Senador Rodrigo Cunha,PSDB,AL,governo,CCJ,senado,137999,Senador Rodrigo Cunha (PSDB/AL),7
34,5924,Senador Oriovisto Guimarães,PODEMOS,PR,governo,CCJ,senado,137999,Senador Oriovisto Guimarães (PODEMOS/PR),1
34,5929,Senadora Juíza Selma,PSL,MT,governo,CCJ,senado,137999,Senadora Juíza Selma (PSL/MT),3
34,5942,Senador Marcos do Val,PODEMOS,ES,governo,CCJ,senado,137999,Senador Marcos do Val (PODEMOS/ES),18
34,5953,Senador Fabiano Contarato,REDE,ES,oposição,CCJ,senado,137999,Senador Fabiano Contarato (REDE/ES),10
34,5967,Senador Angelo Coronel,PSD,BA,governo,CCJ,senado,137999,Senador Angelo Coronel (PSD/BA),3
34,5973,Senador Cid Gomes,PDT,CE,oposição,CCJ,senado,137999,Senador Cid Gomes (PDT/CE),52
34,5979,Senadora Leila Barros,PSB,DF,oposição,CCJ,senado,137999,Senadora Leila Barros (PSB/DF),12
34,5982,Senador Alessandro Vieira,CIDADANIA,SE,governo,CCJ,senado,137999,Senador Alessandro Vieira (CIDADANIA/SE),8
34,5985,Senador Nelsinho Trad,PSD,MS,governo,CCJ,senado,137999,Senador Nelsinho Trad (PSD/MS),1
34,5990,Senador Carlos Viana,PSD,MG,governo,CCJ,senado,137999,Senador Carlos Viana (PSD/MG),5
34,6005,Senador Siqueira Campos,DEM,TO,governo,CCJ,senado,137999,Senador Siqueira Campos (DEM/TO),6
34,6027,Senador Mecias de Jesus,PRB,RR,governo,CCJ,senado,137999,Senador Mecias de Jesus (PRB/RR),1
34,70,Senador Renan Calheiros,MDB,AL,governo,CCJ,senado,137999,Senador Renan Calheiros (MDB/AL),1
34,739,Senador Ciro Nogueira,PP,PI,governo,CCJ,senado,137999,Senador Ciro Nogueira (PP/PI),1
34,825,Senador Paulo Paim,PT,RS,oposição,CCJ,senado,137999,Senador Paulo Paim (PT/RS),38
34,90,Senador José Serra,PSDB,SP,governo,CCJ,senado,137999,Senador José Serra (PSDB/SP),2
34,945,Senador Alvaro Dias,PODEMOS,PR,governo,PLEN,senado,137999,Senador Alvaro Dias (PODEMOS/PR),3
34,205548,David Miranda,PSOL,RJ,oposição,PEC00619,camara,2192459,David Miranda (PSOL/RJ),3.6
34,179001,Márcio Biolchi,MDB,RS,governo,CCJC,camara,2192459,Márcio Biolchi (MDB/RS),0.5
34,204501,Alencar Santana Braga,PT,SP,oposição,PEC00619,camara,2192459,Alencar Santana Braga (PT/SP),1.5
34,204532,Vinicius Poit,NOVO,SP,governo,PEC00619,camara,2192459,Vinicius Poit (NOVO/SP),2.25
34,178992,Vitor Lippi,PSDB,SP,governo,PEC00619,camara,2192459,Vitor Lippi (PSDB/SP),0.5
34,204534,Tabata Amaral,PDT,SP,oposição,PEC00619,camara,2192459,Tabata Amaral (PDT/SP),6.916666666666667
34,204569,Delegado Pablo,PSL,AM,governo,PEC00619,camara,2192459,Delegado Pablo (PSL/AM),2.2666666666666666
34,207176,Bia Cavassa,PSDB,MS,governo,PEC00619,camara,2192459,Bia Cavassa (PSDB/MS),0.8
34,141459,João Maia,PL,RN,governo,PEC00619,camara,2192459,João Maia (PL/RN),0.5
34,5783,Senadora Zenaide Maia,PROS,RN,governo,PLEN,senado,137999,Senadora Zenaide Maia (PROS/RN),0.5
35,133439,André Figueiredo,PDT,CE,oposição,MPV87019,camara,2190288,André Figueiredo (PDT/CE),6
35,134812,Edmilson Rodrigues,PSOL,PA,oposição,MPV87019,camara,2190288,Edmilson Rodrigues (PSOL/PA),40
35,137070,Vicentinho Júnior,PL,TO,governo,MPV87019,camara,2190288,Vicentinho Júnior (PL/TO),4
35,141488,Paulo Teixeira,PT,SP,oposição,MPV87019,camara,2190288,Paulo Teixeira (PT/SP),4
35,141508,Mauro Nazif,PSB,RO,oposição,MPV87019,camara,2190288,Mauro Nazif (PSB/RO),4
35,141518,Paulo Pereira Da Silva,SOLIDARIEDADE,SP,governo,MPV87019,camara,2190288,Paulo Pereira Da Silva (SOLIDARIEDADE/SP),4
35,157130,Túlio Gadêlha,PDT,PE,oposição,MPV87019,camara,2190288,Túlio Gadêlha (PDT/PE),11
35,160511,Alessandro Molon,PSB,RJ,oposição,MPV87019,camara,2190288,Alessandro Molon (PSB/RJ),22
35,160535,Marcon,PT,RS,oposição,MPV87019,camara,2190288,Marcon (PT/RS),14
35,160538,Bohn Gass,PT,RS,oposição,MPV87019,camara,2190288,Bohn Gass (PT/RS),12
35,160541,Arthur Lira,PP,AL,governo,PLEN,camara,2190288,Arthur Lira (PP/AL),1
35,160556,Padre João,PT,MG,oposição,MPV87019,camara,2190288,Padre João (PT/MG),12
35,160558,Paulo Freire,PL,SP,governo,MPV87019,camara,2190288,Paulo Freire (PL/SP),4
35,160568,Rogério Carvalho,PT,SE,oposição,MPV87019,camara,2190288,Rogério Carvalho (PT/SE),9
35,160575,Erika Kokay,PT,DF,oposição,MPV87019,camara,2190288,Erika Kokay (PT/DF),22
35,160604,Pedro Uczai,PT,SC,oposição,MPV87019,camara,2190288,Pedro Uczai (PT/SC),4
35,160610,Valmir Assunção,PT,BA,oposição,MPV87019,camara,2190288,Valmir Assunção (PT/BA),26
35,160639,Professora Dorinha Seabra Rezende,DEM,TO,governo,MPV87019,camara,2190288,Professora Dorinha Seabra Rezende (DEM/TO),4
35,160653,Roberto De Lucena,PODE,SP,governo,MPV87019,camara,2190288,Roberto De Lucena (PODE/SP),4
35,167722,Marcos Rogério,DEM,,governo,MPV87019,camara,2190288,Marcos Rogério (DEM/NA),4
35,171619,Margarida Salomão,PT,MG,oposição,MPV87019,camara,2190288,Margarida Salomão (PT/MG),4
35,177282,Subtenente Gonzaga,PDT,MG,oposição,MPV87019,camara,2190288,Subtenente Gonzaga (PDT/MG),20
35,178826,Major Olimpio,PSL,SP,governo,MPV87019,camara,2190288,Major Olimpio (PSL/SP),4
35,178829,Capitão Augusto,PL,SP,governo,MPV87019,camara,2190288,Capitão Augusto (PL/SP),7
35,178857,Jorge Solla,PT,BA,oposição,MPV87019,camara,2190288,Jorge Solla (PT/BA),4
35,178874,Sergio Vidigal,PDT,ES,oposição,MPV87019,camara,2190288,Sergio Vidigal (PDT/ES),2
35,178883,Eliziane Gama,PPS,MA,governo,MPV87019,camara,2190288,Eliziane Gama (PPS/MA),4
35,178884,Hildo Rocha,MDB,MA,governo,MPV87019,camara,2190288,Hildo Rocha (MDB/MA),42
35,178887,Rubens Pereira Júnior,PCdoB,,oposição,MPV87019,camara,2190288,Rubens Pereira Júnior (PCdoB/NA),18
35,178889,Zé Carlos,PT,MA,oposição,MPV87019,camara,2190288,Zé Carlos (PT/MA),16
35,178916,Daniel Coelho,CIDADANIA,PE,governo,MPV87019,camara,2190288,Daniel Coelho (CIDADANIA/PE),4
35,178970,João Daniel,PT,SE,oposição,MPV87019,camara,2190288,João Daniel (PT/SE),20
35,178986,Nilto Tatto,PT,SP,oposição,MPV87019,camara,2190288,Nilto Tatto (PT/SP),16
35,178987,Orlando Silva,PCdoB,SP,oposição,MPV87019,camara,2190288,Orlando Silva (PCdoB/SP),8
35,204352,Camilo Capiberibe,PSB,AP,oposição,MPV87019,camara,2190288,Camilo Capiberibe (PSB/AP),4
35,204369,Caroline De Toni,PSL,SC,governo,MPV87019,camara,2190288,Caroline De Toni (PSL/SC),3
35,204371,Felipe Rigoni,PSB,ES,oposição,MPV87019,camara,2190288,Felipe Rigoni (PSB/ES),4
35,204374,Bia Kicis,PSL,DF,governo,MPV87019,camara,2190288,Bia Kicis (PSL/DF),8
35,204407,Fernanda Melchionna,PSOL,RS,oposição,MPV87019,camara,2190288,Fernanda Melchionna (PSOL/RS),16
35,204453,Natália Bonavides,PT,RN,oposição,MPV87019,camara,2190288,Natália Bonavides (PT/RN),8
35,204464,Talíria Petrone,PSOL,RJ,oposição,MPV87019,camara,2190288,Talíria Petrone (PSOL/RJ),44
35,204466,Tereza Nelma,PSDB,AL,governo,MPV87019,camara,2190288,Tereza Nelma (PSDB/AL),4
35,204467,Professora Rosa Neide,PT,MT,oposição,MPV87019,camara,2190288,Professora Rosa Neide (PT/MT),8
35,204468,Joenia Wapichana,REDE,RR,oposição,MPV87019,camara,2190288,Joenia Wapichana (REDE/RR),16
35,204480,Rogério Correia,PT,MG,oposição,MPV87019,camara,2190288,Rogério Correia (PT/MG),4
35,204503,Alexandre Padilha,PT,SP,oposição,MPV87019,camara,2190288,Alexandre Padilha (PT/SP),4
35,204509,Áurea Carolina,PSOL,MG,oposição,MPV87019,camara,2190288,Áurea Carolina (PSOL/MG),44
35,204529,Policial Katia Sastre,PL,SP,governo,MPV87019,camara,2190288,Policial Katia Sastre (PL/SP),3
35,204535,Sâmia Bomfim,PSOL,SP,oposição,MPV87019,camara,2190288,Sâmia Bomfim (PSOL/SP),40
35,204555,José Ricardo,PT,AM,oposição,MPV87019,camara,2190288,José Ricardo (PT/AM),18
35,204556,Marcelo Ramos,PL,AM,governo,MPV87019,camara,2190288,Marcelo Ramos (PL/AM),2
35,204561,Bira Do Pindaré,PSB,MA,oposição,MPV87019,camara,2190288,Bira Do Pindaré (PSB/MA),10
35,204576,João Roma,PRB,BA,governo,PLEN,camara,2190288,João Roma (PRB/BA),1
35,4931,Izalci Lucas,PSDB,DF,governo,MPV87019,camara,2190288,Izalci Lucas (PSDB/DF),2
35,72442,Felipe Carreras,PSB,PE,oposição,MPV87019,camara,2190288,Felipe Carreras (PSB/PE),4
35,73592,Kátia Abreu,PFL,TO,governo,MPV87019,camara,2190288,Kátia Abreu (PFL/TO),1
35,73771,Flávio Arns,PT,PR,oposição,MPV87019,camara,2190288,Flávio Arns (PT/PR),14
35,73910,Paulo Paim,PT,RS,oposição,MPV87019,camara,2190288,Paulo Paim (PT/RS),10
35,73943,Perpétua Almeida,PCdoB,AC,oposição,MPV87019,camara,2190288,Perpétua Almeida (PCdoB/AC),12
35,74057,Alice Portugal,PCdoB,BA,oposição,MPV87019,camara,2190288,Alice Portugal (PCdoB/BA),26
35,74060,Daniel Almeida,PCdoB,BA,oposição,MPV87019,camara,2190288,Daniel Almeida (PCdoB/BA),30
35,74082,Paulo Rocha,PT,PA,oposição,MPV87019,camara,2190288,Paulo Rocha (PT/PA),21
35,74160,Patrus Ananias,PT,MG,oposição,MPV87019,camara,2190288,Patrus Ananias (PT/MG),24
35,74270,Gilberto Nascimento,PSC,SP,governo,MPV87019,camara,2190288,Gilberto Nascimento (PSC/SP),8
35,74366,João Campos,PRB,GO,governo,MPV87019,camara,2190288,João Campos (PRB/GO),4
35,74376,Vander Loubet,PT,MS,oposição,MPV87019,camara,2190288,Vander Loubet (PT/MS),4
35,74398,Maria Do Rosário,PT,RS,oposição,MPV87019,camara,2190288,Maria Do Rosário (PT/RS),2
35,74400,Paulo Pimenta,PT,RS,oposição,MPV87019,camara,2190288,Paulo Pimenta (PT/RS),42
35,74419,Gonzaga Patriota,PSB,PE,oposição,MPV87019,camara,2190288,Gonzaga Patriota (PSB/PE),6
35,74548,Jaques Wagner,PT,BA,oposição,MPV87019,camara,2190288,Jaques Wagner (PT/BA),14
35,74655,Eduardo Barbosa,PSDB,MG,governo,MPV87019,camara,2190288,Eduardo Barbosa (PSDB/MG),2
35,74784,Luiza Erundina,PSOL,SP,oposição,MPV87019,camara,2190288,Luiza Erundina (PSOL/SP),4
35,74848,Jandira Feghali,PCdoB,RJ,oposição,MPV87019,camara,2190288,Jandira Feghali (PCdoB/RJ),10
35,76874,Marcelo Freixo,PSOL,RJ,oposição,MPV87019,camara,2190288,Marcelo Freixo (PSOL/RJ),40
35,81055,Márcio Jerry,PCdoB,MA,oposição,MPV87019,camara,2190288,Márcio Jerry (PCdoB/MA),12
35,92346,Eduardo Bolsonaro,PSL,SP,governo,MPV87019,camara,2190288,Eduardo Bolsonaro (PSL/SP),2
35,1249,Senadora Kátia Abreu,PMDB,TO,governo,CMMPV 870/2019,senado,135064,Senadora Kátia Abreu (PMDB/TO),1
35,141470,Deputado Federal José Guimarães,PT,CE,oposição,CMMPV 870/2019,senado,135064,Deputado Federal José Guimarães (PT/CE),3
35,160508,Deputado Federal Afonso Florence,PT,BA,oposição,CMMPV 870/2019,senado,135064,Deputado Federal Afonso Florence (PT/BA),3
35,204530,Deputado Federal Rodrigo Agostinho,PSB,SP,oposição,CMMPV 870/2019,senado,135064,Deputado Federal Rodrigo Agostinho (PSB/SP),1
35,345,Senador Flávio Arns,REDE,PR,oposição,CMMPV 870/2019,senado,135064,Senador Flávio Arns (REDE/PR),14.666666666666668
35,374,Senador Paulo Rocha,PT,PA,oposição,CMMPV 870/2019,senado,135064,Senador Paulo Rocha (PT/PA),21
35,4770,Senador Izalci Lucas,PSDB,DF,governo,CMMPV 870/2019,senado,135064,Senador Izalci Lucas (PSDB/DF),2
35,4981,Senador Acir Gurgacz,PDT,RO,oposição,CMMPV 870/2019,senado,135064,Senador Acir Gurgacz (PDT/RO),2
35,5008,Senador Humberto Costa,PT,PE,oposição,CMMPV 870/2019,senado,135064,Senador Humberto Costa (PT/PE),20
35,5012,Senador Randolfe Rodrigues,REDE,AP,oposição,CMMPV 870/2019,senado,135064,Senador Randolfe Rodrigues (REDE/AP),9.666666666666666
35,5352,Senador Rogério Carvalho,PT,SE,oposição,CMMPV 870/2019,senado,135064,Senador Rogério Carvalho (PT/SE),15
35,5422,Senador Marcos Rogério,DEM,RO,governo,CMMPV 870/2019,senado,135064,Senador Marcos Rogério (DEM/RO),4
35,5535,Senador Telmário Mota,PROS,RR,governo,CMMPV 870/2019,senado,135064,Senador Telmário Mota (PROS/RR),2
35,5540,Senador Fernando Bezerra Coelho,PSB,PE,oposição,CMMPV 870/2019,senado,135064,Senador Fernando Bezerra Coelho (PSB/PE),5
35,5627,Senador Jean Paul Prates,PT,RN,oposição,CMMPV 870/2019,senado,135064,Senador Jean Paul Prates (PT/RN),11
35,5666,Senador Major Olimpio,PSL,SP,governo,CMMPV 870/2019,senado,135064,Senador Major Olimpio (PSL/SP),5
35,5718,Senadora Eliziane Gama,CIDADANIA,MA,governo,CMMPV 870/2019,senado,135064,Senadora Eliziane Gama (CIDADANIA/MA),4
35,581,Senador Jaques Wagner,PT,BA,oposição,CMMPV 870/2019,senado,135064,Senador Jaques Wagner (PT/BA),14
35,5895,Líder do PSB Jorge Kajuru,PSB,GO,oposição,PLEN,senado,135064,Líder do PSB Jorge Kajuru (PSB/GO),1
35,5979,Senadora Leila Barros,PSB,DF,oposição,CMMPV 870/2019,senado,135064,Senadora Leila Barros (PSB/DF),2
35,5982,Senador Alessandro Vieira,CIDADANIA,SE,governo,CMMPV 870/2019,senado,135064,Senador Alessandro Vieira (CIDADANIA/SE),2
35,6027,Senador Mecias de Jesus,PRB,RR,governo,CMMPV 870/2019,senado,135064,Senador Mecias de Jesus (PRB/RR),1
35,825,Senador Paulo Paim,PT,RS,oposição,CMMPV 870/2019,senado,135064,Senador Paulo Paim (PT/RS),10
35,945,Senador Alvaro Dias,PODEMOS,PR,governo,PLEN,senado,135064,Senador Alvaro Dias (PODEMOS/PR),1
35,5953,Senador Fabiano Contarato,REDE,ES,oposição,PLEN,senado,135064,Senador Fabiano Contarato (REDE/ES),0.6666666666666666
36,164359,Delegado Waldir,PSL,GO,governo,PLEN,camara,2192352,Delegado Waldir (PSL/GO),1
36,178884,Hildo Rocha,MDB,MA,governo,CCP,camara,2192352,Hildo Rocha (MDB/MA),1
36,204366,Rodrigo Coelho,PSB,SC,oposição,PLEN,camara,2192352,Rodrigo Coelho (PSB/SC),1
36,204506,Marcos Pereira,PRB,SP,governo,MESA,camara,2192352,Marcos Pereira (PRB/SP),1
36,76874,Marcelo Freixo,PSOL,RJ,oposição,1SECM,camara,2192352,Marcelo Freixo (PSOL/RJ),1
37,164359,Delegado Waldir,PSL,GO,governo,PLEN,camara,2192353,Delegado Waldir (PSL/GO),1
37,204366,Rodrigo Coelho,PSB,SC,oposição,PLEN,camara,2192353,Rodrigo Coelho (PSB/SC),1
37,204497,Júnior Ferrari,PSD,PA,governo,PLEN,camara,2192353,Júnior Ferrari (PSD/PA),1
37,204506,Marcos Pereira,PRB,SP,governo,MESA,camara,2192353,Marcos Pereira (PRB/SP),1
37,76874,Marcelo Freixo,PSOL,RJ,oposição,1SECM,camara,2192353,Marcelo Freixo (PSOL/RJ),1
38,160570,Jerônimo Goergen,PP,RS,governo,CCP,camara,2192354,Jerônimo Goergen (PP/RS),0.5
38,160653,Roberto De Lucena,PODE,SP,governo,CCP,camara,2192354,Roberto De Lucena (PODE/SP),1
38,178989,Renata Abreu,PODE,SP,governo,CCP,camara,2192354,Renata Abreu (PODE/SP),0.5
38,204366,Rodrigo Coelho,PSB,SC,oposição,PLEN,camara,2192354,Rodrigo Coelho (PSB/SC),1
38,204374,Bia Kicis,PSL,DF,governo,CCJC,camara,2192354,Bia Kicis (PSL/DF),2
38,204506,Marcos Pereira,PRB,SP,governo,MESA,camara,2192354,Marcos Pereira (PRB/SP),1
38,204526,Luiz Philippe De Orleans e Bragança,PSL,SP,governo,CCP,camara,2192354,Luiz Philippe De Orleans e Bragança (PSL/SP),1
38,204543,Luiz Flávio Gomes,PSB,SP,oposição,PLEN,camara,2192354,Luiz Flávio Gomes (PSB/SP),1
38,76874,Marcelo Freixo,PSOL,RJ,oposição,1SECM,camara,2192354,Marcelo Freixo (PSOL/RJ),1
38,204536,Kim Kataguiri,DEM,SP,governo,CCP,camara,2192354,Kim Kataguiri (DEM/SP),0.5
38,204391,José Nelto,PODE,GO,governo,CCP,camara,2192354,José Nelto (PODE/GO),0.5
39,5531,Senador Elmano Férrer,PODEMOS,PI,governo,CCJ,senado,131906,Senador Elmano Férrer (PODEMOS/PI),1
40,5929,Senadora Juíza Selma,PSL,MT,governo,CCJ,senado,120152,Senadora Juíza Selma (PSL/MT),1
40,5953,Senador Fabiano Contarato,REDE,ES,oposição,CCJ,senado,120152,Senador Fabiano Contarato (REDE/ES),1
40,5982,Senador Alessandro Vieira,CIDADANIA,SE,governo,CCJ,senado,120152,Senador Alessandro Vieira (CIDADANIA/SE),1
41,109429,Benes Leocádio,PRB,RN,governo,MPV86818,camara,2190282,Benes Leocádio (PRB/RN),12
41,133439,André Figueiredo,PDT,CE,oposição,MPV86818,camara,2190282,André Figueiredo (PDT/CE),8
41,134812,Edmilson Rodrigues,PSOL,PA,oposição,MPV86818,camara,2190282,Edmilson Rodrigues (PSOL/PA),26
41,152605,Glauber Braga,PSOL,RJ,oposição,MPV86818,camara,2190282,Glauber Braga (PSOL/RJ),29
41,160528,Danilo Cabral,PSB,PE,oposição,MPV86818,camara,2190282,Danilo Cabral (PSB/PE),24
41,160538,Bohn Gass,PT,RS,oposição,MPV86818,camara,2190282,Bohn Gass (PT/RS),22
41,160556,Padre João,PT,MG,oposição,MPV86818,camara,2190282,Padre João (PT/MG),48
41,160568,Rogério Carvalho,PT,SE,oposição,MPV86818,camara,2190282,Rogério Carvalho (PT/SE),10
41,171619,Margarida Salomão,PT,MG,oposição,MPV86818,camara,2190282,Margarida Salomão (PT/MG),14
41,178826,Major Olimpio,PSL,SP,governo,MPV86818,camara,2190282,Major Olimpio (PSL/SP),8
41,178884,Hildo Rocha,MDB,MA,governo,MPV86818,camara,2190282,Hildo Rocha (MDB/MA),58
41,178887,Rubens Pereira Júnior,PCdoB,,oposição,MPV86818,camara,2190282,Rubens Pereira Júnior (PCdoB/NA),10
41,178947,Sóstenes Cavalcante,DEM,RJ,governo,MPV86818,camara,2190282,Sóstenes Cavalcante (DEM/RJ),52
41,178970,João Daniel,PT,SE,oposição,MPV86818,camara,2190282,João Daniel (PT/SE),18
41,178986,Nilto Tatto,PT,SP,oposição,MPV86818,camara,2190282,Nilto Tatto (PT/SP),74
41,178987,Orlando Silva,PCdoB,SP,oposição,MPV86818,camara,2190282,Orlando Silva (PCdoB/SP),8
41,178990,Samuel Moreira,PSDB,SP,governo,MPV86818,camara,2190282,Samuel Moreira (PSDB/SP),28
41,204365,Gilson Marques,NOVO,SC,governo,MPV86818,camara,2190282,Gilson Marques (NOVO/SC),4
41,204371,Felipe Rigoni,PSB,ES,oposição,MPV86818,camara,2190282,Felipe Rigoni (PSB/ES),9
41,204391,José Nelto,PODE,GO,governo,MPV86818,camara,2190282,José Nelto (PODE/GO),6
41,204394,Gervásio Maia,PSB,PB,oposição,MPV86818,camara,2190282,Gervásio Maia (PSB/PB),4
41,204419,Glaustin Fokus,PSC,GO,governo,MPV86818,camara,2190282,Glaustin Fokus (PSC/GO),4
41,204449,Nelson Barbudo,PSL,MT,governo,MPV86818,camara,2190282,Nelson Barbudo (PSL/MT),102
41,204453,Natália Bonavides,PT,RN,oposição,MPV86818,camara,2190282,Natália Bonavides (PT/RN),6
41,204464,Talíria Petrone,PSOL,RJ,oposição,MPV86818,camara,2190282,Talíria Petrone (PSOL/RJ),28
41,204500,Eduardo Costa,PTB,PA,governo,MPV86818,camara,2190282,Eduardo Costa (PTB/PA),50
41,204555,José Ricardo,PT,AM,oposição,MPV86818,camara,2190282,José Ricardo (PT/AM),72
41,204575,Gil Cutrim,PDT,MA,oposição,MPV86818,camara,2190282,Gil Cutrim (PDT/MA),6
41,4931,Izalci Lucas,PSDB,DF,governo,MPV86818,camara,2190282,Izalci Lucas (PSDB/DF),52
41,73460,Gustavo Fruet,PDT,PR,oposição,MPV86818,camara,2190282,Gustavo Fruet (PDT/PR),4
41,73943,Perpétua Almeida,PCdoB,AC,oposição,MPV86818,camara,2190282,Perpétua Almeida (PCdoB/AC),14
41,74057,Alice Portugal,PCdoB,BA,oposição,MPV86818,camara,2190282,Alice Portugal (PCdoB/BA),10
41,74400,Paulo Pimenta,PT,RS,oposição,MPV86818,camara,2190282,Paulo Pimenta (PT/RS),72
41,74848,Jandira Feghali,PCdoB,RJ,oposição,MPV86818,camara,2190282,Jandira Feghali (PCdoB/RJ),10
41,81055,Márcio Jerry,PCdoB,MA,oposição,MPV86818,camara,2190282,Márcio Jerry (PCdoB/MA),10
41,141470,Deputado Federal José Guimarães,PT,CE,oposição,CMMPV 868/2018,senado,135061,Deputado Federal José Guimarães (PT/CE),3
41,160508,Deputado Federal Afonso Florence,PT,BA,oposição,CMMPV 868/2018,senado,135061,Deputado Federal Afonso Florence (PT/BA),2
41,160604,Deputado Federal Pedro Uczai,PT,SC,oposição,Mesa,senado,135061,Deputado Federal Pedro Uczai (PT/SC),1
41,178977,Deputado Federal Eduardo Cury,PSDB,SP,governo,CMMPV 868/2018,senado,135061,Deputado Federal Eduardo Cury (PSDB/SP),1
41,204504,Deputado Federal Cezinha de Madureira,PSD,SP,governo,CMMPV 868/2018,senado,135061,Deputado Federal Cezinha de Madureira (PSD/SP),1
41,204508,Deputado Federal Igor Timo,PODE,MG,governo,CMMPV 868/2018,senado,135061,Deputado Federal Igor Timo (PODE/MG),3
41,3396,Senador Tasso Jereissati,PSDB,CE,governo,CMMPV 868/2018,senado,135061,Senador Tasso Jereissati (PSDB/CE),9
41,4770,Senador Izalci Lucas,PSDB,DF,governo,CMMPV 868/2018,senado,135061,Senador Izalci Lucas (PSDB/DF),52
41,5352,Senador Rogério Carvalho,PT,SE,oposição,CMMPV 868/2018,senado,135061,Senador Rogério Carvalho (PT/SE),10
41,5411,Senador Weverton,PDT,MA,oposição,CMMPV 868/2018,senado,135061,Senador Weverton (PDT/MA),3
41,5666,Senador Major Olimpio,PSL,SP,governo,CMMPV 868/2018,senado,135061,Senador Major Olimpio (PSL/SP),9
42,132504,Enio Verri,PT,,oposição,PLEN,camara,353631,Enio Verri (PT/-),2.1666666666666665
