cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa
Suplente.35,160601,Pr. Marco Feliciano,PODE,SP,Suplente,CSSF,camara
Suplente.37,204565,Professora Dayane Pimentel,PSL,BA,Suplente,CSSF,camara
Suplente.38,160639,Professora Dorinha Seabra Rezende,DEM,TO,Suplente,CSSF,camara
Suplente.36,204390,Professor Alcides,PP,GO,Suplente,CSSF,camara
Suplente.39,178925,Rejane Dias,PT,PI,Suplente,CSSF,camara
Suplente.40,178989,Renata Abreu,PODE,SP,Suplente,CSSF,camara
Suplente.41,73788,Ricardo Barros,PP,PR,Suplente,CSSF,camara
Titular.46,160653,Roberto de Lucena,PODE,SP,Titular,CSSF,camara
Titular.47,204366,Rodrigo Coelho,PSB,SC,Titular,CSSF,camara
Titular.48,178945,Rosangela Gomes,PRB,RJ,Titular,CSSF,camara
Suplente.42,204357,Rose Modesto,PSDB,MS,Suplente,CSSF,camara
Suplente.43,90842,Santini,PTB,RS,Suplente,CSSF,camara
Titular.49,178874,Sergio Vidigal,PDT,ES,Titular,CSSF,camara
Titular.50,204360,Silvia Cristina,PDT,RO,Titular,CSSF,camara
Suplente.44,204464,Talíria Petrone,PSOL,RJ,Suplente,CSSF,camara
Titular.51,204466,Tereza Nelma,PSDB,AL,Titular,CSSF,camara
Suplente.45,204519,Tiago Mitraud,NOVO,MG,Suplente,CSSF,camara
Suplente.46,204517,Zé Vitor,PMN,MG,Suplente,CSSF,camara
Suplente,121948,Adriano do Baldy,PP,GO,Suplente,CTASP,camara
Suplente.1,74057,Alice Portugal,PCdoB,BA,Suplente,CTASP,camara
Suplente.2,133439,André Figueiredo,PDT,CE,Suplente,CTASP,camara
Suplente.3,74459,Átila Lira,PSB,PI,Suplente,CTASP,camara
Suplente.4,160665,Augusto Coutinho,SOLIDARI,PE,Suplente,CTASP,camara
Titular,160538,Bohn Gass,PT,RS,Titular,CTASP,camara
Suplente.5,178829,Capitão Augusto,PR,SP,Suplente,CTASP,camara
Suplente.6,204426,Carlos Veras,PT,PE,Suplente,CTASP,camara
Titular.1,74060,Daniel Almeida,PCdoB,BA,Titular,CTASP,camara
Suplente.7,204518,Dr. Frederico,PATRI,MG,Suplente,CTASP,camara
Titular.2,160575,Erika Kokay,PT,DF,Titular,CTASP,camara
Suplente.8,178871,Evair Vieira de Melo,PP,ES,Suplente,CTASP,camara
Titular.3,178969,Fábio Mitidieri,PSD,SE,Titular,CTASP,camara
PrimeiroVice-Presidente,160598,Flávia Morais,PDT,GO,Titular,CTASP,camara
Titular.4,160598,Flávia Morais,PDT,GO,Titular,CTASP,camara
Titular.5,204531,Guilherme Derrite,PP,SP,Titular,CTASP,camara
Suplente.9,204548,Heitor Freire,PSL,CE,Suplente,CTASP,camara
Suplente.10,178964,Heitor Schuch,PSB,RS,Suplente,CTASP,camara
Suplente.11,204436,Isnaldo Bulhões Jr.,MDB,AL,Suplente,CTASP,camara
Titular.6,204536,Kim Kataguiri,DEM,SP,Titular,CTASP,camara
Suplente.12,74156,Leonardo Monteiro,PT,MG,Suplente,CTASP,camara
Suplente.13,204523,Lucas Gonzalez,NOVO,MG,Suplente,CTASP,camara
Titular.7,178879,Lucas Vergilio,SOLIDARI,GO,Titular,CTASP,camara
Titular.8,204485,Luiz Carlos Motta,PR,SP,Titular,CTASP,camara
SegundoVice-Presidente,75431,Maurício Dziedricki,PTB,RS,Titular,CTASP,camara
Titular.9,75431,Maurício Dziedricki,PTB,RS,Titular,CTASP,camara
Titular.10,141508,Mauro Nazif,PSB,RO,Titular,CTASP,camara
Suplente.14,74571,Nelson Pellegrino,PT,BA,Suplente,CTASP,camara
Titular.11,178987,Orlando Silva,PCdoB,SP,Titular,CTASP,camara
Suplente.15,178860,Paulo Azi,DEM,BA,Suplente,CTASP,camara
Titular.12,133968,Paulo Ramos,PDT,RJ,Titular,CTASP,camara
Suplente.16,122974,Pedro Lucas Fernandes ,PTB,MA,Suplente,CTASP,camara
Presidente,160641,Professora Marcivania,PCdoB,AP,Titular,CTASP,camara
Titular.13,160641,Professora Marcivania,PCdoB,AP,Titular,CTASP,camara
Titular.14,204480,Rogério Correia ,PT,MG,Titular,CTASP,camara
Suplente.17,178921,Sebastião Oliveira,PR,PE,Suplente,CTASP,camara
Titular.15,204425,Silvio Costa Filho,PRB,PE,Titular,CTASP,camara
Suplente.18,204519,Tiago Mitraud,NOVO,MG,Suplente,CTASP,camara
Titular.16,157130,Túlio Gadêlha ,PDT,PE,Titular,CTASP,camara
Titular.17,74283,Vicentinho,PT,SP,Titular,CTASP,camara
Titular.18,74439,Wolney Queiroz,PDT,PE,Titular,CTASP,camara
Titular,204521,Abou Anni,PSL,SP,Titular,CVT,camara
Suplente,136811,Afonso Hamm,PP,RS,Suplente,CVT,camara
Titular.1,204413,Alcides Rodrigues ,PRP,GO,Titular,CVT,camara
Titular.2,160545,Alexandre Leite,DEM,SP,Titular,CVT,camara
Suplente.1,178833,Alexandre Serfiotis,PSD,RJ,Suplente,CVT,camara
Suplente.2,178927,Aliel Machado,PSB,PR,Suplente,CVT,camara
Suplente.3,178937,Altineu Côrtes,PR,RJ,Suplente,CVT,camara
Suplente.4,204358,Beto Pereira,PSDB,MS,Suplente,CVT,camara
Suplente.5,74052,Bosco Costa,PR,SE,Suplente,CVT,camara
Titular.3,204352,Camilo Capiberibe,PSB,AP,Titular,CVT,camara
Suplente.6,204507,Carla Zambelli,PSL,SP,Suplente,CVT,camara
Suplente.7,204504,Cezinha de Madureira ,PSD,SP,Suplente,CVT,camara
Titular.4,178928,Christiane de Souza Yared,PR,PR,Titular,CVT,camara
Suplente.8,178939,Clarissa Garotinho,PROS,RJ,Suplente,CVT,camara
Suplente.9,204376,Coronel Armando,PSL,SC,Suplente,CVT,camara
Suplente.10,204378,Coronel Chrisóstomo,PSL,RO,Suplente,CVT,camara
Suplente.11,204355,Da Vitoria,PPS,ES,Suplente,CVT,camara
Titular.5,160588,Diego Andrade,PSD,MG,Titular,CVT,camara
Suplente.12,160758,Domingos Sávio,PSDB,MG,Suplente,CVT,camara
Suplente.13,141422,Efraim Filho,DEM,PB,Suplente,CVT,camara
Presidente,160532,Eli Corrêa Filho,DEM,SP,Titular,CVT,camara
Titular.6,160532,Eli Corrêa Filho,DEM,SP,Titular,CVT,camara
Suplente.14,178871,Evair Vieira de Melo,PP,ES,Suplente,CVT,camara
Titular.7,204368,Fabio Schiochet,PSL,SC,Titular,CVT,camara
Suplente.15,72442,Felipe Carreras,PSB,PE,Suplente,CVT,camara
Titular.8,115746,Gelson Azevedo,PR,RJ,Titular,CVT,camara
Suplente.16,204527,Geninho Zuliani,DEM,SP,Suplente,CVT,camara
Titular.9,74419,Gonzaga Patriota,PSB,PE,Titular,CVT,camara
Titular.10,204456,Gutemberg Reis,MDB,RJ,Titular,CVT,camara
Suplente.17,204373,Hélio Costa,PRB,SC,Suplente,CVT,camara
Suplente.18,204539,Hercílio Coelho Diniz,MDB,MG,Suplente,CVT,camara
Titular.11,141450,Hugo Leal,PSD,RJ,Titular,CVT,camara
Suplente.19,160674,Hugo Motta,PRB,PB,Suplente,CVT,camara
Titular.12,108338,Jaqueline Cassol,PP,RO,Titular,CVT,camara
Suplente.20,141464,José Airton Félix Cirilo,PT,CE,Suplente,CVT,camara
Suplente.21,204391,José Nelto,PODE,GO,Suplente,CVT,camara
Suplente.22,204474,Juarez Costa,MDB,MT,Suplente,CVT,camara
Suplente.23,204457,Juninho do Pneu,DEM,RJ,Suplente,CVT,camara
Titular.13,204502,Júnior Bozzella,PSL,SP,Titular,CVT,camara
Suplente.24,204550,Júnior Mano,PR,CE,Suplente,CVT,camara
Suplente.25,178886,Juscelino Filho,DEM,MA,Suplente,CVT,camara
Titular.14,204375,Leda Sadala,AVANTE,AP,Titular,CVT,camara
Titular.15,74299,Leônidas Cristino,PDT,CE,Titular,CVT,camara
Titular.16,92102,Leur Lomanto Júnior,DEM,BA,Titular,CVT,camara
Titular.17,204523,Lucas Gonzalez,NOVO,MG,Titular,CVT,camara
Titular.18,204448,Luiz Antônio Corrêa,S.PART.,RJ,Titular,CVT,camara
Titular.19,204469,Manuel Marcos,PRB,AC,Titular,CVT,camara
Titular.20,178983,Marcio Alvino,PR,SP,Titular,CVT,camara
Suplente.26,204522,Marco Bertaiolli,PSD,SP,Suplente,CVT,camara
Titular.21,74749,Mauro Lopes,MDB,MG,Titular,CVT,camara
Suplente.27,178985,Miguel Lombardi,PR,SP,Suplente,CVT,camara
Suplente.28,204449,Nelson Barbudo,PSL,MT,Suplente,CVT,camara
Suplente.29,160642,Pastor Eurico,PATRI,PE,Suplente,CVT,camara
Suplente.30,178860,Paulo Azi,DEM,BA,Suplente,CVT,camara
Titular.22,204492,Paulo Guedes,PT,MG,Titular,CVT,camara
Suplente.31,204446,Professor Joziel,PSL,RJ,Suplente,CVT,camara
Suplente.32,204366,Rodrigo Coelho,PSB,SC,Suplente,CVT,camara
Titular.23,178861,Ronaldo Carletto,PP,BA,Titular,CVT,camara
Titular.24,204525,Rosana Valle,PSB,SP,Titular,CVT,camara
Suplente.33,178874,Sergio Vidigal,PDT,ES,Suplente,CVT,camara
Titular.25,204437,Severino Pessoa,PRB,AL,Titular,CVT,camara
Suplente.34,197438,Tito,AVANTE,BA,Suplente,CVT,camara
Titular.26,204385,Valdevan Noventa,PSC,SE,Titular,CVT,camara
Titular.27,141553,Vanderlei Macris,PSDB,SP,Titular,CVT,camara
Suplente.35,204396,Vermelho,PSD,PR,Suplente,CVT,camara
Suplente.36,137070,Vicentinho Júnior,PR,TO,Suplente,CVT,camara
Titular.28,160591,Vinicius Gurgel,PR,AP,Titular,CVT,camara
Titular.29,204463,Wladimir Garotinho,PSD,RJ,Titular,CVT,camara
Suplente.37,204559,Zé Neto,PT,BA,Suplente,CVT,camara
Titular,204495,Airton Faleiro,PT,PA,Titular,CINDRA,camara
Suplente,204549,Aj Albuquerque,PP,CE,Suplente,CINDRA,camara
Titular.1,178836,Alan Rick,DEM,AC,Titular,CINDRA,camara
Suplente.1,204353,Aline Gurgel,PRB,AP,Suplente,CINDRA,camara
Presidente,74090,Átila Lins,PP,AM,Titular,CINDRA,camara
Titular.2,74090,Átila Lins,PP,AM,Titular,CINDRA,camara
Suplente.2,204551,Bosco Saraiva,SOLIDARI,AM,Suplente,CINDRA,camara
Titular.3,204572,Capitão Alberto Neto,PRB,AM,Titular,CINDRA,camara
Suplente.3,204499,Cássio Andrade,PSB,PA,Suplente,CINDRA,camara
Suplente.4,204370,Célio Moura,PT,TO,Suplente,CINDRA,camara
Titular.4,205476,Charles Fernandes,PSD,BA,Titular,CINDRA,camara
Titular.5,204378,Coronel Chrisóstomo,PSL,RO,Titular,CINDRA,camara
Suplente.5,135054,Cristiano Vale,PR,PA,Suplente,CINDRA,camara
Titular.6,160528,Danilo Cabral,PSB,PE,Titular,CINDRA,camara
Titular.7,204569,Delegado Pablo,PSL,AM,Titular,CINDRA,camara
Titular.8,204434,Dra. Vanda Milani,SOLIDARI,AC,Titular,CINDRA,camara
Titular.9,134812,Edmilson Rodrigues,PSOL,PA,Titular,CINDRA,camara
Titular.10,204500,Eduardo Costa,PTB,PA,Titular,CINDRA,camara
Titular.11,74075,Elcione Barbalho,MDB,PA,Titular,CINDRA,camara
Suplente.6,92699,Fernando Monteiro,PP,PE,Suplente,CINDRA,camara
Suplente.7,204393,Frei Anastacio Ribeiro,PT,PB,Suplente,CINDRA,camara
Suplente.8,204465,Haroldo Cathedral,PSD,RR,Suplente,CINDRA,camara
Titular.12,178839,Jéssica Sales,MDB,AC,Titular,CINDRA,camara
Titular.13,204435,Jesus Sérgio,PDT,AC,Titular,CINDRA,camara
Suplente.9,178970,João Daniel,PT,SE,Suplente,CINDRA,camara
Titular.14,204555,José Ricardo,PT,AM,Titular,CINDRA,camara
Suplente.10,204497,Júnior Ferrari,PSD,PA,Suplente,CINDRA,camara
Titular.15,204556,Marcelo Ramos ,PR,AM,Titular,CINDRA,camara
Suplente.11,204475,Otaci Nascimento,SOLIDARI,RR,Suplente,CINDRA,camara
Titular.16,204492,Paulo Guedes,PT,MG,Titular,CINDRA,camara
TerceiroVice-Presidente,204557,Sidney Leite,PSD,AM,Titular,CINDRA,camara
Titular.17,204557,Sidney Leite,PSD,AM,Titular,CINDRA,camara
Titular.18,74356,Silas Câmara,PRB,AM,Titular,CINDRA,camara
Suplente.12,204360,Silvia Cristina,PDT,RO,Suplente,CINDRA,camara
Suplente.13,178863,Uldurico Junior,PPL,BA,Suplente,CINDRA,camara
Suplente.14,74044,Wilson Santiago,PTB,PB,Suplente,CINDRA,camara
Titular,74646,Aécio Neves,PSDB,MG,Titular,CREDN,camara
Titular.1,178836,Alan Rick,DEM,AC,Titular,CREDN,camara
Suplente,204503,Alexandre Padilha,PT,SP,Suplente,CREDN,camara
Titular.2,204423,André Ferreira,PSC,PE,Titular,CREDN,camara
Titular.3,73433,Arlindo Chinaglia,PT,SP,Titular,CREDN,camara
Titular.4,204414,Aroldo Martins,PRB,PR,Titular,CREDN,camara
Suplente.1,74090,Átila Lins,PP,AM,Suplente,CREDN,camara
Titular.5,160665,Augusto Coutinho,SOLIDARI,PE,Titular,CREDN,camara
Suplente.2,73701,Benedita da Silva,PT,RJ,Suplente,CREDN,camara
Titular.6,160589,Bruna Furlan,PSDB,SP,Titular,CREDN,camara
Suplente.3,204352,Camilo Capiberibe,PSB,AP,Suplente,CREDN,camara
Titular.7,141398,Carlos Zarattini,PT,SP,Titular,CREDN,camara
Titular.8,73441,Celso Russomanno,PRB,SP,Titular,CREDN,camara
Suplente.4,204504,Cezinha de Madureira ,PSD,SP,Suplente,CREDN,camara
Titular.9,74537,Claudio Cajado,PP,BA,Titular,CREDN,camara
Suplente.5,204376,Coronel Armando,PSL,SC,Suplente,CREDN,camara
Suplente.6,204378,Coronel Chrisóstomo,PSL,RO,Suplente,CREDN,camara
Titular.10,205548,David Miranda,PSOL,RJ,Titular,CREDN,camara
Suplente.7,160599,Dimas Fabiano,PP,MG,Suplente,CREDN,camara
Suplente.8,204450,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,Suplente,CREDN,camara
Suplente.9,141417,Edio Lopes,PR,RR,Suplente,CREDN,camara
Titular.11,74655,Eduardo Barbosa,PSDB,MG,Titular,CREDN,camara
Presidente,92346,Eduardo Bolsonaro,PSL,SP,Titular,CREDN,camara
Titular.12,92346,Eduardo Bolsonaro,PSL,SP,Titular,CREDN,camara
Suplente.10,178977,Eduardo Cury,PSDB,SP,Suplente,CREDN,camara
Titular.13,141421,Eduardo da Fonte,PP,PE,Titular,CREDN,camara
Suplente.11,204482,Euclydes Pettersen,PSC,MG,Suplente,CREDN,camara
Suplente.12,68720,Fábio Henrique,PDT,SE,Suplente,CREDN,camara
Titular.14,141427,Fábio Ramalho,MDB,MG,Titular,CREDN,camara
Suplente.13,141431,Fernando Coelho Filho,DEM,PE,Suplente,CREDN,camara
Suplente.14,191923,Flavio Nogueira,PDT,PI,Suplente,CREDN,camara
Suplente.15,204473,General Girão,PSL,RN,Suplente,CREDN,camara
Suplente.16,204484,General Peternelli,PSL,SP,Suplente,CREDN,camara
Titular.15,74383,Giacobo,PR,PR,Titular,CREDN,camara
Suplente.17,178996,Giovani Feltes,MDB,RS,Suplente,CREDN,camara
Suplente.18,152605,Glauber Braga,PSOL,RJ,Suplente,CREDN,camara
Titular.16,160667,Guilherme Mussi,PP,SP,Titular,CREDN,camara
Titular.17,204465,Haroldo Cathedral,PSD,RR,Titular,CREDN,camara
Titular.18,204548,Heitor Freire,PSL,CE,Titular,CREDN,camara
Titular.19,204444,Helio Lopes,PSL,RJ,Titular,CREDN,camara
Titular.20,73482,Henrique Fontana,PT,RS,Titular,CREDN,camara
Titular.21,178884,Hildo Rocha,MDB,MA,Titular,CREDN,camara
Suplente.19,141450,Hugo Leal,PSD,RJ,Suplente,CREDN,camara
Titular.22,74273,Jefferson Campos,PSB,SP,Titular,CREDN,camara
Titular.23,74554,José Rocha,PR,BA,Titular,CREDN,camara
Titular.24,204359,Léo Moraes,PODE,RO,Titular,CREDN,camara
Titular.25,92102,Leur Lomanto Júnior,DEM,BA,Titular,CREDN,camara
Suplente.20,204382,Loester Trutis,PSL,MS,Suplente,CREDN,camara
Suplente.21,178931,Luciano Ducci,PSB,PR,Suplente,CREDN,camara
PrimeiroVice-Presidente,204526,Luiz Philippe de Orleans e Bragança,PSL,SP,Titular,CREDN,camara
Titular.26,204526,Luiz Philippe de Orleans e Bragança,PSL,SP,Titular,CREDN,camara
Titular.27,156190,Marcel Van Hattem,NOVO,RS,Titular,CREDN,camara
Titular.28,150418,Márcio Marinho,PRB,BA,Titular,CREDN,camara
Titular.29,74352,Nilson Pinto,PSDB,PA,Titular,CREDN,camara
Titular.30,74159,Odair Cunha,PT,MG,Titular,CREDN,camara
Titular.31,160642,Pastor Eurico,PATRI,PE,Titular,CREDN,camara
Titular.32,171617,Paulão,PT,AL,Titular,CREDN,camara
Suplente.22,141516,Paulo Abi-Ackel,PSDB,MG,Suplente,CREDN,camara
Titular.33,133968,Paulo Ramos,PDT,RJ,Titular,CREDN,camara
Suplente.23,90201,Pedro Augusto Bezerra,PTB,CE,Suplente,CREDN,camara
Titular.34,122974,Pedro Lucas Fernandes ,PTB,MA,Titular,CREDN,camara
Suplente.24,204395,Pedro Lupion,DEM,PR,Suplente,CREDN,camara
Titular.35,73943,Perpétua Almeida,PCdoB,AC,Titular,CREDN,camara
Titular.36,160601,Pr. Marco Feliciano,PODE,SP,Titular,CREDN,camara
Suplente.25,160641,Professora Marcivania,PCdoB,AP,Suplente,CREDN,camara
Suplente.26,141523,Raul Henry,MDB,PE,Suplente,CREDN,camara
Suplente.27,160655,Ricardo Izar,PP,SP,Suplente,CREDN,camara
Suplente.28,178920,Ricardo Teobaldo,PODE,PE,Suplente,CREDN,camara
Suplente.29,73466,Rubens Bueno,PPS,PR,Suplente,CREDN,camara
Suplente.30,73604,Rui Falcão,PT,SP,Suplente,CREDN,camara
Suplente.31,178961,Shéridan,PSDB,RR,Suplente,CREDN,camara
Titular.37,178922,Tadeu Alencar,PSB,PE,Titular,CREDN,camara
Suplente.32,141553,Vanderlei Macris,PSDB,SP,Suplente,CREDN,camara
Suplente.33,141555,Vinicius Carvalho,PRB,SP,Suplente,CREDN,camara
Suplente.35,160592,Zeca Dirceu,PT,PR,Suplente,CREDN,camara
Suplente.34,178889,Zé Carlos,PT,MA,Suplente,CREDN,camara
Suplente,204501,Alencar Santana Braga,PT,SP,Suplente,CLP,camara
Titular,160553,Antonio Brito,PSD,BA,Titular,CLP,camara
Titular.1,93083,Cacá Leão,PP,BA,Titular,CLP,camara
Titular.2,160575,Erika Kokay,PT,DF,Titular,CLP,camara
Titular.3,152605,Glauber Braga,PSOL,RJ,Titular,CLP,camara
Titular.4,74156,Leonardo Monteiro,PT,MG,Titular,CLP,camara
Titular.5,74585,Lincoln Portela,PR,MG,Titular,CLP,camara
Titular.6,74784,Luiza Erundina,PSOL,SP,Titular,CLP,camara
Suplente.1,178866,Luizianne Lins,PT,CE,Suplente,CLP,camara
Suplente.2,74398,Maria do Rosário,PT,RS,Suplente,CLP,camara
Suplente.3,74160,Patrus Ananias,PT,MG,Suplente,CLP,camara
Titular.7,178860,Paulo Azi,DEM,BA,Titular,CLP,camara
Suplente.4,160604,Pedro Uczai,PT,SC,Suplente,CLP,camara
Titular.8,204567,Raimundo Costa,PR,BA,Titular,CLP,camara
Titular.9,74161,Reginaldo Lopes,PT,MG,Titular,CLP,camara
Suplente.5,141552,Valtenir Pereira,MDB,MT,Suplente,CLP,camara
Suplente,204560,Adolfo Viana,PSDB,BA,Suplente,CSPCCO,camara
Suplente.1,204495,Airton Faleiro,PT,PA,Suplente,CSPCCO,camara
Titular,160545,Alexandre Leite,DEM,SP,Titular,CSPCCO,camara
Titular.1,178881,Aluisio Mendes,PODE,MA,Titular,CSPCCO,camara
Suplente.2,204509,Áurea Carolina,PSOL,MG,Suplente,CSPCCO,camara
Titular.2,204520,Cabo Junio Amaral,PSL,MG,Titular,CSPCCO,camara
Titular.3,204572,Capitão Alberto Neto,PRB,AM,Titular,CSPCCO,camara
Presidente,178829,Capitão Augusto,PR,SP,Titular,CSPCCO,camara
Titular.4,178829,Capitão Augusto,PR,SP,Titular,CSPCCO,camara
TerceiroVice-Presidente,178924,Capitão Fábio Abreu,PR,PI,Titular,CSPCCO,camara
Titular.5,178924,Capitão Fábio Abreu,PR,PI,Titular,CSPCCO,camara
Titular.6,204487,Capitão Wagner,PROS,CE,Titular,CSPCCO,camara
Suplente.3,178876,Célio Silveira,PSDB,GO,Suplente,CSPCCO,camara
Suplente.4,204514,Coronel Tadeu,PSL,SP,Suplente,CSPCCO,camara
Titular.8,204454,Daniel Silveira,PSL,RJ,Titular,CSPCCO,camara
Titular.7,204355,Da Vitoria,PPS,ES,Titular,CSPCCO,camara
Titular.9,204451,Delegado Antônio Furtado,PSL,RJ,Titular,CSPCCO,camara
Titular.10,178908,Delegado Éder Mauro,PSD,PA,Titular,CSPCCO,camara
Suplente.5,204512,Delegado Marcelo Freitas,PSL,MG,Suplente,CSPCCO,camara
Titular.11,204569,Delegado Pablo,PSL,AM,Titular,CSPCCO,camara
Suplente.6,204518,Dr. Frederico,PATRI,MG,Suplente,CSPCCO,camara
Suplente.7,204481,Dr. Jaziel,PR,CE,Suplente,CSPCCO,camara
Titular.12,204439,Dr. Leonardo,SOLIDARI,MT,Titular,CSPCCO,camara
Titular.13,141421,Eduardo da Fonte,PP,PE,Titular,CSPCCO,camara
Suplente.8,141422,Efraim Filho,DEM,PB,Suplente,CSPCCO,camara
Titular.14,68720,Fábio Henrique,PDT,SE,Titular,CSPCCO,camara
Suplente.9,160587,Fábio Trad,PSD,MS,Suplente,CSPCCO,camara
PrimeiroVice-Presidente,204427,Fernando Rodolfo,PR,PE,Titular,CSPCCO,camara
Titular.15,204427,Fernando Rodolfo,PR,PE,Titular,CSPCCO,camara
Titular.16,204473,General Girão,PSL,RN,Titular,CSPCCO,camara
Titular.17,74419,Gonzaga Patriota,PSB,PE,Titular,CSPCCO,camara
SegundoVice-Presidente,204531,Guilherme Derrite,PP,SP,Titular,CSPCCO,camara
Titular.18,204531,Guilherme Derrite,PP,SP,Titular,CSPCCO,camara
Titular.19,160667,Guilherme Mussi,PP,SP,Titular,CSPCCO,camara
Suplente.10,204442,Gurgel,PSL,RJ,Suplente,CSPCCO,camara
Titular.20,204373,Hélio Costa,PRB,SC,Titular,CSPCCO,camara
Suplente.11,141450,Hugo Leal,PSD,RJ,Suplente,CSPCCO,camara
Suplente.12,204508,Igor Timo,PODE,MG,Suplente,CSPCCO,camara
Suplente.13,74366,João Campos,PRB,GO,Suplente,CSPCCO,camara
Titular.21,204420,Julian Lemos ,PSL,PB,Titular,CSPCCO,camara
Titular.22,74585,Lincoln Portela,PR,MG,Titular,CSPCCO,camara
Suplente.14,204543,Luiz Flávio Gomes,PSB,SP,Suplente,CSPCCO,camara
Titular.23,204458,Major Fabiana,PSL,RJ,Titular,CSPCCO,camara
Titular.24,204471,Mara Rocha,PSDB,AC,Titular,CSPCCO,camara
Titular.25,76874,Marcelo Freixo,PSOL,RJ,Titular,CSPCCO,camara
Suplente.15,133810,Marcelo Moraes,PTB,RS,Suplente,CSPCCO,camara
Titular.26,204431,Marcos Aurélio Sampaio,MDB,PI,Titular,CSPCCO,camara
Suplente.16,204430,Margarete Coelho,PP,PI,Suplente,CSPCCO,camara
Titular.27,74571,Nelson Pellegrino,PT,BA,Titular,CSPCCO,camara
Suplente.17,204479,Nicoletti,PSL,RR,Suplente,CSPCCO,camara
Suplente.18,194260,Nivaldo Albuquerque,PTB,AL,Suplente,CSPCCO,camara
Titular.28,160642,Pastor Eurico,PATRI,PE,Titular,CSPCCO,camara
Suplente.19,178860,Paulo Azi,DEM,BA,Suplente,CSPCCO,camara
Suplente.20,193726,Paulo Eduardo Martins,PSC,PR,Suplente,CSPCCO,camara
Suplente.21,160558,Paulo Freire Costa,PR,SP,Suplente,CSPCCO,camara
Titular.29,204461,Paulo Ganime,NOVO,RJ,Titular,CSPCCO,camara
Suplente.22,133968,Paulo Ramos,PDT,RJ,Suplente,CSPCCO,camara
Titular.30,141488,Paulo Teixeira,PT,SP,Titular,CSPCCO,camara
Titular.31,73943,Perpétua Almeida,PCdoB,AC,Titular,CSPCCO,camara
Titular.32,204529,Policial Katia Sastre,PR,SP,Titular,CSPCCO,camara
Suplente.23,74161,Reginaldo Lopes,PT,MG,Suplente,CSPCCO,camara
Suplente.24,160651,Rogério Peninha Mendonça,MDB,SC,Suplente,CSPCCO,camara
Titular.33,73604,Rui Falcão,PT,SP,Titular,CSPCCO,camara
Titular.34,90842,Santini,PTB,RS,Titular,CSPCCO,camara
Titular.35,204387,Sargento Fahur,PSD,PR,Titular,CSPCCO,camara
Titular.36,177282,Subtenente Gonzaga,PDT,MG,Titular,CSPCCO,camara
Suplente.25,143084,Tiago Dimas,SOLIDARI,TO,Suplente,CSPCCO,camara
Titular.37,204416,Ubiratan Sanderson,PSL,RS,Titular,CSPCCO,camara
Suplente.26,195866,Vaidon Oliveira,PROS,CE,Suplente,CSPCCO,camara
Suplente.27,141555,Vinicius Carvalho,PRB,SP,Suplente,CSPCCO,camara
Suplente.28,204532,Vinicius Poit,NOVO,SP,Suplente,CSPCCO,camara
Suplente.29,160518,Weliton Prado,PROS,MG,Suplente,CSPCCO,camara
Suplente.30,204559,Zé Neto,PT,BA,Suplente,CSPCCO,camara
Suplente,204549,Aj Albuquerque,PP,CE,Suplente,CTUR,camara
Titular,204356,Amaro Neto,PRB,ES,Titular,CTUR,camara
Titular.1,178831,André Abdon,PP,AP,Titular,CTUR,camara
Titular.2,204388,Bibo Nunes,PSL,RS,Titular,CTUR,camara
Suplente.1,178928,Christiane de Souza Yared,PR,PR,Suplente,CTUR,camara
Suplente.2,204450,Dr. Luiz Antonio Teixeira Jr.,PP,RJ,Suplente,CTUR,camara
Titular.3,204541,Eduardo Bismarck,PDT,CE,Titular,CTUR,camara
Suplente.3,178871,Evair Vieira de Melo,PP,ES,Suplente,CTUR,camara
Titular.4,68720,Fábio Henrique,PDT,SE,Titular,CTUR,camara
Suplente.4,171623,Fabio Reis,MDB,SE,Suplente,CTUR,camara
Titular.5,72442,Felipe Carreras,PSB,PE,Titular,CTUR,camara
Suplente.5,191923,Flavio Nogueira,PDT,PI,Suplente,CTUR,camara
Suplente.6,204444,Helio Lopes,PSL,RJ,Suplente,CTUR,camara
SegundoVice-Presidente,178981,Herculano Passos,MDB,SP,Titular,CTUR,camara
Titular.6,178981,Herculano Passos,MDB,SP,Titular,CTUR,camara
Suplente.7,204564,Igor Kannário,PHS,BA,Suplente,CTUR,camara
TerceiroVice-Presidente,112437,João Marcelo Souza,MDB,MA,Titular,CTUR,camara
Titular.7,112437,João Marcelo Souza,MDB,MA,Titular,CTUR,camara
Titular.8,141464,José Airton Félix Cirilo,PT,CE,Titular,CTUR,camara
Titular.9,160619,José Nunes,PSD,BA,Titular,CTUR,camara
Titular.10,151208,Laercio Oliveira,PP,SE,Titular,CTUR,camara
PrimeiroVice-Presidente,92102,Leur Lomanto Júnior,DEM,BA,Titular,CTUR,camara
Titular.11,92102,Leur Lomanto Júnior,DEM,BA,Titular,CTUR,camara
Suplente.8,139285,Lídice da Mata,PSB,BA,Suplente,CTUR,camara
Suplente.9,196358,Lourival Gomes,PSL,RJ,Suplente,CTUR,camara
Titular.12,166402,Magda Mofatto,PR,GO,Titular,CTUR,camara
Presidente,178896,Newton Cardoso Jr,MDB,MG,Titular,CTUR,camara
Titular.13,178896,Newton Cardoso Jr,MDB,MG,Titular,CTUR,camara
