id_proposicao,casa,codigo_texto,data,tipo_texto,descricao,link_inteiro_teor,pagina_inicial
132865,senado,7721311,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721311,1
132865,senado,7721305,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721305,1
132865,senado,7721299,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721299,1
132865,senado,7721293,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721293,1
132865,senado,7721287,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721287,1
132865,senado,7721281,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721281,1
132865,senado,7721275,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721275,1
132865,senado,7721269,2018-04-18,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7721269,1
132865,senado,7723320,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723320,1
132865,senado,7723382,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723382,1
132865,senado,7723374,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723374,1
132865,senado,7723368,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723368,1
132865,senado,7723362,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723362,1
132865,senado,7723356,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723356,1
132865,senado,7723350,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723350,1
132865,senado,7723344,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723344,1
132865,senado,7723338,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723338,1
132865,senado,7723332,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723332,1
132865,senado,7723326,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723326,1
132865,senado,7723425,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723425,1
132865,senado,7723488,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723488,1
132865,senado,7723479,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723479,1
132865,senado,7723473,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723473,1
132865,senado,7723467,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723467,1
132865,senado,7723461,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723461,1
132865,senado,7723455,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723455,1
132865,senado,7723449,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723449,1
132865,senado,7723443,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723443,1
132865,senado,7723437,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723437,1
132865,senado,7723431,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723431,1
132865,senado,7723602,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723602,1
132865,senado,7723668,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723668,1
132865,senado,7723662,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723662,1
132865,senado,7723656,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723656,1
132865,senado,7723650,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723650,1
132865,senado,7723644,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723644,1
132865,senado,7723638,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723638,1
132865,senado,7723632,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723632,1
132865,senado,7723626,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723626,1
132865,senado,7723620,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723620,1
132865,senado,7723614,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723614,1
132865,senado,7723608,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723608,1
132865,senado,7723696,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723696,1
132865,senado,7723739,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723739,1
132865,senado,7723733,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723733,1
132865,senado,7723727,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723727,1
132865,senado,7723721,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723721,1
132865,senado,7723715,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723715,1
132865,senado,7723709,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723709,1
132865,senado,7723703,2018-04-24,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=7723703,1
46249,camara,577691,2013-05-21,Emenda de Relator,"Emenda Supressiva nº 1 ao Substitutivo aprovado  pela  Comissão  de Agricultura, Pecuária, Abastecimento e Desenvolvimento Rural.",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1090497,1
2121442,camara,2178460,2018-11-26,Emenda de Relator,Emenda,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695084,1
127753,senado,4594401,2016-12-13,Emenda,Emenda nº 1-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594401,1
127753,senado,4594417,2016-12-13,Emenda,Emenda nº 2-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594417,1
127753,senado,4594433,2016-12-13,Emenda,Emenda nº 3-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594433,1
127753,senado,4594449,2016-12-13,Emenda,Emenda nº 4-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=4594449,1
2085536,camara,2121251,2016-12-14,Emenda de Relator,"Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei nº 9.985, de 18 de julho de 2000.",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1517413,1
2085536,camara,2121254,2016-12-14,Emenda de Relator,"Dispõe sobre a zona de amortecimento das unidades de conservação; altera a Lei nº 9.985, de 18 de julho de 2000.",http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1517413,1
115926,senado,3800572,2014-02-05,Emenda.,Emenda nº 1-Plen,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800572,1
115926,senado,3800581,2014-02-05,Emenda.,Emenda nº 9 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800581,1
115926,senado,3800590,2014-02-05,Emenda.,Emenda nº 10 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800590,1
115926,senado,3800599,2014-02-05,Emenda.,Emenda nº 11 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800599,1
115926,senado,3800608,2014-02-05,Emenda.,Emenda nº 12 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800608,1
115926,senado,3800617,2014-02-05,Emenda.,Emenda nº 13 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800617,1
115926,senado,3800626,2014-02-05,Emenda.,Emenda nº 14 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800626,1
115926,senado,3800635,2014-02-05,Emenda.,Emenda nº 15 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800635,1
115926,senado,3800644,2014-02-06,Emenda.,Emenda nº 16-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800644,1
115926,senado,3800653,2014-02-06,Emenda.,Emenda nº 17 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800653,1
115926,senado,3800662,2014-02-06,Emenda.,Emenda nº 17 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800662,1
115926,senado,3800671,2014-02-07,Emenda.,Emenda nº 18-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800671,1
115926,senado,3800680,2014-02-07,Emenda.,Emenda nº 19-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800680,1
115926,senado,3800689,2014-02-07,Emenda.,Emenda nº 20-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800689,1
115926,senado,3800698,2014-02-07,Emenda.,Emenda nº 21-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800698,1
115926,senado,3800707,2014-02-07,Emenda.,Emenda nº 22-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800707,1
115926,senado,3800716,2014-02-07,Emenda.,Emenda nº 23-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800716,1
115926,senado,3800725,2014-02-07,Emenda.,Emenda nº 24-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800725,1
115926,senado,3800734,2014-02-07,Emenda.,Emenda nº 25-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800734,1
115926,senado,3800743,2014-02-07,Emenda.,Emenda nº 26-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800743,1
115926,senado,3800752,2014-02-07,Emenda.,Emenda nº 27-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800752,1
115926,senado,3800761,2014-02-07,Emenda.,Emenda nº 28-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800761,1
115926,senado,3800770,2014-02-07,Emenda.,Emenda nº 29-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800770,1
115926,senado,3800779,2014-02-07,Emenda.,Emenda nº 30-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800779,1
115926,senado,3800788,2014-02-07,Emenda.,Emenda nº 31-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800788,1
115926,senado,3800797,2014-02-07,Emenda.,Emenda nº 32-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800797,1
115926,senado,3800806,2014-02-07,Emenda.,Emenda nº 33-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800806,1
115926,senado,3800815,2014-02-07,Emenda.,Emenda nº 34-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800815,1
115926,senado,3800824,2014-02-07,Emenda.,Emenda nº 35-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800824,1
115926,senado,3800833,2014-02-07,Emenda.,Emenda nº 36-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800833,1
115926,senado,3800842,2014-02-07,Emenda.,Emenda nº 37-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800842,1
115926,senado,3800851,2014-02-07,Emenda.,Emenda nº 38-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800851,1
115926,senado,3800860,2014-02-07,Emenda.,Emenda nº 39-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800860,1
115926,senado,3800869,2014-02-07,Emenda.,Emenda nº 40-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800869,1
115926,senado,3800878,2014-02-07,Emenda.,Emenda nº 41-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800878,1
115926,senado,3800887,2014-02-07,Emenda.,Emenda nº 42-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800887,1
115926,senado,3800896,2014-02-07,Emenda.,Emenda nº 43-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800896,1
115926,senado,3800905,2014-02-07,Emenda.,Emenda nº 44-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800905,1
115926,senado,3800914,2014-02-07,Emenda.,Emenda nº 45-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800914,1
115926,senado,3800923,2014-02-07,Emenda.,Emenda nº 46-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800923,1
115926,senado,3800932,2014-02-07,Emenda.,Emenda nº 47-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800932,1
115926,senado,3800941,2014-02-07,Emenda.,Emenda nº 48-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800941,1
115926,senado,3800950,2014-02-07,Emenda.,Emenda nº 49-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800950,1
115926,senado,3800959,2014-02-07,Emenda.,Emenda nº 50-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800959,1
115926,senado,3800968,2014-02-07,Emenda.,Emenda nº 51-PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800968,1
115926,senado,3800977,2014-02-07,Emenda.,Emenda nº 52 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800977,1
115926,senado,3800986,2014-02-07,Emenda.,Emenda nº 53 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800986,1
115926,senado,3800995,2014-02-07,Emenda.,Emenda nº 54 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3800995,1
115926,senado,3801004,2014-02-07,Emenda.,Emenda nº 55 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801004,1
115926,senado,3801013,2014-02-07,Emenda.,Emenda nº 56 - PLEN,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801013,1
115926,senado,3801031,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801031,1
115926,senado,3801056,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801056,1
115926,senado,3801072,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801072,1
115926,senado,3801088,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801088,1
115926,senado,3801104,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801104,1
115926,senado,3801120,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801120,1
115926,senado,3801136,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801136,1
115926,senado,3801152,2014-07-15,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801152,1
115926,senado,3801249,2015-12-01,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801249,1
115926,senado,3802200,2015-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802200,1
115926,senado,3801326,2016-07-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801326,1
115926,senado,3801342,2016-07-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801342,1
115926,senado,3801358,2016-07-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801358,1
115926,senado,3801440,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801440,1
115926,senado,3801392,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801392,1
115926,senado,3801408,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801408,1
115926,senado,3801424,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801424,1
115926,senado,3801456,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801456,1
115926,senado,3801472,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801472,1
115926,senado,3801488,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801488,1
115926,senado,3801504,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801504,1
115926,senado,3801520,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801520,1
115926,senado,3801536,2016-08-11,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801536,1
115926,senado,3801561,2016-08-16,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801561,1
115926,senado,3801694,2016-08-26,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801694,1
115926,senado,3801719,2016-08-29,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801719,1
115926,senado,3801735,2016-08-29,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801735,1
115926,senado,3801751,2016-08-29,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801751,1
115926,senado,3801794,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801794,1
115926,senado,3801810,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801810,1
115926,senado,3801826,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801826,1
115926,senado,3801842,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801842,1
115926,senado,3801858,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801858,1
115926,senado,3801874,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801874,1
115926,senado,3801890,2016-09-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801890,1
115926,senado,3801933,2016-11-07,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801933,1
115926,senado,3801949,2016-11-07,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801949,1
115926,senado,3801965,2016-11-07,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801965,1
115926,senado,3801981,2016-11-07,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801981,1
115926,senado,3801997,2016-11-09,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3801997,1
115926,senado,3802013,2016-11-09,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802013,1
115926,senado,3802072,2016-12-01,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802072,1
115926,senado,3802088,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802088,1
115926,senado,3802104,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802104,1
115926,senado,3802120,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802120,1
115926,senado,3802136,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802136,1
115926,senado,3802152,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802152,1
115926,senado,3802168,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802168,1
115926,senado,3802184,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802184,1
115926,senado,3802216,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802216,1
115926,senado,3802232,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802232,1
115926,senado,3802248,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802248,1
115926,senado,3802264,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802264,1
115926,senado,3802280,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802280,1
115926,senado,3802296,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802296,1
115926,senado,3802312,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802312,1
115926,senado,3802328,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802328,1
115926,senado,3802344,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802344,1
115926,senado,3802360,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802360,1
115926,senado,3802376,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802376,1
115926,senado,3802392,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802392,1
115926,senado,3802408,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802408,1
115926,senado,3802424,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802424,1
115926,senado,3802440,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802440,1
115926,senado,3802456,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802456,1
115926,senado,3802472,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802472,1
115926,senado,3802488,2016-12-08,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802488,1
115926,senado,3802549,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802549,1
115926,senado,3802565,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802565,1
115926,senado,3802581,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802581,1
115926,senado,3802597,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802597,1
115926,senado,3802613,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802613,1
115926,senado,3802629,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802629,1
115926,senado,3802645,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802645,1
115926,senado,3802661,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802661,1
115926,senado,3802677,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802677,1
115926,senado,3802693,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802693,1
115926,senado,3802709,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802709,1
115926,senado,3802725,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802725,1
115926,senado,3802741,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802741,1
115926,senado,3802757,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802757,1
115926,senado,3802773,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802773,1
115926,senado,3802789,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802789,1
115926,senado,3802805,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802805,1
115926,senado,3802821,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802821,1
115926,senado,3802837,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802837,1
115926,senado,3802853,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802853,1
115926,senado,3802869,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802869,1
115926,senado,3802885,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802885,1
115926,senado,3802901,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802901,1
115926,senado,3802917,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802917,1
115926,senado,3802933,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802933,1
115926,senado,3802949,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802949,1
115926,senado,3802965,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802965,1
115926,senado,3802981,2016-12-13,Emenda,Emenda,http://legis.senado.leg.br/sdleg-getter/documento?dm=3802981,1
