id_leggo,source,target,value
1,285,285,2
1,5008,5008,1
1,5411,5411,2
1,5411,5411,3
1,5535,5535,1
1,5666,5666,4
1,5666,5666,2
1,5666,5666,3
1,5718,5718,1
1,5895,5895,1
1,945,945,3
2,74253,141516,0.5
6,160531,160531,1
12,141411,141411,1
12,160531,160531,1
12,204407,204464,0.2
12,204407,204509,0.2
12,204407,204535,0.2
12,204407,204535,0.3333333333333333
12,204407,205548,0.3333333333333333
12,204464,204509,0.2
12,204464,204535,0.2
12,204509,204535,0.2
12,204535,205548,0.3333333333333333
12,4931,4931,1
12,74784,204407,0.2
12,74784,204464,0.2
12,74784,204509,0.2
12,74784,204535,0.2
13,116379,116379,1
13,141411,141411,1
13,141464,141464,1
13,159238,177282,0.3333333333333333
13,160646,160646,1
13,164359,204456,0.5
13,178826,178826,4
13,204416,204416,1
13,204416,204416,2
13,73486,73486,1
13,73579,73588,0.5
13,74048,159238,0.3333333333333333
13,74048,177282,0.3333333333333333
13,74253,141516,0.5
13,74847,160646,0.3333333333333333
13,74847,92346,0.3333333333333333
13,92346,160646,0.3333333333333333
14,178826,178826,3
14,73531,134812,0.5
24,73673,141468,0.3333333333333333
24,73673,74285,0.3333333333333333
24,74285,141468,0.3333333333333333
24,74398,74398,1
24,74856,164360,0.5
33,204526,204526,2
33,204526,204526,1
34,107283,141470,1.125
34,107283,141470,0.8809523809523809
34,107283,141470,0.14285714285714285
34,107283,141470,0.125
34,107283,141488,1.125
34,107283,141488,0.8809523809523809
34,107283,141488,0.14285714285714285
34,107283,141488,0.125
34,107283,160604,1.125
34,107283,160604,0.7142857142857142
34,107283,160604,0.14285714285714285
34,107283,160604,0.125
34,107283,178857,1.125
34,107283,178857,0.8809523809523809
34,107283,178857,0.14285714285714285
34,107283,178857,0.125
34,107283,204426,1.125
34,107283,204426,0.8809523809523809
34,107283,204426,0.14285714285714285
34,107283,204426,0.125
34,116379,116379,2
34,133439,133968,0.25
34,133439,204486,0.25
34,133968,177282,0.1
34,133968,204387,0.1
34,133968,204442,0.1
34,133968,204486,0.25
34,133968,204487,0.1
34,133968,204514,0.1
34,133968,204520,0.1
34,133968,204531,0.1
34,133968,204553,0.1
34,133968,204572,0.1
34,134812,152605,0.4
34,134812,204407,0.4
34,134812,204464,0.4
34,134812,204509,0.4
34,134812,204535,0.4
34,134812,205548,0.4
34,141405,179001,0.5
34,141411,141411,4
34,141470,141488,1.125
