id_leggo,id_ext,casa,id_autor,tipo_autor,nome_autor,partido,uf,tipo_generico,sigla_local,peso_total_documentos,num_documentos,is_important,bancada
56,136531,senado,178836,senador,Alan Rick,DEM,AC,Requerimento,CMMPV,1,1,TRUE,governo
56,136531,senado,178874,senador,Sergio Vidigal,PDT,ES,Emenda,CMMPV,1,1,TRUE,oposição
56,136531,senado,178909,senador,Hélio Leite,DEM,PA,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,178977,senador,Eduardo Cury,PSDB,SP,Requerimento,CMMPV,1,1,TRUE,governo
56,136531,senado,204395,senador,Pedro Lupion,DEM,PR,Requerimento,CMMPV,1,1,TRUE,governo
56,136531,senado,204410,senador,Luisa Canziani,PTB,PR,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,204425,senador,Silvio Costa Filho,PRB,PE,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,204472,senador,José Medeiros,PODE,MT,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,204500,senador,Eduardo Costa,PTB,PA,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,204504,senador,Cezinha de Madureira,PSD,SP,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,204556,senador,Marcelo Ramos,PR,AM,Emenda,CMMPV,1,1,TRUE,governo
56,136531,senado,204576,senador,João Roma,PRB,BA,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,1186,senador,Luis Carlos Heinze,PP,RS,Emenda,CMMPV,13,13,TRUE,governo
62,137319,senado,178933,senador,Sergio Souza,MDB,PR,Emenda,CMMPV,6,6,TRUE,governo
62,137319,senado,5385,senador,Irajá,PSD,TO,Parecer,CMMPV,3,3,TRUE,governo
62,137319,senado,141398,senador,Carlos Zarattini,PT,SP,Emenda,CMMPV,2,2,TRUE,oposição
62,137319,senado,178954,senador,Lucio Mosquini,MDB,RO,Emenda,CMMPV,2,2,TRUE,governo
62,137319,senado,345,senador,Flávio Arns,REDE,PR,Emenda,CMMPV,1,1,TRUE,oposição
62,137319,senado,3806,senador,Zequinha Marinho,PSC,PA,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Emenda,CMMPV,1,1,TRUE,oposição
62,137319,senado,5718,senador,Eliziane Gama,CIDADANIA,MA,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,5959,senador,Styvenson Valentim,PODEMOS,RN,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,74400,senador,Paulo Pimenta,PT,RS,Emenda,CMMPV,1,1,TRUE,oposição
62,137319,senado,141508,senador,Mauro Nazif,PSB,RO,Emenda,CMMPV,1,1,TRUE,oposição
62,137319,senado,178916,senador,Daniel Coelho,CIDADANIA,PE,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,204391,senador,José Nelto,PODEMOS,GO,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,204396,senador,Vermelho,PSD,PR,Emenda,CMMPV,1,1,TRUE,governo
62,137319,senado,204530,senador,Rodrigo Agostinho,PSB,SP,Emenda,CMMPV,1,1,TRUE,oposição
62,137319,senado,74131,senador,João Carlos Bacelar,PL,BA,Emenda,CMMPV,0.5,1,TRUE,governo
62,137319,senado,141458,senador,João Carlos Bacelar,PL,BA,Emenda,CMMPV,0.5,1,TRUE,governo
34,137999,senado,5973,senador,Cid Gomes,PDT,CE,Emenda,CCJ,52,52,TRUE,oposição
34,137999,senado,5008,senador,Humberto Costa,PT,PE,Emenda,CCJ,48,48,TRUE,oposição
34,137999,senado,374,senador,Paulo Rocha,PT,PA,Emenda,CCJ,39,39,TRUE,oposição
34,137999,senado,5411,senador,Weverton,PDT,MA,Emenda,CCJ,38,38,TRUE,oposição
34,137999,senado,5352,senador,Rogério Carvalho,PT,SE,Emenda,CCJ,34,34,TRUE,oposição
34,137999,senado,825,senador,Paulo Paim,PT,RS,Emenda,CCJ,31,31,TRUE,oposição
34,137999,senado,5537,senador,Dário Berger,MDB,SC,Emenda,CCJ,30,30,TRUE,governo
34,137999,senado,5748,senador,Veneziano Vital do Rêgo,PSB,PB,Emenda,CCJ,23,23,TRUE,oposição
34,137999,senado,581,senador,Jaques Wagner,PT,BA,Emenda,CCJ,22,22,TRUE,oposição
34,137999,senado,5502,senador,Plínio Valério,PSDB,AM,Emenda,CCJ,21,21,TRUE,governo
34,137999,senado,825,senador,Paulo Paim,PT,RS,Requerimento,Plenário,19,19,TRUE,oposição
34,137999,senado,5942,senador,Marcos do Val,PODEMOS,ES,Emenda,CCJ,18,18,TRUE,governo
34,137999,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Emenda,CCJ,17,17,TRUE,oposição
34,137999,senado,3396,senador,Tasso Jereissati,PSDB,CE,Parecer,CCJ,13,23,TRUE,governo
34,137999,senado,2331,senador,Rose de Freitas,PODEMOS,ES,Emenda,CCJ,11,11,TRUE,governo
34,137999,senado,5953,senador,Fabiano Contarato,REDE,ES,Emenda,CCJ,9,9,TRUE,oposição
34,137999,senado,5718,senador,Eliziane Gama,CIDADANIA,MA,Emenda,CCJ,8,8,TRUE,governo
34,137999,senado,5982,senador,Alessandro Vieira,CIDADANIA,SE,Emenda,CCJ,8,8,TRUE,governo
34,137999,senado,5529,senador,Antonio Anastasia,PSDB,MG,Emenda,CCJ,7,7,TRUE,governo
34,137999,senado,5905,senador,Rodrigo Cunha,PSDB,AL,Emenda,CCJ,7,7,TRUE,governo
34,137999,senado,5895,senador,Jorge Kajuru,PATRIOTA,GO,Emenda,CCJ,6,6,TRUE,governo
34,137999,senado,5979,senador,Leila Barros,PSB,DF,Requerimento,Plenário,6,6,TRUE,oposição
34,137999,senado,6005,senador,Siqueira Campos,DEM,TO,Emenda,CCJ,6,6,TRUE,governo
34,137999,senado,825,senador,Paulo Paim,PT,RS,Requerimento,,5,5,FALSE,oposição
34,137999,senado,5535,senador,Telmário Mota,PROS,RR,Emenda,CCJ,5,5,TRUE,governo
34,137999,senado,5979,senador,Leila Barros,PSB,DF,Emenda,CCJ,5,5,TRUE,oposição
34,137999,senado,5990,senador,Carlos Viana,PSD,MG,Emenda,CCJ,5,5,TRUE,governo
34,137999,senado,3361,senador,José Maranhão,MDB,PB,Emenda,CCJ,4,4,TRUE,governo
34,137999,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Requerimento,Plenário,4,4,TRUE,oposição
34,137999,senado,5533,senador,Lasier Martins,PODEMOS,RS,Emenda,CCJ,4,4,TRUE,governo
34,137999,senado,5666,senador,Major Olimpio,PSL,SP,Emenda,CCJ,4,4,TRUE,governo
34,137999,senado,5008,senador,Humberto Costa,PT,PE,Requerimento,Plenário,3,3,TRUE,oposição
34,137999,senado,5350,senador,Jorginho Mello,PL,SC,Emenda,CCJ,3,3,TRUE,governo
34,137999,senado,5411,senador,Weverton,PDT,MA,Requerimento,Plenário,3,3,TRUE,oposição
34,137999,senado,5523,senador,Otto Alencar,PSD,BA,Emenda,CCJ,3,3,TRUE,governo
34,137999,senado,5929,senador,Juíza Selma,PSL,MT,Emenda,CCJ,3,3,TRUE,governo
34,137999,senado,5967,senador,Angelo Coronel,PSD,BA,Emenda,CCJ,3,3,TRUE,governo
34,137999,senado,90,senador,José Serra,PSDB,SP,Emenda,CCJ,2,2,TRUE,governo
34,137999,senado,825,senador,Paulo Paim,PT,RS,Voto em Separado,CCJ,2,2,TRUE,oposição
34,137999,senado,945,senador,Alvaro Dias,PODEMOS,PR,Requerimento,Plenário,2,2,TRUE,governo
34,137999,senado,4981,senador,Acir Gurgacz,PDT,RO,Emenda,CCJ,2,2,TRUE,oposição
34,137999,senado,4994,senador,Eduardo Braga,MDB,AM,Emenda,CCJ,2,2,TRUE,governo
34,137999,senado,5008,senador,Humberto Costa,PT,PE,Requerimento,,2,2,FALSE,oposição
34,137999,senado,5502,senador,Plínio Valério,PSDB,AM,Requerimento,Plenário,2,2,TRUE,governo
34,137999,senado,5718,senador,Eliziane Gama,CIDADANIA,MA,Requerimento,Plenário,2,2,TRUE,governo
34,137999,senado,22,senador,Esperidião Amin,PP,SC,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,35,senador,Jader Barbalho,MDB,PA,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,70,senador,Renan Calheiros,MDB,AL,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,285,senador,Marcio Bittar,MDB,AC,Requerimento,Plenário,1,1,TRUE,governo
34,137999,senado,739,senador,Ciro Nogueira,PP,PI,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,945,senador,Alvaro Dias,PODEMOS,PR,Requerimento,,1,1,FALSE,governo
34,137999,senado,1173,senador,Wellington Fagundes,PL,MT,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,1186,senador,Luis Carlos Heinze,PP,RS,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,4994,senador,Eduardo Braga,MDB,AM,Requerimento,Plenário,1,1,TRUE,governo
34,137999,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Requerimento,,1,1,FALSE,oposição
34,137999,senado,5012,senador,Randolfe Rodrigues,REDE,AP,Voto em Separado,CCJ,1,1,TRUE,oposição
34,137999,senado,5376,senador,Mara Gabrilli,PSDB,SP,Outros,Plenário,1,1,TRUE,governo
34,137999,senado,5411,senador,Weverton,PDT,MA,Emenda,Plenário,1,1,TRUE,oposição
34,137999,senado,5411,senador,Weverton,PDT,MA,Voto em Separado,CCJ,1,1,TRUE,oposição
34,137999,senado,5422,senador,Marcos Rogério,DEM,RO,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,5523,senador,Otto Alencar,PSD,BA,Requerimento,Plenário,1,1,TRUE,governo
34,137999,senado,5535,senador,Telmário Mota,PROS,RR,Requerimento,Plenário,1,2,TRUE,governo
34,137999,senado,5540,senador,Fernando Bezerra Coelho,MDB,PE,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,5627,senador,Jean Paul Prates,PT,RN,Emenda,Plenário,1,1,TRUE,oposição
34,137999,senado,5666,senador,Major Olimpio,PSL,SP,Requerimento,,1,1,FALSE,governo
34,137999,senado,5732,senador,Rodrigo Pacheco,DEM,MG,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,5732,senador,Rodrigo Pacheco,DEM,MG,Requerimento,Plenário,1,1,TRUE,governo
34,137999,senado,5748,senador,Veneziano Vital do Rêgo,PSB,PB,Outros,CCJ,1,1,TRUE,oposição
34,137999,senado,5783,senador,Zenaide Maia,PROS,RN,Requerimento,Plenário,1,2,TRUE,governo
34,137999,senado,5924,senador,Oriovisto Guimarães,PODEMOS,PR,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,5953,senador,Fabiano Contarato,REDE,ES,Voto em Separado,CCJ,1,1,TRUE,oposição
34,137999,senado,5979,senador,Leila Barros,PSB,DF,Requerimento,CCJ,1,1,TRUE,oposição
34,137999,senado,5985,senador,Nelsinho Trad,PSD,MS,Emenda,CCJ,1,1,TRUE,governo
34,137999,senado,6027,senador,Mecias de Jesus,PRB,RR,Emenda,CCJ,1,1,TRUE,governo
64,138551,senado,5982,senador,Alessandro Vieira,CIDADANIA,SE,Outros,Plenário,1,1,TRUE,governo
