index,id_leggo,id_autor,nome,partido,uf,bancada,nome_eleitoral,node_size
264,34,164359,Delegado Waldir,PSL,GO,governo,Delegado Waldir (PSL/GO),183.33333333333331
265,34,164360,Carmen Zanotto,CIDADANIA,SC,governo,Carmen Zanotto (CIDADANIA/SC),462.38095238095235
266,34,171617,Paulão,PT,AL,oposição,Paulão (PT/AL),3202.5927352072904
267,34,171619,Margarida Salomão,PT,MG,oposição,Margarida Salomão (PT/MG),3208.636746103053
268,34,177282,Subtenente Gonzaga,PDT,MG,oposição,Subtenente Gonzaga (PDT/MG),1877.1428571428569
269,34,178832,Leandre,PV,PR,governo,Leandre (PV/PR),383.33333333333337
270,34,178835,Afonso Motta,PDT,RS,oposição,Afonso Motta (PDT/RS),1247.5
271,34,178857,Jorge Solla,PT,BA,oposição,Jorge Solla (PT/BA),7048.716111182418
272,34,178866,Luizianne Lins,PT,CE,oposição,Luizianne Lins (PT/CE),4868.27393431167
273,34,178873,Helder Salomão,PT,ES,oposição,Helder Salomão (PT/ES),2864.192301658609
274,34,178881,Aluisio Mendes,PODE,MA,governo,Aluisio Mendes (PODE/MA),281.66666666666663
275,34,178889,Zé Carlos,PT,MA,oposição,Zé Carlos (PT/MA),2864.192301658609
276,34,178922,Tadeu Alencar,PSB,PE,oposição,Tadeu Alencar (PSB/PE),1062.179487179487
277,34,178925,Rejane Dias,PT,PI,oposição,Rejane Dias (PT/PI),2577.39984882842
278,34,178927,Aliel Machado,PSB,PR,oposição,Aliel Machado (PSB/PR),1399.0384615384614
279,34,178929,Diego Garcia,PODE,PR,governo,Diego Garcia (PODE/PR),100
280,34,178946,Soraya Santos,PL,RJ,governo,Soraya Santos (PL/RJ),314.2857142857143
281,34,178964,Heitor Schuch,PSB,RS,oposição,Heitor Schuch (PSB/RS),50
282,34,178970,João Daniel,PT,SE,oposição,João Daniel (PT/SE),4025.449878064433
283,34,178975,Baleia Rossi,MDB,SP,governo,Baleia Rossi (MDB/SP),906.8181818181819
284,34,178986,Nilto Tatto,PT,SP,oposição,Nilto Tatto (PT/SP),7109.8697927808435
285,34,178987,Orlando Silva,PCdoB,SP,governo,Orlando Silva (PCdoB/SP),914.2857142857142
286,34,178994,Dulce Miranda,MDB,TO,governo,Dulce Miranda (MDB/TO),199.99999999999997
287,34,188097,Merlong Solano,PT,,oposição,Merlong Solano (PT/NA),2864.192301658609
288,34,194260,Nivaldo Albuquerque,PTB,AL,governo,Nivaldo Albuquerque (PTB/AL),100
289,34,198783,Emanuel Pinheiro Neto,PTB,MT,governo,Emanuel Pinheiro Neto (PTB/MT),274.24242424242425
290,34,204357,Rose Modesto,PSDB,MS,governo,Rose Modesto (PSDB/MS),80
291,34,204359,Léo Moraes,PODE,RO,governo,Léo Moraes (PODE/RO),114.28571428571428
292,34,204364,Eli Borges,SOLIDARIEDADE,TO,governo,Eli Borges (SOLIDARIEDADE/TO),161.53846153846155
293,34,204365,Gilson Marques,NOVO,SC,governo,Gilson Marques (NOVO/SC),300
294,34,204370,Célio Moura,PT,TO,oposição,Célio Moura (PT/TO),2864.192301658609
295,34,204371,Felipe Rigoni,PSB,ES,oposição,Felipe Rigoni (PSB/ES),2600
296,34,204377,Paula Belmonte,CIDADANIA,DF,governo,Paula Belmonte (CIDADANIA/DF),199.99999999999997
297,34,204380,Celina Leão,PP,DF,governo,Celina Leão (PP/DF),80
298,34,204383,Professor Israel Batista,PV,DF,governo,Professor Israel Batista (PV/DF),1125
299,34,204387,Sargento Fahur,PSD,,governo,Sargento Fahur (PSD/NA),130
300,34,204393,Frei Anastacio Ribeiro,PT,PB,oposição,Frei Anastacio Ribeiro (PT/PB),2864.192301658609
301,34,204394,Gervásio Maia,PSB,PB,oposição,Gervásio Maia (PSB/PB),137.5
302,34,204398,Felipe Francischini,PSL,PR,governo,Felipe Francischini (PSL/PR),141.66666666666663
303,34,204407,Fernanda Melchionna,PSOL,RS,oposição,Fernanda Melchionna (PSOL/RS),2653.333333333333
304,34,204408,Gustinho Ribeiro,SOLIDARIEDADE,SE,governo,Gustinho Ribeiro (SOLIDARIEDADE/SE),161.53846153846155
305,34,204410,Luisa Canziani,PTB,PR,governo,Luisa Canziani (PTB/PR),100.00000000000001
306,34,204416,Sanderson,PSL,RS,governo,Sanderson (PSL/RS),593.3333333333333
307,34,204416,Ubiratan Sanderson,PSL,RS,governo,Ubiratan Sanderson (PSL/RS),593.3333333333333
308,34,204418,Luizão Goulart,PRB,PR,governo,Luizão Goulart (PRB/PR),683.3333333333333
309,34,204418,Professor Luizão Goulart,PRB,PR,governo,Professor Luizão Goulart (PRB/PR),683.3333333333333
310,34,204421,Edna Henrique,PSDB,PB,governo,Edna Henrique (PSDB/PB),80
311,34,204426,Carlos Veras,PT,PE,oposição,Carlos Veras (PT/PE),7048.716111182418
312,34,204428,Marília Arraes,PT,PE,oposição,Marília Arraes (PT/PE),2584.975541579315
313,34,204429,João H. Campos,PSB,PE,oposição,João H. Campos (PSB/PE),504.16666666666663
314,34,204432,Marina Santos,SOLIDARIEDADE,PI,governo,Marina Santos (SOLIDARIEDADE/PI),161.53846153846155
315,34,204434,Dra. Vanda Milani,SOLIDARIEDADE,AC,governo,Dra. Vanda Milani (SOLIDARIEDADE/AC),161.53846153846155
316,34,204439,Dr. Leonardo,SOLIDARIEDADE,MT,governo,Dr. Leonardo (SOLIDARIEDADE/MT),261.53846153846155
317,34,204442,Gurgel,PSL,RJ,governo,Gurgel (PSL/RJ),247.27272727272725
318,34,204451,Delegado Antônio Furtado,PSL,RJ,governo,Delegado Antônio Furtado (PSL/RJ),141.66666666666663
319,34,204453,Natália Bonavides,PT,RN,oposição,Natália Bonavides (PT/RN),3208.636746103053
320,34,204461,Paulo Ganime,NOVO,RJ,governo,Paulo Ganime (NOVO/RJ),425
321,34,204464,Talíria Petrone,PSOL,RJ,oposição,Talíria Petrone (PSOL/RJ),2127.1428571428573
322,34,204466,Tereza Nelma,PSDB,AL,governo,Tereza Nelma (PSDB/AL),130
323,34,204467,Professora Rosa Neide,PT,MT,oposição,Professora Rosa Neide (PT/MT),3858.636746103053
324,34,204468,Joenia Wapichana,REDE,RR,oposição,Joenia Wapichana (REDE/RR),536.5384615384615
325,34,204471,Mara Rocha,PSDB,AC,governo,Mara Rocha (PSDB/AC),80
326,34,204472,José Medeiros,PODE,MT,governo,José Medeiros (PODE/MT),141.66666666666666
327,34,204475,Otaci Nascimento,SOLIDARIEDADE,RR,governo,Otaci Nascimento (SOLIDARIEDADE/RR),161.53846153846155
328,34,204477,Felício Laterça,PSL,RJ,governo,Felício Laterça (PSL/RJ),428.33333333333337
329,34,204479,Nicoletti,PSL,RR,governo,Nicoletti (PSL/RR),141.66666666666663
330,34,204480,Rogério Correia,PT,MG,oposição,Rogério Correia (PT/MG),2864.192301658609
331,34,204487,Capitão Wagner,PROS,CE,governo,Capitão Wagner (PROS/CE),210
332,34,204488,Célio Studart,PV,CE,governo,Célio Studart (PV/CE),114.28571428571428
333,34,204492,Paulo Guedes,PT,MG,oposição,Paulo Guedes (PT/MG),2864.192301658609
334,34,204494,Fred Costa,PATRIOTA,MG,governo,Fred Costa (PATRIOTA/MG),397.6190476190476
335,34,204495,Airton Faleiro,PT,PA,oposição,Airton Faleiro (PT/PA),2864.192301658609
336,34,204499,Cássio Andrade,PSB,PA,oposição,Cássio Andrade (PSB/PA),137.5
337,34,204500,Eduardo Costa,PTB,PA,governo,Eduardo Costa (PTB/PA),150
338,34,204501,Alencar Santana Braga,PT,SP,oposição,Alencar Santana Braga (PT/SP),5116.695299309854
339,34,204503,Alexandre Padilha,PT,SP,oposição,Alexandre Padilha (PT/SP),2864.192301658609
340,34,204507,Carla Zambelli,PSL,SP,governo,Carla Zambelli (PSL/SP),260.6060606060606
341,34,204509,Áurea Carolina,PSOL,MG,oposição,Áurea Carolina (PSOL/MG),1480
342,34,204512,Delegado Marcelo Freitas,PSL,MG,governo,Delegado Marcelo Freitas (PSL/MG),428.3333333333333
343,34,204514,Coronel Tadeu,PSL,SP,governo,Coronel Tadeu (PSL/SP),130
344,34,204516,Alexis Fonteyne,NOVO,SP,governo,Alexis Fonteyne (NOVO/SP),472.72727272727275
345,34,204518,Dr. Frederico,PATRIOTA,MG,governo,Dr. Frederico (PATRIOTA/MG),347.6190476190476
346,34,204519,Tiago Mitraud,NOVO,MG,governo,Tiago Mitraud (NOVO/MG),508.3333333333333
347,34,204520,Cabo Junio Amaral,PSL,MG,governo,Cabo Junio Amaral (PSL/MG),130
348,34,204523,Lucas Gonzalez,NOVO,MG,governo,Lucas Gonzalez (NOVO/MG),300
349,34,204528,Adriana Ventura,NOVO,SP,governo,Adriana Ventura (NOVO/SP),458.3333333333333
350,34,204531,Guilherme Derrite,PP,,governo,Guilherme Derrite (PP/NA),130
351,34,204535,Sâmia Bomfim,PSOL,SP,oposição,Sâmia Bomfim (PSOL/SP),12613.333333333332
352,34,204541,Eduardo Bismarck,PDT,CE,oposição,Eduardo Bismarck (PDT/CE),1238.3333333333333
353,34,204543,Luiz Flávio Gomes,PSB,SP,oposição,Luiz Flávio Gomes (PSB/SP),504.1666666666666
354,34,204553,Pastor Sargento Isidório,AVANTE,BA,governo,Pastor Sargento Isidório (AVANTE/BA),130
355,34,204555,José Ricardo,PT,AM,oposição,José Ricardo (PT/AM),2965.449878064433
356,34,204559,Zé Neto,PT,BA,oposição,Zé Neto (PT/BA),2864.192301658609
357,34,68720,Fábio Henrique,PDT,SE,oposição,Fábio Henrique (PDT/SE),150
358,34,73433,Arlindo Chinaglia,PT,SP,oposição,Arlindo Chinaglia (PT/SP),10551.572327044025
359,34,73460,Gustavo Fruet,PDT,PR,oposição,Gustavo Fruet (PDT/PR),50
360,34,73482,Henrique Fontana,PT,RS,oposição,Henrique Fontana (PT/RS),7048.716111182418
361,34,73486,Pompeo De Mattos,PDT,RS,oposição,Pompeo De Mattos (PDT/RS),1709.9999999999998
362,34,73486,Pompeo de Mattos,PDT,RS,oposição,Pompeo de Mattos (PDT/RS),1709.9999999999998
363,34,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),7764.615384615384
364,34,73586,Júlio Delgado,PSB,MG,oposição,Júlio Delgado (PSB/MG),350
365,34,73604,Rui Falcão,PT,SP,oposição,Rui Falcão (PT/SP),3256.4999939663007
366,34,73701,Benedita Da Silva,PT,RJ,oposição,Benedita Da Silva (PT/RJ),2945.449878064433
367,34,73801,Renildo Calheiros,PCdoB,PE,governo,Renildo Calheiros (PCdoB/PE),800
368,34,73943,Perpétua Almeida,PCdoB,AC,governo,Perpétua Almeida (PCdoB/AC),750
369,34,74043,Wellington Roberto,PL,PB,governo,Wellington Roberto (PL/PB),150
370,34,74044,Wilson Santiago,PTB,PB,governo,Wilson Santiago (PTB/PB),150
371,34,74057,Alice Portugal,PCdoB,BA,governo,Alice Portugal (PCdoB/BA),787.5
372,34,74060,Daniel Almeida,PCdoB,BA,governo,Daniel Almeida (PCdoB/BA),1885.4395604395604
373,34,74156,Leonardo Monteiro,PT,MG,oposição,Leonardo Monteiro (PT/MG),3445.449878064433
374,34,74159,Odair Cunha,PT,MG,oposição,Odair Cunha (PT/MG),3710.346147812455
375,34,74160,Patrus Ananias,PT,MG,oposição,Patrus Ananias (PT/MG),4491.237314148365
376,34,74161,Reginaldo Lopes,PT,MG,oposição,Reginaldo Lopes (PT/MG),4423.975519090074
377,34,74283,Vicentinho,PT,SP,oposição,Vicentinho (PT/SP),3168.526801141356
378,34,74366,João Campos,PRB,GO,governo,João Campos (PRB/GO),706.6666666666666
379,34,74371,Rubens Otoni,PT,GO,oposição,Rubens Otoni (PT/GO),4414.6958001068515
380,34,74376,Vander Loubet,PT,MS,oposição,Vander Loubet (PT/MS),2864.192301658609
381,34,74398,Maria Do Rosário,PT,RS,oposição,Maria Do Rosário (PT/RS),9962.510490408065
382,34,74398,Maria do Rosário,PT,RS,oposição,Maria do Rosário (PT/RS),9962.510490408065
383,34,74400,Paulo Pimenta,PT,RS,oposição,Paulo Pimenta (PT/RS),4374.937057551612
384,34,74571,Nelson Pellegrino,PT,BA,oposição,Nelson Pellegrino (PT/BA),3306.499993966301
385,34,74655,Eduardo Barbosa,PSDB,MG,governo,Eduardo Barbosa (PSDB/MG),50
386,34,74784,Luiza Erundina,PSOL,SP,oposição,Luiza Erundina (PSOL/SP),4726.666666666666
387,34,74848,Jandira Feghali,PCdoB,RJ,governo,Jandira Feghali (PCdoB/RJ),1508.0128205128206
388,34,75431,Maurício Dziedricki,PTB,RS,governo,Maurício Dziedricki (PTB/RS),100.00000000000001
389,34,76874,Marcelo Freixo,PSOL,RJ,oposição,Marcelo Freixo (PSOL/RJ),3080
390,34,81055,Márcio Jerry,PCdoB,MA,governo,Márcio Jerry (PCdoB/MA),750
391,34,90201,Pedro Augusto Bezerra,PTB,CE,governo,Pedro Augusto Bezerra (PTB/CE),100.00000000000001
392,34,90842,Santini,PTB,RS,governo,Santini (PTB/RS),100
393,38,160570,Jerônimo Goergen,PP,RS,governo,Jerônimo Goergen (PP/RS),100
394,38,178989,Renata Abreu,PODE,SP,governo,Renata Abreu (PODE/SP),50
395,42,124411,Mauro Pereira,MDB,RS,governo,Mauro Pereira (MDB/RS),50
396,42,132504,Enio Verri,PT,,oposição,Enio Verri (PT/NA),3470.4498780644335
397,42,133374,Ademir Camilo,MDB,MG,governo,Ademir Camilo (MDB/MG),278.57142857142856
398,42,141398,Carlos Zarattini,PT,SP,oposição,Carlos Zarattini (PT/SP),5008.850311613114
399,42,141422,Efraim Filho,DEM,,governo,Efraim Filho (DEM/NA),350
400,42,141529,Roberto Britto,PP,BA,governo,Roberto Britto (PP/BA),278.57142857142856
401,42,143632,Domingos Neto,PSD,CE,governo,Domingos Neto (PSD/CE),925.6493506493507
402,42,150418,Márcio Marinho,PRB,BA,governo,Márcio Marinho (PRB/BA),278.57142857142856
403,42,160426,Rogério Rosso,PSD,DF,governo,Rogério Rosso (PSD/DF),1168.8095238095239
404,42,160508,Afonso Florence,PT,BA,oposição,Afonso Florence (PT/BA),3746.3654644247636
405,42,160649,Esperidião Amin,PP,SC,governo,Esperidião Amin (PP/SC),300
406,42,167722,Marcos Rogério,DEM,,governo,Marcos Rogério (DEM/NA),120
407,42,178802,Luiz Carlos Ramos,PR,RJ,governo,Luiz Carlos Ramos (PR/RJ),278.57142857142856
408,42,178829,Capitão Augusto,PL,SP,governo,Capitão Augusto (PL/SP),1007.1428571428571
409,42,178877,Fábio Sousa,PSDB,GO,governo,Fábio Sousa (PSDB/GO),120
410,42,178922,Tadeu Alencar,PSB,PE,oposição,Tadeu Alencar (PSB/PE),1062.179487179487
411,42,178975,Baleia Rossi,MDB,SP,governo,Baleia Rossi (MDB/SP),906.8181818181819
412,42,204371,Felipe Rigoni,PSB,ES,oposição,Felipe Rigoni (PSB/ES),2600
413,42,204388,Bibo Nunes,PSL,RS,governo,Bibo Nunes (PSL/RS),225
414,42,204429,João H. Campos,PSB,PE,oposição,João H. Campos (PSB/PE),504.16666666666663
415,42,69871,Bacelar,PODE,BA,governo,Bacelar (PODE/BA),321.4285714285714
416,42,73463,Osmar Serraglio,PP,PR,governo,Osmar Serraglio (PP/PR),50
417,42,73666,Jovair Arantes,PTB,GO,governo,Jovair Arantes (PTB/GO),1573.8095238095236
418,42,74060,Daniel Almeida,PCdoB,BA,governo,Daniel Almeida (PCdoB/BA),1885.4395604395604
419,42,74254,Leonardo Picciani,MDB,RJ,governo,Leonardo Picciani (MDB/RJ),853.8095238095239
420,42,93472,Cristiane Brasil,PTB,RJ,governo,Cristiane Brasil (PTB/RJ),170
421,43,143632,Domingos Neto,PSD,CE,governo,Domingos Neto (PSD/CE),925.6493506493507
422,43,146788,Marcelo Aro,PP,MG,governo,Marcelo Aro (PP/MG),472.72727272727275
423,43,160510,Luis Tibé,AVANTE,MG,governo,Luis Tibé (AVANTE/MG),472.72727272727275
424,43,160512,Aureo Ribeiro,SOLIDARIEDADE,RJ,governo,Aureo Ribeiro (SOLIDARIEDADE/RJ),915.3846153846155
425,43,160512,Aureo,SOLIDARIEDADE,RJ,governo,Aureo (SOLIDARIEDADE/RJ),915.3846153846155
426,43,166401,Nilson Leitão,PSDB,MT,governo,Nilson Leitão (PSDB/MT),584.5454545454546
427,43,178832,Leandre,PV,PR,governo,Leandre (PV/PR),383.33333333333337
428,43,178920,Ricardo Teobaldo,PODE,PE,governo,Ricardo Teobaldo (PODE/PE),472.72727272727275
429,43,73441,Celso Russomanno,PRB,SP,governo,Celso Russomanno (PRB/SP),1064.8484848484848
430,43,73930,Wladimir Costa,SOLIDARIEDADE,PA,governo,Wladimir Costa (SOLIDARIEDADE/PA),472.7272727272728
431,43,74554,José Rocha,PL,BA,governo,José Rocha (PL/BA),587.8787878787879
432,43,88950,Rodrigo Garcia,DEM,,governo,Rodrigo Garcia (DEM/NA),472.72727272727275
433,45,74210,Sarney Filho,PV,MA,governo,Sarney Filho (PV/MA),1035
434,54,132504,Enio Verri,PT,,oposição,Enio Verri (PT/NA),3470.4498780644335
435,54,141335,Beto Faro,PT,PA,oposição,Beto Faro (PT/PA),3202.5927352072904
436,54,141398,Carlos Zarattini,PT,SP,oposição,Carlos Zarattini (PT/SP),5008.850311613114
437,54,141470,José Guimarães,PT,CE,oposição,José Guimarães (PT/CE),8206.438889053443
438,54,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),8410.126038481834
439,54,160508,Afonso Florence,PT,BA,oposição,Afonso Florence (PT/BA),3746.3654644247636
440,54,160535,Marcon,PT,RS,oposição,Marcon (PT/RS),3202.5927352072904
441,54,160538,Bohn Gass,PT,RS,oposição,Bohn Gass (PT/RS),4025.4498780644335
442,54,160556,Padre João,PT,MG,oposição,Padre João (PT/MG),4025.4498780644326
443,54,160569,Waldenor Pereira,PT,BA,oposição,Waldenor Pereira (PT/BA),2864.192301658609
444,54,160575,Erika Kokay,PT,DF,oposição,Erika Kokay (PT/DF),8452.348480111283
445,54,160592,Zeca Dirceu,PT,PR,oposição,Zeca Dirceu (PT/PR),3600.9444384107455
446,54,160604,Pedro Uczai,PT,SC,oposição,Pedro Uczai (PT/SC),7518.801581267888
447,54,160610,Valmir Assunção,PT,BA,oposição,Valmir Assunção (PT/BA),3202.5927352072904
448,54,171617,Paulão,PT,AL,oposição,Paulão (PT/AL),3202.5927352072904
449,54,171619,Margarida Salomão,PT,MG,oposição,Margarida Salomão (PT/MG),3208.636746103053
450,54,178842,Jhc,PSB,AL,oposição,Jhc (PSB/AL),199.99999999999997
451,54,178857,Jorge Solla,PT,BA,oposição,Jorge Solla (PT/BA),7048.716111182418
452,54,178873,Helder Salomão,PT,ES,oposição,Helder Salomão (PT/ES),2864.192301658609
453,54,178889,Zé Carlos,PT,MA,oposição,Zé Carlos (PT/MA),2864.192301658609
454,54,178925,Rejane Dias,PT,PI,oposição,Rejane Dias (PT/PI),2577.39984882842
455,54,178970,João Daniel,PT,SE,oposição,João Daniel (PT/SE),4025.449878064433
456,54,178986,Nilto Tatto,PT,SP,oposição,Nilto Tatto (PT/SP),7109.8697927808435
457,54,188097,Merlong Solano,PT,,oposição,Merlong Solano (PT/NA),2864.192301658609
458,54,198783,Emanuel Pinheiro Neto,PTB,MT,governo,Emanuel Pinheiro Neto (PTB/MT),274.24242424242425
459,54,204370,Célio Moura,PT,TO,oposição,Célio Moura (PT/TO),2864.192301658609
460,54,204371,Felipe Rigoni,PSB,ES,oposição,Felipe Rigoni (PSB/ES),2600
461,54,204393,Frei Anastacio Ribeiro,PT,PB,oposição,Frei Anastacio Ribeiro (PT/PB),2864.192301658609
462,54,204426,Carlos Veras,PT,PE,oposição,Carlos Veras (PT/PE),7048.716111182418
463,54,204429,João H. Campos,PSB,PE,oposição,João H. Campos (PSB/PE),504.16666666666663
464,54,204433,Marcelo Calero,CIDADANIA,RJ,governo,Marcelo Calero (CIDADANIA/RJ),100
465,54,204453,Natália Bonavides,PT,RN,oposição,Natália Bonavides (PT/RN),3208.636746103053
466,54,204467,Professora Rosa Neide,PT,MT,oposição,Professora Rosa Neide (PT/MT),3858.636746103053
467,54,204480,Rogério Correia,PT,MG,oposição,Rogério Correia (PT/MG),2864.192301658609
468,54,204492,Paulo Guedes,PT,MG,oposição,Paulo Guedes (PT/MG),2864.192301658609
469,54,204495,Airton Faleiro,PT,PA,oposição,Airton Faleiro (PT/PA),2864.192301658609
470,54,204501,Alencar Santana Braga,PT,SP,oposição,Alencar Santana Braga (PT/SP),5116.695299309854
471,54,204503,Alexandre Padilha,PT,SP,oposição,Alexandre Padilha (PT/SP),2864.192301658609
472,54,204519,Tiago Mitraud,NOVO,MG,governo,Tiago Mitraud (NOVO/MG),508.3333333333333
473,54,204555,José Ricardo,PT,AM,oposição,José Ricardo (PT/AM),2965.449878064433
474,54,204559,Zé Neto,PT,BA,oposição,Zé Neto (PT/BA),2864.192301658609
475,54,69871,Bacelar,PODE,BA,governo,Bacelar (PODE/BA),321.4285714285714
476,54,73482,Henrique Fontana,PT,RS,oposição,Henrique Fontana (PT/RS),7048.716111182418
477,54,73604,Rui Falcão,PT,SP,oposição,Rui Falcão (PT/SP),3256.4999939663007
478,54,73701,Benedita Da Silva,PT,RJ,oposição,Benedita Da Silva (PT/RJ),2945.449878064433
479,54,74156,Leonardo Monteiro,PT,MG,oposição,Leonardo Monteiro (PT/MG),3445.449878064433
480,54,74159,Odair Cunha,PT,MG,oposição,Odair Cunha (PT/MG),3710.346147812455
481,54,74160,Patrus Ananias,PT,MG,oposição,Patrus Ananias (PT/MG),4491.237314148365
482,54,74161,Reginaldo Lopes,PT,MG,oposição,Reginaldo Lopes (PT/MG),4423.975519090074
483,54,74283,Vicentinho,PT,SP,oposição,Vicentinho (PT/SP),3168.526801141356
484,54,74371,Rubens Otoni,PT,GO,oposição,Rubens Otoni (PT/GO),4414.6958001068515
485,54,74376,Vander Loubet,PT,MS,oposição,Vander Loubet (PT/MS),2864.192301658609
486,54,74398,Maria Do Rosário,PT,RS,oposição,Maria Do Rosário (PT/RS),9962.510490408065
487,54,74398,Maria do Rosário,PT,RS,oposição,Maria do Rosário (PT/RS),9962.510490408065
488,54,74400,Paulo Pimenta,PT,RS,oposição,Paulo Pimenta (PT/RS),4374.937057551612
489,54,74571,Nelson Pellegrino,PT,BA,oposição,Nelson Pellegrino (PT/BA),3306.499993966301
490,55,141484,Lúcio Vale,PR,,governo,Lúcio Vale (PR/NA),650
491,55,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),8410.126038481834
492,55,141536,Rômulo Gouveia,"",PB,governo,Rômulo Gouveia (/PB),650
493,55,160665,Augusto Coutinho,SOLIDARIEDADE,PE,governo,Augusto Coutinho (SOLIDARIEDADE/PE),273.8461538461538
494,55,160666,Félix Mendonça Júnior,PDT,BA,oposição,Félix Mendonça Júnior (PDT/BA),650
495,55,178829,Capitão Augusto,PL,SP,governo,Capitão Augusto (PL/SP),1007.1428571428571
496,55,178854,Elmar Nascimento,DEM,BA,governo,Elmar Nascimento (DEM/BA),140
497,55,178862,Tia Eron,PRB,BA,governo,Tia Eron (PRB/BA),166.66666666666663
498,55,178884,Hildo Rocha,MDB,MA,governo,Hildo Rocha (MDB/MA),395
499,55,178960,Remídio Monai,PR,RR,governo,Remídio Monai (PR/RR),650
500,55,73531,Ivan Valente,PSOL,SP,oposição,Ivan Valente (PSOL/SP),7764.615384615384
501,55,73701,Benedita Da Silva,PT,RJ,oposição,Benedita Da Silva (PT/RJ),2945.449878064433
502,55,74045,Maurício Rands,PT,PE,oposição,Maurício Rands (PT/PE),100
503,55,74262,Carlos Sampaio,PSDB,SP,governo,Carlos Sampaio (PSDB/SP),370
504,55,74371,Rubens Otoni,PT,GO,oposição,Rubens Otoni (PT/GO),4414.6958001068515
505,58,118594,Marcelo Squassoni,PRB,SP,governo,Marcelo Squassoni (PRB/SP),289.2156862745098
506,58,137070,Vicentinho Júnior,PL,TO,governo,Vicentinho Júnior (PL/TO),105.88235294117646
507,58,141450,Hugo Leal,PSD,RJ,governo,Hugo Leal (PSD/RJ),105.88235294117646
508,58,141531,Rodrigo De Castro,PSDB,MG,governo,Rodrigo De Castro (PSDB/MG),266.66666666666663
509,58,141531,Rodrigo de Castro,PSDB,MG,governo,Rodrigo de Castro (PSDB/MG),266.66666666666663
510,58,160536,Marco Tebaldi,PSDB,SC,governo,Marco Tebaldi (PSDB/SC),105.88235294117646
511,58,160575,Erika Kokay,PT,DF,oposição,Erika Kokay (PT/DF),8452.348480111283
512,58,160602,Arnaldo Jordy,PPS,PA,governo,Arnaldo Jordy (PPS/PA),105.88235294117646
513,58,160607,Jose Stédile,PSB,RS,oposição,Jose Stédile (PSB/RS),105.88235294117646
514,58,178844,Pedro Vilela,PSDB,AL,governo,Pedro Vilela (PSDB/AL),183.3333333333333
515,58,178893,Delegado Edson Moreira,PR,MG,governo,Delegado Edson Moreira (PR/MG),200
516,58,178917,João Fernando Coutinho,PROS,PE,governo,João Fernando Coutinho (PROS/PE),105.88235294117646
517,58,178937,Altineu Côrtes,PL,RJ,governo,Altineu Côrtes (PL/RJ),105.88235294117646
518,58,178948,Beto Rosado,PP,RN,governo,Beto Rosado (PP/RN),105.88235294117646
519,58,178954,Lucio Mosquini,MDB,RO,governo,Lucio Mosquini (MDB/RO),105.88235294117646
520,58,178957,Abel Mesquita Jr.,DEM,RR,governo,Abel Mesquita Jr. (DEM/RR),105.88235294117646
521,58,178958,Carlos Andrade,PHS,RR,governo,Carlos Andrade (PHS/RR),105.88235294117646
522,58,178984,Miguel Haddad,PSDB,SP,governo,Miguel Haddad (PSDB/SP),366.6666666666667
523,58,73433,Arlindo Chinaglia,PT,SP,oposição,Arlindo Chinaglia (PT/SP),10551.572327044025
524,58,73584,Antonio Carlos Mendes Thame,PV,SP,governo,Antonio Carlos Mendes Thame (PV/SP),516.6666666666666
525,58,73655,Augusto Carvalho,SOLIDARIEDADE,DF,governo,Augusto Carvalho (SOLIDARIEDADE/DF),341.66666666666663
526,58,74235,Marcus Vicente,PP,ES,governo,Marcus Vicente (PP/ES),105.88235294117646
527,58,74445,João Castelo,PSDB,,governo,João Castelo (PSDB/NA),105.88235294117645
528,60,141488,Paulo Teixeira,PT,SP,oposição,Paulo Teixeira (PT/SP),8410.126038481834
529,60,141513,Bilac Pinto,DEM,MG,governo,Bilac Pinto (DEM/MG),285.71428571428567
530,60,177282,Subtenente Gonzaga,PDT,MG,oposição,Subtenente Gonzaga (PDT/MG),1877.1428571428569
531,60,178939,Clarissa Garotinho,PROS,RJ,governo,Clarissa Garotinho (PROS/RJ),404.76190476190476
532,60,204461,Paulo Ganime,NOVO,RJ,governo,Paulo Ganime (NOVO/RJ),425
533,60,204464,Talíria Petrone,PSOL,RJ,oposição,Talíria Petrone (PSOL/RJ),2127.1428571428573
534,60,204551,Bosco Saraiva,SOLIDARIEDADE,AM,governo,Bosco Saraiva (SOLIDARIEDADE/AM),293.8461538461538
535,60,204555,José Ricardo,PT,AM,oposição,José Ricardo (PT/AM),2965.449878064433
536,60,204556,Marcelo Ramos,PL,AM,governo,Marcelo Ramos (PL/AM),160
537,60,204557,Sidney Leite,PSD,AM,governo,Sidney Leite (PSD/AM),160
538,60,73486,Pompeo De Mattos,PDT,RS,oposição,Pompeo De Mattos (PDT/RS),1709.9999999999998
539,60,73486,Pompeo de Mattos,PDT,RS,oposição,Pompeo de Mattos (PDT/RS),1709.9999999999998
540,60,76874,Marcelo Freixo,PSOL,RJ,oposição,Marcelo Freixo (PSOL/RJ),3080
541,60,98057,Lafayette De Andrada,PRB,MG,governo,Lafayette De Andrada (PRB/MG),285.71428571428567
