id_leggo,id_autor_parlametria,id_ext,casa,id_autor,tipo_autor,tipo_generico,sigla_local,peso_total_documentos,num_documentos,partido,uf,nome_autor,is_important,bancada,casa_autor
25,1204357,408349,camara,204357,Deputado,Prop. Original / Apensada,CCP,1,1,PSDB,MS,Dep. Rose Modesto,FALSE,governo,camara
25,1204377,408349,camara,204377,Deputado,Prop. Original / Apensada,CCP,1,1,CIDADANIA,DF,Dep. Paula Belmonte,FALSE,governo,camara
25,1204464,408349,camara,204464,Deputado,Prop. Original / Apensada,CCP,1,1,PSOL,RJ,Dep. Talíria Petrone,FALSE,oposição,camara
25,1204560,408349,camara,204560,Deputado,Prop. Original / Apensada,CCP,1,1,PSDB,BA,Dep. Adolfo Viana,FALSE,governo,camara
,173701,426002,camara,73701,Deputado,Parecer,CSSF,4,4,PT,RJ,Dep. Benedita Da Silva,TRUE,oposição,camara
,172442,426002,camara,72442,Deputado,Prop. Original / Apensada,CSSF,1,1,PSB,PE,Dep. Felipe Carreras,TRUE,oposição,camara
,1152610,426002,camara,152610,Deputado,Requerimento,NAJUR(SGM),1,1,PRB,SP,Dep. Roberto Alves,FALSE,governo,camara
,1204377,426002,camara,204377,Deputado,Requerimento,CSSF,1,1,CIDADANIA,DF,Dep. Paula Belmonte,TRUE,governo,camara
,1204421,426002,camara,204421,Deputado,Prop. Original / Apensada,PLEN,1,1,PSDB,PB,Dep. Edna Henrique,TRUE,governo,camara
,1204421,426002,camara,204421,Deputado,Requerimento,NAJUR(SGM),1,1,PSDB,PB,Dep. Edna Henrique,FALSE,governo,camara
,1204428,426002,camara,204428,Deputado,Prop. Original / Apensada,CSSF,1,1,PT,PE,Dep. Marília Arraes,TRUE,oposição,camara
,1204514,426002,camara,204514,Deputado,Prop. Original / Apensada,PLEN,1,1,PSL,SP,Dep. Coronel Tadeu,TRUE,governo,camara
,1204514,426002,camara,204514,Deputado,Requerimento,NAJUR(SGM),1,1,PSL,SP,Dep. Coronel Tadeu,FALSE,governo,camara
,1204366,426002,camara,204366,Deputado,Requerimento,CSSF,0.5,1,PSB,SC,Dep. Rodrigo Coelho,TRUE,oposição,camara
,1204528,426002,camara,204528,Deputado,Requerimento,CSSF,0.5,1,NOVO,SP,Dep. Adriana Ventura,TRUE,governo,camara
40,1204418,465835,camara,204418,Deputado,Requerimento,CCJC,1,1,PRB,PR,Dep. Luizão Goulart,TRUE,governo,camara
41,1205476,467520,camara,205476,Deputado,Prop. Original / Apensada,CCP,2,2,PSD,BA,Dep. Charles Fernandes,FALSE,governo,camara
41,1204380,467520,camara,204380,Deputado,Prop. Original / Apensada,CCP,1,1,PP,DF,Dep. Celina Leão,FALSE,governo,camara
41,1204397,467520,camara,204397,Deputado,Prop. Original / Apensada,CCP,1,1,PROS,PR,Dep. Boca Aberta,FALSE,governo,camara
41,1204397,467520,camara,204397,Deputado,Requerimento,SEPRO,1,1,PROS,PR,Dep. Boca Aberta,FALSE,governo,camara
140,174399,473484,camara,74399,Deputado,Requerimento,CCP,1,1,DEM,,Dep. Onyx Lorenzoni,FALSE,governo,camara
94,1204576,500183,camara,204576,Deputado,Parecer,CCJC,2,2,PRB,BA,Dep. João Roma,TRUE,governo,camara
94,1204536,500183,camara,204536,Deputado,Prop. Original / Apensada,CCJC,1,1,DEM,SP,Dep. Kim Kataguiri,TRUE,governo,camara
,1204462,500633,camara,204462,Deputado,Parecer,CCJC,2,2,PSL,RJ,Dep. Chris Tonietto,TRUE,governo,camara
,1204488,500633,camara,204488,Deputado,Prop. Original / Apensada,CCJC,1,1,PV,CE,Dep. Célio Studart,TRUE,governo,camara
118,1178881,522447,camara,178881,Deputado,Parecer,CSPCCO,1,1,PODE,MA,Dep. Aluisio Mendes,TRUE,governo,camara
118,1178987,522447,camara,178987,Deputado,Requerimento,CCJC,1,1,PCdoB,SP,Dep. Orlando Silva,TRUE,oposição,camara
19,1204467,534328,camara,204467,Deputado,Requerimento,CCP,2,2,PT,MT,Dep. Professora Rosa Neide,FALSE,oposição,camara
19,1204519,534328,camara,204519,Deputado,Emenda,CE,2,2,NOVO,MG,Dep. Tiago Mitraud,TRUE,governo,camara
19,173801,534328,camara,73801,Deputado,Requerimento,CCP,1,1,PCdoB,PE,Dep. Renildo Calheiros,FALSE,oposição,camara
19,1160642,534328,camara,160642,Deputado,Prop. Original / Apensada,CCP,1,1,PATRIOTA,PE,Dep. Pastor Eurico,FALSE,governo,camara
19,1204369,534328,camara,204369,Deputado,Requerimento,CCP,1,1,PSL,SC,Dep. Caroline De Toni,FALSE,governo,camara
19,1204398,534328,camara,204398,Deputado,Parecer,PLEN,1,1,PSL,PR,Dep. Felipe Francischini,TRUE,governo,camara
19,1204453,534328,camara,204453,Deputado,Prop. Original / Apensada,CCP,1,1,PT,RN,Dep. Natália Bonavides,FALSE,oposição,camara
19,1204462,534328,camara,204462,Deputado,Requerimento,CCP,1,1,PSL,RJ,Dep. Chris Tonietto,FALSE,governo,camara
19,1204481,534328,camara,204481,Deputado,Requerimento,CCP,1,1,PL,CE,Dep. Dr. Jaziel,FALSE,governo,camara
19,1204501,534328,camara,204501,Deputado,Requerimento,CCP,1,1,PT,SP,Dep. Alencar Santana Braga,FALSE,oposição,camara
19,1204503,534328,camara,204503,Deputado,Requerimento,MESA,1,1,PT,SP,Dep. Alexandre Padilha,FALSE,oposição,camara
19,1204527,534328,camara,204527,Deputado,Prop. Original / Apensada,CCP,1,1,DEM,SP,Dep. Geninho Zuliani,FALSE,governo,camara
19,1204462,534328,camara,204462,Deputado,Requerimento,SEPRO,0.5,1,PSL,RJ,Dep. Chris Tonietto,FALSE,governo,camara
19,1204545,534328,camara,204545,Deputado,Requerimento,SEPRO,0.5,1,PSL,MG,Dep. Alê Silva,FALSE,governo,camara
19,1204369,534328,camara,204369,Deputado,Prop. Original / Apensada,MESA,0.3333333333333333,1,PSL,SC,Dep. Caroline De Toni,FALSE,governo,camara
19,1204374,534328,camara,204374,Deputado,Prop. Original / Apensada,MESA,0.3333333333333333,1,PSL,DF,Dep. Bia Kicis,FALSE,governo,camara
19,1204462,534328,camara,204462,Deputado,Prop. Original / Apensada,MESA,0.3333333333333333,1,PSL,RJ,Dep. Chris Tonietto,FALSE,governo,camara
79,1204416,541857,camara,204416,Deputado,Prop. Original / Apensada,CCP,5,5,PSL,RS,Dep. Sanderson,FALSE,governo,camara
79,173486,541857,camara,73486,Deputado,Prop. Original / Apensada,CCP,2,2,PDT,RS,Dep. Pompeo De Mattos,FALSE,oposição,camara
79,1160545,541857,camara,160545,Deputado,Prop. Original / Apensada,CCP,2,2,DEM,SP,Dep. Alexandre Leite,FALSE,governo,camara
79,1204382,541857,camara,204382,Deputado,Prop. Original / Apensada,CCP,2,2,PSL,MS,Dep. Loester Trutis,FALSE,governo,camara
79,1204512,541857,camara,204512,Deputado,Prop. Original / Apensada,CCP,2,2,PSL,MG,Dep. Delegado Marcelo Freitas,FALSE,governo,camara
79,1204548,541857,camara,204548,Deputado,Prop. Original / Apensada,CCP,2,2,PSL,CE,Dep. Heitor Freire,FALSE,governo,camara
79,1205863,541857,camara,205863,Deputado,Prop. Original / Apensada,CCP,2,2,PSL,RS,Dep. Marcelo Brum,FALSE,governo,camara
79,174044,541857,camara,74044,Deputado,Prop. Original / Apensada,CCP,1,1,PTB,PB,Dep. Wilson Santiago,FALSE,governo,camara
79,174305,541857,camara,74305,Deputado,Prop. Original / Apensada,CCP,1,1,PSDB,CE,Dep. Roberto Pessoa,FALSE,governo,camara
79,174399,541857,camara,74399,Deputado,Requerimento,CCP,1,1,DEM,,Dep. Onyx Lorenzoni,FALSE,governo,camara
79,174419,541857,camara,74419,Deputado,Prop. Original / Apensada,CCP,1,1,PSB,PE,Dep. Gonzaga Patriota,FALSE,oposição,camara
79,174585,541857,camara,74585,Deputado,Prop. Original / Apensada,CCP,1,1,PL,MG,Dep. Lincoln Portela,FALSE,governo,camara
79,176874,541857,camara,76874,Deputado,Prop. Original / Apensada,CCP,1,1,PSOL,RJ,Dep. Marcelo Freixo,FALSE,oposição,camara
79,1116379,541857,camara,116379,Deputado,Prop. Original / Apensada,CCP,1,1,PSD,SC,Dep. Darci De Matos,FALSE,governo,camara
79,1141401,541857,camara,141401,Deputado,Prop. Original / Apensada,CCP,1,1,MDB,,Dep. Carlos Bezerra,FALSE,governo,camara
79,1151208,541857,camara,151208,Deputado,Prop. Original / Apensada,CCP,1,1,PP,SE,Dep. Laercio Oliveira,FALSE,governo,camara
79,1160511,541857,camara,160511,Deputado,Prop. Original / Apensada,CCP,1,1,PSB,RJ,Dep. Alessandro Molon,FALSE,oposição,camara
79,1160545,541857,camara,160545,Deputado,Requerimento,MESA,1,1,DEM,SP,Dep. Alexandre Leite,FALSE,governo,camara
79,1164359,541857,camara,164359,Deputado,Requerimento,CCP,1,1,PSL,GO,Dep. Delegado Waldir,FALSE,governo,camara
79,1177282,541857,camara,177282,Deputado,Requerimento,CCP,1,1,PDT,MG,Dep. Subtenente Gonzaga,FALSE,oposição,camara
79,1178881,541857,camara,178881,Deputado,Prop. Original / Apensada,CCP,1,1,PODE,MA,Dep. Aluisio Mendes,FALSE,governo,camara
79,1178908,541857,camara,178908,Deputado,Prop. Original / Apensada,CCP,1,1,PSD,PA,Dep. Delegado Éder Mauro,FALSE,governo,camara
79,1178924,541857,camara,178924,Deputado,Requerimento,PLEN,1,1,PL,,Dep. Capitão Fábio Abreu,TRUE,governo,camara
79,1178924,541857,camara,178924,Deputado,Requerimento,SEPRO,1,1,PL,,Dep. Capitão Fábio Abreu,FALSE,governo,camara
79,1178945,541857,camara,178945,Deputado,Prop. Original / Apensada,CCP,1,1,PRB,RJ,Dep. Rosangela Gomes,FALSE,governo,camara
79,1178948,541857,camara,178948,Deputado,Requerimento,CCP,1,1,PP,RN,Dep. Beto Rosado,FALSE,governo,camara
79,1178953,541857,camara,178953,Deputado,Prop. Original / Apensada,CCP,1,1,PSD,RO,Dep. Expedito Netto,FALSE,governo,camara
79,1178954,541857,camara,178954,Deputado,Requerimento,CCP,1,1,MDB,RO,Dep. Lucio Mosquini,FALSE,governo,camara
79,1178964,541857,camara,178964,Deputado,Requerimento,MESA,1,1,PSB,RS,Dep. Heitor Schuch,FALSE,oposição,camara
79,1179587,541857,camara,179587,Deputado,Prop. Original / Apensada,CCP,1,1,PSL,GO,Dep. Major Vitor Hugo,FALSE,governo,camara
79,1179587,541857,camara,179587,Deputado,Requerimento,NAJUR(SGM),1,1,PSL,GO,Dep. Major Vitor Hugo,FALSE,governo,camara
79,1194260,541857,camara,194260,Deputado,Prop. Original / Apensada,CCP,1,1,PTB,AL,Dep. Nivaldo Albuquerque,FALSE,governo,camara
79,1204355,541857,camara,204355,Deputado,Prop. Original / Apensada,CCP,1,1,CIDADANIA,ES,Dep. Da Vitoria,FALSE,governo,camara
79,1204356,541857,camara,204356,Deputado,Prop. Original / Apensada,CCP,1,1,PRB,ES,Dep. Amaro Neto,FALSE,governo,camara
79,1204359,541857,camara,204359,Deputado,Requerimento,CCP,1,1,PODE,RO,Dep. Léo Moraes,FALSE,governo,camara
