id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_nome,id_leggo
2231327,PEC,133,"Permite que os Estados, o Distrito Federal e os Municípios adotem em seus regimes próprios de previdência social as mesmas regras aplicáveis ao regime próprio da União; modifica renúncias previdenciárias; prevê benefício da Seguridade Social à criança vivendo em situação de pobreza. ",2019-11-28T17:34:00Z,camara,NA,,NA,NA,Especial,Plenário,Dep. Felipe Francischini (PSL-PR),1
138555,PEC,133,"Permite que os Estados, o Distrito Federal e os Municípios adotem em seus regimes próprios de previdência social as mesmas regras aplicáveis ao regime próprio da União; modifica renúncias previdenciárias; prevê benefício da Seguridade Social à criança vivendo em situação de pobreza; e dá outras providências.",2019-09-04T00:00:00Z,senado,senado,Simone Tebet MDB / MS e outros,NA,NA,Ordinária,Plenário,Tasso Jereissati,1
1198512,PEC,15,"Insere parágrafo único no art. 193; inciso IX, no art. 206 e art. 212-A, todos na Constituição Federal, de forma a tornar o Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação - Fundeb instrumento permanente de financiamento da educação básica pública, incluir o planejamento na ordem social e inserir  novo princípio no rol daqueles  com base nos quais a educação será ministrada, e revoga o art. 60 do Ato das Disposições Constitucionais Transitórias. ",2015-04-07T16:17:00Z,camara,camara,RAQUEL MUNIZ,MG,PSD,Especial,Plenário,Dep. Professora Dorinha Seabra Rezende (DEM-TO),2
2230007,PEC,200,"Acrescenta o inciso VI e parágrafo único ao art. 203 da Constituição Federal, para assegurar a garantia de transferência de renda a unidades familiares em situação de pobreza e de extrema pobreza. ",2019-11-20T12:57:00Z,camara,camara,Aguinaldo Ribeiro+André de Paula+André Ferreira+André Figueiredo+Arthur Lira+Augusto Coutinho+Baleia Rossi+Beto Pereira+Carlos Sampaio+Daniel Almeida+Daniel Coelho+Eduardo Braide+Eduardo Cury+Elmar Nascimento+Felipe Rigoni+Fred Costa+Jhonatan de Jesus+João H. Campos+Joenia Wapichana+José Nelto+Leandre+Luis Tibé+Luisa Canziani+Marcelo Ramos+Marco Bertaiolli+Mariana Carvalho+Orlando Silva+Paulo Pimenta+Pedro Cunha Lima+Pedro Lucas Fernandes+Pedro Paulo+Rafael Motta+Raul Henry+Samuel Moreira+Tabata Amaral+Tadeu Alencar+Toninho Wandscheer+Wellington Roberto,PB+PE+PE+CE+AL+PE+SP+MS+SP+BA+PE+MA+SP+BA+ES+MG+RR+PE+RR+GO+PR+MG+PR+AM+SP+RO+SP+RS+PB+MA+RJ+RN+PE+SP+SP+PE+PR+PB,PP+PSD+PSC+PDT+PP+SOLIDARIEDADE+MDB+PSDB+PSDB+PCdoB+CIDADANIA+PODE+PSDB+DEM+PSB+PATRIOTA+REPUBLICANOS+PSB+REDE+PODE+PV+AVANTE+PTB+PL+PSD+PSDB+PCdoB+PT+PSDB+PTB+DEM+PSB+MDB+PSDB+PDT+PSB+PROS+PL,Especial,Plenário,Dep. Isnaldo Bulhões Jr. (MDB-AL),3
2195689,PEC,36,"Dá nova redação ao art. 208, inciso IV, para dispor sobre a  prioridade de acesso das crianças com deficiência à educação infantil. ",2019-03-27T16:42:00Z,camara,camara,Maria Rosas,SP,REPUBLICANOS,Especial,Plenário,Dep. Felipe Francischini (PSL-PR),4
2174306,PL,10182,"Altera a Lei no 12.318, de 26 de agosto de 2010. Trata da alienação parental e das medidas protetivas para crianças e adolescentes em caso de sua ocorrência.",2018-05-09T11:52:00Z,camara,camara,GORETE PEREIRA,CE,PR,Ordinária,Conclusiva,Relator não encontrado,5
501465,PL,1286,"Acrescenta § 2º ao art. 25 da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, dispondo sobre a obrigatoriedade da existência de educadores assistentes na educação infantil e nos dois primeiros anos do ensino fundamental. ",2011-05-10T17:21:00Z,camara,camara,Professora Dorinha Seabra Rezende,TO,DEM,Ordinária,Conclusiva,Dep. Kim Kataguiri (DEM-SP),6
2193777,PL,1429,Estabelece a obrigatoriedade de apresentação da Caderneta de Saúde da Criança quando da matrícula de aluno nas redes públicas e privadas de educação. ,2019-03-13T16:04:00Z,camara,camara,Luciano Ducci,PR,PSB,Ordinária,Conclusiva,Dep. Pedro Westphalen (PP-RS),7
2193966,PL,1490,Dispõe sobre o Cadastro Federal de Informações para a Proteção da Infância e da Juventude - Cadastro de Pedófilos. ,2019-03-14T12:02:00Z,camara,camara,Carlos Henrique Gaguim,TO,DEM,Ordinária,Conclusiva,Dep. Paula Belmonte (CIDADANIA-DF),8
2193987,PL,1497,Dispõe sobre Fundo para Expansão da Educação Infantil (FEEI) e dá outras providências. ,2019-03-14T13:04:00Z,camara,camara,Idilvan Alencar,CE,PDT,Ordinária,Conclusiva,Dep. Ruy Carneiro (PSDB-PB),9
1278924,PL,1545,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, de forma a dispor sobre a obrigação de que os estabelecimentos de ensino notifiquem pai, mãe ou responsáveis legais acerca das faltas injustificadas dos educandos e sobre a obrigatoriedade de presença de psicólogos nas escolas públicas de educação básica. ",2015-05-14T12:41:00Z,camara,camara,Carlos Henrique Gaguim,TO,DEM,Ordinária,Conclusiva,Dep. Maria do Rosário (PT-RS),10
2194882,PL,1648,"Institui o Programa de Voucher-Creche e altera a Lei nº 10.893, de 13 de julho de 2004. ",2019-03-20T19:21:00Z,camara,camara,Domingos Neto,CE,PSD,Ordinária,Conclusiva,Dep. Diego Garcia (PODE-PR),11
2195105,PL,1698,"Dispõe sobre a notificação de maus-tratos sofridas por crianças ou adolescentes, bem como violência autoprovocada. ",2019-03-21T18:20:00Z,camara,camara,José Medeiros,MT,PODE,Ordinária,Plenário,Dep. Coronel Tadeu (PSL-SP),12
2197797,PL,2249,"Altera a Lei nº 13.257, de 8 de março de 2016, para instituir renda universal para o cuidado de criança na primeira infância e acrescenta artigo à Consolidação das Leis do Trabalho e à Lei nº 8.213, de 24 de julho de 1991, para dispor sobre a licença primeira infância Altera o Decreto-lei nº 5.452, de 1943.",2019-04-11T11:40:00Z,camara,camara,Dr. Luiz Ovando,MS,PSL,Ordinária,Conclusiva,Dep. Flávia Morais (PDT-GO),13
2198845,PL,2426,"Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para autorizar a instituição de programa de auxílio financeiro para famílias de baixa renda que não conseguirem matricular crianças de 0 (zero) a 5 (cinco) anos em estabelecimentos de educação infantil, bem como para tornar obrigatória a divulgação de lista de espera de interessados em vagas nesses estabelecimentos. ",2019-04-22T18:11:00Z,camara,NA,,NA,NA,Prioridade,Plenário,Dep. Professora Dorinha Seabra Rezende (DEM-TO),14
1672689,PL,2729,"Cria o instituto do apadrinhamento afetivo, voltado à criação de vínculos entre crianças e adolescentes vivendo em abrigos e pessoas da comunidade. ",2015-08-20T15:31:00Z,camara,camara,Diego Garcia,PR,PODE,Ordinária,Conclusiva,Dep. Marcelo Aro (PHS-MG),15
2203660,PL,2933,"Altera a Lei nº 13.257, de 8 de março de 2016, que dispõe sobre as políticas públicas para a primeira infância e dá outras providências, para tratar das visitas domiciliares. ",2019-05-16T14:39:00Z,camara,camara,Professora Dayane Pimentel,BA,PSL,Ordinária,Conclusiva,Dep. Dra. Soraya Manato (PSL-ES),16
153627,PL,2971,"Altera a Lei nº 7.644, de 18 de dezembro de 1987, para dispor sobre a atividade de Pai Social. Define ""pai social"" como aquele que se dedica à assistência ao menor abandonado, dentro do sistema de casa-lar, juntamente com a ""mãe social"".",2004-02-11T19:24:00Z,camara,camara,Nelson Pellegrino,BA,PT,Ordinária,Conclusiva,Relator não encontrado,17
533790,PL,3092,"Que dispõe sobre a obrigatoriedade de fornecimento de medicamentos gratuito pelo SUS  para tratar Hiperatividade e TDHA em crianças portadoras da síndrome sem distinção de classe, nem mesmo aqueles pacientes que não se enquadram como os mais carentes poderão ser  excluídos do benefício. ",2012-02-02T14:16:00Z,camara,camara,Dimas Fabiano,MG,PP,Ordinária,Conclusiva,Dep. Diego Garcia (PODE-PR),18
534328,PL,3179,"Acrescenta parágrafo ao art. 23 da Lei nº 9.394, de 1996, de diretrizes e bases da educação nacional, para dispor sobre a possibilidade de oferta domiciliar da educação básica. ",2012-02-08T18:08:00Z,camara,camara,Lincoln Portela,MG,PL,Prioridade,Plenário,Dep. Professora Dorinha Seabra Rezende (DEM-TO),19
2190895,PL,335,"Acrescenta inciso ao § 1º do art. 5º da Lei nº 9.394, de 20 de dezembro de 1996, de diretrizes e bases da educação nacional, para determinar ao poder público a obrigação de divulgar a lista de espera, por vagas, nos estabelecimentos de Educação Básica de suas redes de ensino. ",2019-02-04T19:00:00Z,camara,camara,Carmen Zanotto,SC,CIDADANIA,Ordinária,Conclusiva,Dep. Daniel Freitas (PSL-SC),20
946629,PL,351,"Dispõe sobre a obrigatoriedade da prestação de atendimento contínuo em creches, destinadas à Educação infantil. ",2015-02-11T14:00:00Z,camara,camara,FELIPE BORNIER,RJ,PROS,Ordinária,Conclusiva,Dep. Diego Garcia (PODE-PR),21
2208697,PL,3644,"Altera a Lei nº 13.257, de 8 de março de 2016 (Marco Legal da Primeira Infância) para dispor sobre os direitos das crianças cujas mães e pais estejam submetidos a medida privativa de liberdade. ",2019-06-18T20:03:00Z,camara,NA,,NA,NA,Prioridade,Plenário,Dep. Leandre (PV-PR),22
2210200,PL,3826,"Cria o ""Orçamento Criança"" e dá outras providências. ",2019-07-02T16:08:00Z,camara,camara,Luiz Lima,RJ,PSL,Ordinária,Conclusiva,Dep. Dra. Soraya Manato (PSL-ES),23
2210372,PL,3842,"Tipifica criminalmente a conduta, de pais ou responsáveis, de omissão ou de contraposição à vacinação de crianças ou adolescentes, incluindo artigo no Decreto-Lei nº 2.848, de 7 de dezembro de 1940, Código Penal. ",2019-07-02T20:42:00Z,camara,camara,Alice Portugal,BA,PCdoB,Ordinária,Plenário,Dep. Pedro Westphalen (PP-RS),24
408349,PL,3935,"Acrescenta arts. 473-A a 473-C à Consolidação das Leis do Trabalho - CLT, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para regulamentar a licença-paternidade a que se refere o inciso XIX do art. 7º da Constituição Federal. ",2008-08-28T18:29:00Z,camara,NA,,NA,NA,Urgência,Plenário,Dep. Silvio Costa (PTB-PE),25
2075025,PL,4028,Institui a política nacional de assistência à saúde do estudante na rede pública de ensino. ,2015-12-15T21:26:00Z,camara,camara,MARCELO BELINATI,PR,PP,Ordinária,Conclusiva,Dep. Mariana Carvalho (PSDB-RO),26
20703,PL,4157,"Institui o Programa Nacional de Apoio à Infância, dispõe sobre a ampliação dos benefícios da merenda escolar e dá outras providências. Viabiliza a alimentação de gestantes e crianças de zero a sete anos.",1998-02-11T00:00:00Z,camara,camara,HÉLIO BICUDO,SP,PT,Urgência,Plenário,Dep. Sérgio Barradas Carneiro (PT-BA),27
2191094,PL,424,"Altera o art. 30 da Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional. ",2019-02-05T15:18:00Z,camara,camara,Rubens Bueno,PR,CIDADANIA,Ordinária,Conclusiva,Dep. Clarissa Garotinho (PROS-RJ),28
2213791,PL,4275,"Altera a Lei no 8.069, de 13 de julho de 1990, que dispõe sobre o Estatuto da Criança e do Adolescente, para revogar as alterações estabelecidas pela Lei nº 13.010, de 13 de julho de 2014 e Lei nº 13.046 de 1º de dezembro de 2014 e dispor sobre o dever de obediência e disciplina da Criança e do Adolescente aos pais, responsáveis e professores. ",2019-08-06T20:17:00Z,camara,camara,Delegado Waldir,GO,PSL,Ordinária,Conclusiva,Dep. Renata Abreu (PODE-SP),29
2191163,PL,468,Cria o Cartão Nacional de Vacinação On Line ,2019-02-05T16:07:00Z,camara,camara,Dr. Luiz Antonio Teixeira Jr.,RJ,PP,Prioridade,Conclusiva,Dep. Pedro Westphalen (PP-RS),30
560047,PL,4731,"Altera o parágrafo único do art. 25 da Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para estabelecer o número máximo de alunos por turma na pré-escola e no ensino fundamental e médio. ",2012-11-19T11:54:00Z,camara,NA,,NA,NA,Prioridade,Conclusiva,Dep. Alice Portugal (PCdoB-BA),31
101713,PLS,504,"Altera o parágrafo único do art. 25 da Lei nº. 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação), para estabelecer o número máximo de alunos por turma na pré-escola e no ensino fundamental e médio.",2011-08-23T00:00:00Z,senado,senado,Humberto Costa PT / PE,NA,NA,Ordinária,Plenário,Maria do Carmo Alves,31
949156,PL,479,"Altera a Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação - LDB), para dispor sobre educação em tempo integral. ",2015-02-26T11:02:00Z,camara,camara,João Daniel,SE,PT,Ordinária,Conclusiva,Dep. Zeca Dirceu (PT-PR),32
2220934,PL,5148,"Altera a Lei nº 8.242, de 12 de outubro de 1991, destinando recursos do Fundo Nacional para a Criança e o Adolescente às políticas públicas, projetos e programas voltados para a primeira infância. ",2019-09-18T17:05:00Z,camara,camara,Paula Belmonte,DF,CIDADANIA,Ordinária,Conclusiva,Dep. Flávia Morais (PDT-GO),33
2088318,PL,5592,Institui a Política Nacional de Atendimento Educacional Especializado a Crianças de 0 a 3 (três) anos - Precoce. ,2016-06-15T17:21:00Z,camara,camara,Erika Kokay,DF,PT,Ordinária,Conclusiva,Dep. Alencar Santana Braga (PT-SP),34
578426,PL,5647,"Altera a Lei nº 8.069, de 14 de julho de 1990, que ""Dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências"", para obrigar os dirigentes de instituições de educação pré-escolar a notificar as faltas frequentes e sinais de maus tratos envolvendo seus alunos. ",2013-05-23T17:28:00Z,camara,camara,ROSANE FERREIRA,PR,PV,Urgência,Plenário,Dep. Raul Henry (PMDB-PE),35
2230008,PL,6072,"Modifica a Lei nº 10.836, de 9 de janeiro de 2004, para reformular os benefícios financeiros do Programa Bolsa Família, assegurar a atualização monetária anual dos valores dos benefícios e dos valores referenciais para caracterização de situação de pobreza e de extrema pobreza; prever o desligamento voluntário de famílias beneficiárias e o retorno automático ao Programa; revoga o art. 2º, o art. 2º-A, o parágrafo único do art. 3º e o parágrafo único do art. 6º da Lei nº 10.836, de 9 de janeiro de 2004; e dá outras providências. ",2019-11-20T12:58:00Z,camara,camara,Adriana Ventura+Aguinaldo Ribeiro+André de Paula+André Ferreira+André Figueiredo+Arnaldo Jardim+Arthur Lira+Augusto Coutinho+Baleia Rossi+Beto Pereira+Carlos Sampaio+Célio Studart+Celso Sabino+Daniel Almeida+Daniel Coelho+Eduardo Braide+Eduardo Cury+Elmar Nascimento+Enrico Misasi+Evair Vieira de Melo+Felipe Rigoni+Fernanda Melchionna+Franco Cartafina+Fred Costa+Geninho Zuliani+Jhonatan de Jesus+João H. Campos+Joenia Wapichana+José Nelto+Leandre+Luis Tibé+Luisa Canziani+Marcelo Ramos+Marco Bertaiolli+Mariana Carvalho+Orlando Silva+Paula Belmonte+Paulo Ganime+Paulo Pimenta+Pedro Cunha Lima+Pedro Lucas Fernandes+Pedro Paulo+Perpétua Almeida+Professor Israel Batista+Rafael Motta+Raul Henry+Rodrigo Agostinho+Rose Modesto+Rubens Bueno+Ruy Carneiro+Samuel Moreira+Silvio Costa Filho+Tabata Amaral+Tadeu Alencar+Tiago Mitraud+Toninho Wandscheer+Vinicius Poit+Wellington Roberto,SP+PB+PE+PE+CE+SP+AL+PE+SP+MS+SP+CE+PA+BA+PE+MA+SP+BA+SP+ES+ES+RS+MG+MG+SP+RR+PE+RR+GO+PR+MG+PR+AM+SP+RO+SP+DF+RJ+RS+PB+MA+RJ+AC+DF+RN+PE+SP+MS+PR+PB+SP+PE+SP+PE+MG+PR+SP+PB,NOVO+PP+PSD+PSC+PDT+CIDADANIA+PP+SOLIDARIEDADE+MDB+PSDB+PSDB+PV+PSDB+PCdoB+CIDADANIA+PODE+PSDB+DEM+PV+PP+PSB+PSOL+PP+PATRIOTA+DEM+REPUBLICANOS+PSB+REDE+PODE+PV+AVANTE+PTB+PL+PSD+PSDB+PCdoB+CIDADANIA+NOVO+PT+PSDB+PTB+DEM+PCdoB+PV+PSB+MDB+PSB+PSDB+CIDADANIA+PSDB+PSDB+REPUBLICANOS+PDT+PSB+NOVO+PROS+NOVO+PL,Ordinária,Conclusiva,Dep. Eduardo Barbosa (PSDB-MG),36
2231036,PL,6223,"Dispõe sobre a destinação de parcela dos recursos oriundos da Compensação Financeira pela Exploração de Recursos Minerais (CFEM) a projetos e atividades de proteção à primeira infância. Altera a Lei nº 7.990, de 1989.",2019-11-27T18:35:00Z,camara,camara,Paula Belmonte,DF,CIDADANIA,Ordinária,Conclusiva,Relator não encontrado,37
2234655,PL,6524,Institui o Sistema Nacional de Informações da Primeira Infância (Snipi). ,2019-12-17T20:02:00Z,camara,camara,Aline Gurgel+Carmen Zanotto+Daniela do Waguinho+Leandre,AP+SC+RJ+PR,REPUBLICANOS+CIDADANIA+MDB+PV,Ordinária,Conclusiva,Relator não encontrado,38
595991,PL,6550,"Institui o Programa Creche para Todos, autorizando os governos dos Estados, Municípios e Distrito Federal a firmarem convênios com instituições privadas de atendimento a crianças de 0 a 3 anos, para aquisição de vagas, objetivando o atendimento aos excedentes da rede pública, e dá outras providências. ",2013-10-09T19:45:00Z,camara,camara,Onyx Lorenzoni,RS,DEM,Ordinária,Conclusiva,Dep. Hildo Rocha (MDB-MA),39
465835,PL,6755,"Altera a redação dos arts. 4º, 6º, 29, 30, 32 e 87 da Lei nº 9.394, de 20 de dezembro de 1996, que ""estabelece as diretrizes e bases da educação nacional"", dispondo sobre a educação infantil até os 5 (cinco) anos de idade e o ensino fundamental a partir dessa idade. ",2010-02-05T10:39:00Z,camara,NA,,NA,NA,Prioridade,Conclusiva,Dep. Luizão Goulart (PRB-PR),40
467520,PL,6868,Autoriza o Poder Público a realizar exames anuais de saúde nos estudantes dos ensinos fundamental e médio e institui a Semana Nacional da Saúde na Escola. ,2010-03-01T18:06:00Z,camara,NA,,NA,NA,Prioridade,Plenário,Dep. Bacelar (PTN-BA),41
606722,PL,7180,"Altera o art. 3º da Lei nº 9.394, de 20 de dezembro de 1996. Inclui entre os princípios do ensino  o respeito às convicções do aluno, de seus pais ou responsáveis, dando  precedência aos valores de ordem familiar   sobre a educação escolar nos aspectos relacionados à educação moral, sexual e religiosa.   Adapta a legislação à Convenção Americana sobre Direitos
Humanos (Pacto de São José da Costa Rica), de 22 de novembro de 1969,  ratificada pelo Governo Brasileiro.",2014-02-24T11:32:00Z,camara,camara,ERIVELTON SANTANA,BA,PATRI,Ordinária,Conclusiva,Dep. Flavinho (PSB-SP),42
332457,PL,7420,Dispõe sobre a qualidade da educação básica e a responsabilidade dos gestores públicos na sua promoção. ,2006-08-09T18:04:00Z,camara,camara,PROFESSORA RAQUEL TEIXEIRA,GO,PSDB,Prioridade,Plenário,Dep. Bacelar (PTN-BA),43
615717,PL,7569,"DISPÕE SOBRE A IMPLANTAÇÃO DO PROGRAMA DE ATENDIMENTO PSICOLÓGICO ÀS VÍTIMAS DE ALIENAÇÃO PARENTAL, AMPARADAS PELA LEI 12.318/10 (LEI DE ALIENAÇÃO PARENTAL) ",2014-05-15T12:57:00Z,camara,camara,LUCIO VIEIRA LIMA,BA,MDB,Ordinária,Conclusiva,Dep. João Marcelo Souza (PMDB-MA),44
2137635,PL,7643,"Institui o Programa Nacional de Apoio à Manutenção de Crianças Carentes em Creches (PROCRECHE) e o Fundo Nacional de Apoio à Manutenção de Crianças Carentes em Creches (FUNCRECHE), e dá outras providências. Altera a Lei nº 9.250, de 1995.",2017-05-16T16:39:00Z,camara,camara,Daniel Coelho+Pedro Cunha Lima+PEDRO VILELA,PE+PB+AL,CIDADANIA+PSDB+PSDB,Ordinária,Conclusiva,Dep. Paula Belmonte (PPS-DF),45
2192230,PL,826,Dispõe sobre o Programa Nacional de Vacinação em Escolas Públicas. ,2019-02-14T16:34:00Z,camara,camara,Domingos Sávio,MG,PSDB,Ordinária,Conclusiva,Dep. Pedro Cunha Lima (PSDB-PB),46
2155290,PL,8816,"Altera a Lei nº 11.947, de 16 de junho de 2009, que dispõe sobre o atendimento da alimentação escolar aos alunos da educação básica, para incrementar o valor per capita destinado a escolas situadas em Municípios em situação de extrema pobreza. ",2017-10-05T10:20:00Z,camara,NA,,NA,NA,Prioridade,Plenário,Dep. Rafael Motta (PSB-RN),47
2163452,PL,9188,"Acrescenta parágrafo ao art. 130 da Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para garantir a proteção da integridade psíquica e física da criança. ",2017-11-28T17:07:00Z,camara,camara,Rafael Motta,RN,PSB,Ordinária,Conclusiva,Dep. Maria do Rosário (PT-RS),48
139063,PEC,146,Cria a seguridade social da criança.,2019-10-01T00:00:00Z,senado,senado,Alessandro Vieira CIDADANIA / SE e outros,NA,NA,Ordinária,Plenário,Tasso Jereissati,49
140271,PEC,229,Altera o inciso XVIII do art. 7º da Constituição Federal e revoga o inciso XIX da Constituição Federal e o § 1º do art. 10 do Ato das Disposições Constitucionais Transitórias para dispor sobre a licença parental compartilhada.,2019-12-17T00:00:00Z,senado,senado,Eliziane Gama CIDADANIA / MA e outros,NA,NA,Ordinária,Plenário,Antonio Anastasia,50
135492,PL,1224,"Altera a Lei nº 8.069, de 13 de julho de 1990, que “dispõe sobre o Estatuto da Criança e do Adolescente e dá outras providências”, para determinar que a pessoa com deficiência em idade escolar, notadamente na primeira infância, tenha prioridade no acesso a órteses, próteses e tecnologias assistivas.",2019-02-27T00:00:00Z,senado,senado,Mara Gabrilli PSDB / SP,NA,NA,Ordinária,Plenário,Romário,51
135934,PL,1716,"Dispõe sobre a obrigatoriedade de apresentação da Caderneta de Saúde da Criança – CSC, ou outro documento que a substitua, nos casos de vacinação obrigatória, na forma definida pelas autoridades sanitárias, para matrícula no ensino infantil e fundamental, nas redes pública ou privada de ensino e dá outras providências.",2019-03-26T00:00:00Z,senado,senado,Lucas Barreto PSD / AP,NA,NA,Ordinária,Plenário,Nelsinho Trad,52
137302,PL,3517,Dispõe sobre o acompanhamento integral para educandos com dislexia ou Transtorno do Deficit de Atenção com Hiperatividade (TDAH) ou outro transtorno de aprendizagem.,2019-05-13T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,Mara Gabrilli,53
138198,PL,4584,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para criar cadastro nacional de crianças e adolescentes fora da escola.",2019-08-20T00:00:00Z,senado,senado,Rose de Freitas PODEMOS / ES,NA,NA,Ordinária,Plenário,Rodrigo Cunha,54
138831,PL,5099,"Acrescenta dispositivo à Lei nº 9.394, de 20 de dezembro de 1996 (Lei de Diretrizes e Bases da Educação Nacional), para tornar obrigatório o estabelecimento de prazo para apresentação da Caderneta de Saúde da Criança, ou documento equivalente, no ato de matrícula na educação infantil.",2019-09-12T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,Relator não encontrado,55
138951,PL,5193,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, que estabelece as diretrizes e bases da educação nacional, para prever a possibilidade de os estabelecimentos de ensino de educação básica receberem doações de pessoas físicas e jurídicas.",2019-09-24T00:00:00Z,senado,senado,Styvenson Valentim PODEMOS / RN,NA,NA,Ordinária,Plenário,Confúcio Moura,56
139412,PL,5542,"Altera a Lei nº 9.394, de 20 de dezembro de 1996, para dispor sobre a apresentação da carteira de vacinação no ato de matrícula nas redes pública e privada de ensino da União, Estados, Municípios e Distrito Federal.",2019-10-16T00:00:00Z,senado,senado,Wellington Fagundes PL / MT,NA,NA,Ordinária,Plenário,Rogério Carvalho,57
139560,PL,5654,Estabelece a obrigatoriedade de exigência do Cartão da Criança ou da Caderneta de Saúde da Criança no ato da matrícula dos alunos da educação infantil e da primeira etapa do ensino fundamental.,2019-10-24T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,Relator não encontrado,58
135328,PL,868,"Altera a Lei nº 8.069, de 13 de julho de 1990 – Estatuto da Criança e do Adolescente –, para prever a identificação de condenados por crimes que envolvam atos de pedofilia em sistemas públicos de informação.",2019-02-19T00:00:00Z,senado,senado,Marcos do Val CIDADANIA / ES,NA,NA,Ordinária,Plenário,Mecias de Jesus,59
1302254,PL,1808,"Altera a  Lei nº 11.494, de 20 de junho de 2007, de forma a alterar o § 3º do art. 8º. Trata do mecanismo do Fundeb para as matrículas das pré-escolas comunitárias, confessionais ou filantrópicas, sem fins lucrativos, conveniadas com o poder público.",2015-06-09T11:07:00Z,camara,camara,ODELMO LEÃO,MG,PP,Ordinária,Conclusiva,Dep. Gorete Pereira (PR-CE),60
127140,PLC,60,"Altera a redação do § 3º do art. 8º da Lei nº 11.494, de 20 de junho de 2007.",2016-10-14T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,Rose de Freitas,60
132687,PLS,131,"Altera o art. 87 da Lei nº 8.069, de 13 de julho de 1990, para estender o direito ao atendimento psicossocial às crianças e aos adolescentes que tiverem qualquer dos pais ou responsáveis presos em regime fechado.",2018-03-22T00:00:00Z,senado,senado,Rose de Freitas MDB / ES,NA,NA,Ordinária,Plenário,Daniella Ribeiro,61
133039,PLS,200,"Altera a Lei nº 11.494, de 20 de junho de 2007, para permitir o pagamento de despesas com educação de crianças de até três anos em creches privadas com recursos do Fundo de Manutenção e Desenvolvimento da Educação Básica e de Valorização dos Profissionais da Educação.",2018-04-24T00:00:00Z,senado,senado,Wilder Morais DEM / GO,NA,NA,Ordinária,Plenário,Confúcio Moura,62
131275,PLS,394,Dispõe sobre o Estatuto da Adoção de Criança ou Adolescente.,2017-10-18T00:00:00Z,senado,senado,Randolfe Rodrigues REDE / AP,NA,NA,Ordinária,Plenário,Rose de Freitas,63
134819,PLS,477,Dispõe sobre a notificação de violência autoprovocada por crianças ou adolescentes.,2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,Eduardo Girão,64
134852,PLS,485,"Altera a Lei nº 8.069, de 13 de julho de 1990, para prever medidas adicionais de proteção à criança e ao adolescente vítimas de violência doméstica e familiar.",2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,Alessandro Vieira,65
134834,PLS,497,"Altera a Lei nº 8.069, de 13 de julho de 1990 (Estatuto da Criança e do Adolescente), para prever o ingresso compulsório de pais ou responsáveis, autores de violência contra criança ou adolescente, em programas de prevenção da violência contra criança ou adolescente.",2018-12-10T00:00:00Z,senado,senado,CPI dos Maus-tratos  ,NA,NA,Ordinária,Plenário,Styvenson Valentim,66
122309,PLC,69,"Cria cargos efetivos, cargos em comissão e funções comissionadas no Quadro de Pessoal do Tribunal Superior Eleitoral e dá outras providências.",2015-07-13T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,José Maranhão,67
