id_ext,sigla_tipo,numero,ementa,data_apresentacao,casa,casa_origem,autor_nome,autor_uf,autor_partido,regime_tramitacao,forma_apreciacao,relator_nome,id_leggo
2081681,PL,4953,"Obriga as Organizações da Sociedade Civil a declararem, anualmente, os recursos recebidos do exterior ou de entidades ou governos estrangeiros, mesmo que em moeda nacional, na forma que especifica. ",2016-04-07T15:01:00Z,camara,camara,Subtenente Gonzaga,MG,PDT,Ordinária,Conclusiva,Dep. Flávia Morais (PDT-GO),124
2196833,PEC,45,Altera o Sistema Tributário Nacional e dá outras providências ,2019-04-03T21:31:00Z,camara,camara,Baleia Rossi,SP,MDB,Especial,Plenário,Dep. Aguinaldo Ribeiro (PP-PB),125
2187087,PL,5029,"Dispõe sobre a remuneração recebida por funcionário de partido político com recursos do fundo partidário e dá outras providências.

NOVA EMENTA: Altera as Leis n°s 9.096, de 19 de setembro de 1995, 9.504, de 30 setembro de 1997, 4.737, de 15 de julho de 1965 (Código Eleitoral), 13.831, de 17 de maio de 2019, e a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre regras aplicadas às eleições; revoga dispositivo da Lei nº 13.488, de 6 de outubro de 2017; e dá outras providências. ",2018-11-21T17:58:00Z,camara,camara,Arthur Lira+Baleia Rossi+Domingos Neto+Lucas Vergilio,AL+SP+CE+GO,PP+MDB+PSD+SOLIDARIEDADE,Urgência,Plenário,Dep. Wilson Santiago (PTB-PB),126
138726,PL,5029,"Altera as Leis n°s 9.096, de 19 de setembro de 1995, 9.504, de 30 setembro de 1997, 4.737, de 15 de julho de 1965 (Código Eleitoral), 13.831, de 17 de maio de 2019, e a Consolidação das Leis do Trabalho, aprovada pelo Decreto-Lei nº 5.452, de 1º de maio de 1943, para dispor sobre regras aplicadas às eleições; revoga dispositivo da Lei nº 13.488, de 6 de outubro de 2017; e dá outras providências.",2019-09-06T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Urgência,Plenário,Weverton,126
2208200,MPV,884,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa e dá outras providências. ",2019-06-14T10:32:00Z,camara,NA,MANOEL IGNÁCIO,NA,NA,Urgência,Plenário,Relator não encontrado,127
137319,MPV,884,"Altera a Lei nº 12.651, de 25 de maio de 2012, que dispõe sobre a proteção da vegetação nativa e dá outras providências.",2019-06-14T00:00:00Z,senado,camara,Presidência da República  ,NA,NA,Urgência,Plenário,Nelson Barbudo,127
2218881,PL,4896,"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos) e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), a fim de assegurar mecanismos e práticas de transparência, democracia interna, equidade e integridade nos partidos políticas e nas eleições; e dá outras providências. ",2019-09-04T20:35:00Z,camara,camara,Alexandre Frota+Átila Lira+Coronel Armando+Daniel Coelho+Eduardo Bismarck+Emidinho Madeira+Felipe Carreras+Felipe Rigoni+Flávio Nogueira+Gastão Vieira+Gil Cutrim+Jefferson Campos+Jesus Sérgio+Liziane Bayer+Luisa Canziani+Luiz Flávio Gomes+Marcelo Calero+Marlon Santos+Paula Belmonte+Pedro Cunha Lima+Professor Israel Batista+Rodrigo Agostinho+Rodrigo Coelho+Rosana Valle+Tabata Amaral+Ted Conti,SP+PI+SC+PE+CE+MG+PE+ES+PI+MA+MA+SP+AC+RS+PR+SP+RJ+RS+DF+PB+DF+SP+SC+SP+SP+ES,PSDB+PP+PSL+CIDADANIA+PDT+PSB+PSB+PSB+PDT+PROS+PDT+PSB+PDT+PSB+PTB+PSB+CIDADANIA+PDT+CIDADANIA+PSDB+PV+PSB+PSB+PSB+PDT+PSB,Prioridade,Plenário,Dep. Joenia Wapichana (REDE-RR),128
138551,PL,4891,"Altera a Lei nº 9.096, de 19 de setembro de 1995 (Lei dos Partidos Políticos) e a Lei nº 9.504, de 30 de setembro de 1997 (Lei das Eleições), a fim de assegurar mecanismos e práticas de transparência, democracia interna, equidade e integridade nos partidos políticas e nas eleições; e dá outras providências.",2019-09-04T00:00:00Z,senado,senado,Alessandro Vieira CIDADANIA / SE,NA,NA,Ordinária,Plenário,Rodrigo Cunha,129
2209381,PL,3723,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas - Sinarm e define crimes.

NOVA EMENTA: Altera a Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas (Sinarm) e define crimes, e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal); e revoga dispositivos das Leis nºs 7.102, de 20 de junho de 1983, e 7.170, de 14 de dezembro de 1983. ",2019-06-26T12:53:00Z,camara,NA,MANOEL IGNÁCIO,NA,NA,Urgência,Plenário,Dep. Alexandre Leite (DEM-SP),130
140042,PL,3723,"Altera a Lei nº 10.826, de 22 de dezembro de 2003, que dispõe sobre registro, posse e comercialização de armas de fogo e munição, sobre o Sistema Nacional de Armas (Sinarm) e define crimes, e o Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal); e revoga dispositivos das Leis nºs 7.102, de 20 de junho de 1983, e 7.170, de 14 de dezembro de 1983.",2019-12-04T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,Marcos do Val,130
139988,PL,6230,"Dispõe sobre os Planos de Prevenção e Controle dos Desmatamentos e ações estratégicas para a prevenção, monitoramento e controle de desmatamento em todo território nacional e altera a Lei nº 9.605, de 12 de fevereiro de 1998, que dispõe sobre as sanções penais e administrativas para crimes ambientais; a Lei nº 12.351, de 22 de dezembro de 2010, que cria o Fundo Social do Pré-Sal; a Lei nº 7.827, de 27 de setembro de 1989, que cria os Fundos Constitucionais do Norte, Nordeste e Centro-Oeste; e a Lei nº 12.187, de 29 de dezembro de 2009, que institui a Política Nacional sobre Mudança do Clima.",2019-11-27T00:00:00Z,senado,senado,Randolfe Rodrigues REDE / AP,NA,NA,Ordinária,Plenário,Sérgio Petecão,131
135216,PL,663,Altera Código Penal.,2019-02-12T00:00:00Z,senado,senado,Weverton PDT / MA,NA,NA,Ordinária,Plenário,Rodrigo Pacheco,132
2207613,PL,3261,"Atualiza o marco legal do saneamento básico e altera a Lei nº 11.445, de 5 de janeiro de 2007 (Lei do Saneamento Básico), para aprimorar as condições estruturais do saneamento básico no País, a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados, a Lei nº 11.107, de 6 de abril de 2005 (Lei de Consórcios Públicos), para vedar a prestação por contrato de programa dos serviços públicos de que trata o art. 175 da Constituição Federal, a Lei nº 13.089, de 12 de janeiro de 2015 (Estatuto da Metrópole), para estender seu âmbito de aplicação às microrregiões, e a Lei nº 12.305, de 2 de agosto de 2010 (Lei de Resíduos Sólidos), para tratar de prazos para a disposição final ambientalmente adequada dos rejeitos. ",2019-06-12T13:05:00Z,camara,NA,,NA,NA,Urgência,Plenário,Dep. Geninho Zuliani (DEM-SP),133
137118,PL,3261,"Atualiza o marco legal do saneamento básico e altera a Lei nº 9.984, de 17 de julho de 2000, para atribuir à Agência Nacional de Águas e Saneamento Básico competência para editar normas de referência sobre o serviço de saneamento; a Lei nº 10.768, de 19 de novembro de 2003, para alterar as atribuições do cargo de Especialista em Recursos Hídricos e Saneamento Básico; a Lei nº 11.107, de 6 de abril de 2005, para vedar a prestação por contrato de programa dos serviços públicos de que trata o art. 175 da Constituição; a Lei nº 11.445, de 5 de janeiro de 2007, para aprimorar as condições estruturais do saneamento básico no País; a Lei nº 12.305, de 2 de agosto de 2010, para tratar de prazos para a disposição final ambientalmente adequada dos rejeitos; a Lei nº 13.089, de 12 de janeiro de 2015, para estender seu âmbito de aplicação às microrregiões; e a Lei nº 13.529, de 4 de dezembro de 2017, para autorizar a União a participar de fundo com a finalidade exclusiva de financiar serviços técnicos especializados.",2019-06-03T00:00:00Z,senado,senado,Tasso Jereissati PSDB / CE,NA,NA,Ordinária,Plenário,Roberto Rocha,133
1996620,PL,3200,"Dispõe sobre a Política Nacional de Defensivos Fitossanitários e de Produtos de Controle Ambiental, seus Componentes e Afins, bem como sobre a pesquisa, a experimentação, a produção, a embalagem e rotulagem, o transporte, o armazenamento, a comercialização, a propaganda comercial, a utilização, a importação, a exportação, o destino final dos resíduos e embalagens, o registro, a classificação, o controle, a inspeção e a fiscalização de defensivos fitossanitários e de produtos de controle ambiental, seus componentes e afins, e dá outras providências. Revoga as Leis nº 7.802, de 1989 e 9.974, de 2000.",2015-10-06T14:41:00Z,camara,camara,Covatti Filho,RS,PP,Prioridade,Plenário,Dep. Luiz Nishimori (PR-PR),134
2206203,PL,3267,"Altera a Lei nº 9.503, de 23 de setembro de 1997, que institui o Código de Trânsito Brasileiro. Revoga a Lei nº 13.290, de 2016.",2019-06-04T12:39:00Z,camara,NA,MANOEL IGNÁCIO,NA,NA,Urgência,Plenário,Dep. Juscelino Filho (DEM-MA),135
2182703,PL,10708,Dispõe sobre a obrigatoriedade da divulgação da Central de Atendimento à Mulher (Disque 180) e do Serviço de Denúncia de Violações aos Direitos Humanos (Disque 100) nos estabelecimentos de acesso ao público que especifica. ,2018-08-08T17:37:00Z,camara,camara,TIA ERON,BA,PRB,Ordinária,Conclusiva,Relator não encontrado,136
623800,PL,8042,"Dispõe sobre combate à exploração sexual de crianças e adolescentes em contratos públicos de grandes obras. Altera a Lei nº 8.666, de 1993.",2014-10-28T17:34:00Z,camara,NA,,NA,NA,Ordinária,Plenário,Relator não encontrado,137
2123638,PL,6895,"Acrescenta art. 207-A ao Decreto-Lei n° 2.848, de 7 de dezembro de 1940 (Código Penal), para caracterizar como crime a exploração do trabalho infantil. ",2017-02-14T20:43:00Z,camara,NA,,NA,NA,Prioridade,Plenário,Dep. Paulo Abi-Ackel (PSDB-MG),138
126104,PLS,237,"Acrescenta o art. 207-A ao Decreto-Lei no 2.848, de 7 de dezembro de 1940 – Código Penal, para caracterizar como crime a exploração do trabalho infantil.",2016-06-09T00:00:00Z,senado,senado,Paulo Rocha PT / PA,NA,NA,Ordinária,Plenário,Simone Tebet,138
2155637,PL,8834,"Acrescenta art. 216-B ao Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal), para tipificar o crime de molestamento sexual; altera o art. 319 do Decreto-Lei nº 3.689, de 3 de outubro de 1941 (Código de Processo Penal), para modificar as hipóteses de internação provisória; e revoga o art. 61 do Decreto-Lei nº 3.688, de 3 de outubro de 1941 (Lei das Contravenções Penais). ",2017-10-10T19:40:00Z,camara,NA,,NA,NA,Urgência,Plenário,Relator não encontrado,139
130711,PLS,312,Altera o Código Penal para prever o crime de molestamento sexual e o Código de Processo Penal para modificar as hipóteses de internação provisória.,2017-09-06T00:00:00Z,senado,senado,Marta Suplicy MDB / SP,NA,NA,Ordinária,Plenário,Armando Monteiro,139
473484,PL,7136,"Altera a Lei nº 5.197 de 3 de janeiro de 1967, que dispõe a proteção à fauna e dá outras providências Permite a caça em situação de superpopulação de animais e consequente ameaça às pessoas e ao meio ambiente.",2010-04-14T16:45:00Z,camara,camara,Onyx Lorenzoni,RS,DEM,Ordinária,Conclusiva,Dep. Ricardo Tripoli (PSDB-SP),140
808928,PLP,436,"Altera a Lei Complementar nº 140, de 8 de dezembro de 2011, que ""fixa normas, nos termos dos incisos III, VI e VII do caput e do parágrafo único do art. 23 da Constituição Federal, para a cooperação entre a União, os Estados, o Distrito Federal e os Municípios nas ações administrativas decorrentes do exercício da competência comum relativas à proteção das paisagens naturais notáveis, à proteção do meio ambiente, ao combate à poluição em qualquer de suas formas e à preservação das florestas, da fauna e da flora; e altera a Lei n° 6.938, de 31 de agosto de 1981"", para tornar a caça, a apanha e o manejo de fauna ações administrativas dos Estados. ",2014-12-03T11:36:00Z,camara,camara,Rogério Peninha Mendonça,SC,MDB,Prioridade,Plenário,Relator não encontrado,141
1195577,PL,986,"Institui o Estatuto do Colecionismo, Tiro Desportivo e Caça, estabelecendo as normas que regulam a aquisição, a propriedade, a posse, o trânsito e o uso de armas de fogo, munições, acessórios e outros produtos sujeitos a controle, na prática das atividades que menciona. ",2015-03-31T10:14:00Z,camara,camara,Rogério Peninha Mendonça,SC,MDB,Ordinária,Plenário,Relator não encontrado,142
2113552,PL,6268,"Dispõe sobre a Política Nacional de Fauna e dá outras providências. Altera a Lei nº 7.797, de 1989. Revoga a Lei nº 5.197, de 1967 e dispositivo da Lei nº 9.605, de 1998",2016-10-10T15:04:00Z,camara,camara,VALDIR COLATTO,SC,MDB,Ordinária,Plenário,Dep. Nilto Tatto (PT-SP),143
2192672,PL,1019,"Cria o Estatuto dos CACs, para dispor sobre o exercício das atividades de colecionamento, de tiro desportivo e de caça, em todo o território nacional. ",2019-02-21T10:57:00Z,camara,camara,Alexandre Leite,SP,DEM,Ordinária,Plenário,Relator não encontrado,144
556267,PL,4471,"Altera os arts. 161, 162, 164, 165, 169 e 292 do Decreto-Lei nº 3.689, de 3 de outubro de 1941- Código de Processo Penal. Trata de procedimento de perícia, exame de corpo delito, necropsia  e da instauração de inquérito nos casos em que o emprego da força policial resultar morte ou lesão corporal.",2012-09-19T18:01:00Z,camara,camara,DELEGADO PROTÓGENES+Fábio Trad+MIRO TEIXEIRA+Paulo Teixeira,SP+MS+RJ+SP,PCdoB+PSD+REDE+PT,Urgência,Plenário,Dep. João Paulo Lima (PT-PE),145
2242583,PEC,10,"Institui regime extraordinário fiscal, financeiro e de contratações para enfrentamento da calamidade pública nacional decorrente de pandemia internacional e dá outras providências. ",2020-04-01T22:07:00Z,camara,camara,André Figueiredo+Carlos Sampaio+Efraim Filho+Enrico Misasi+Joenia Wapichana+Luis Tibé+Rejane Dias+Rodrigo Maia+Wellington Roberto+Zé Silva,CE+SP+PB+SP+RR+MG+PI+RJ+PB+MG,PDT+PSDB+DEM+PV+REDE+AVANTE+PT+DEM+PL+SOLIDARIEDADE,Especial,Plenário,Dep. Hugo Motta (REPUBLIC-PB),146
141443,PEC,10,"Institui regime extraordinário fiscal, financeiro e de contratações para enfrentamento da calamidade pública nacional decorrente de pandemia internacional; e dá outras providências.",2020-04-06T00:00:00Z,senado,camara,Câmara dos Deputados  ,NA,NA,Ordinária,Plenário,Antonio Anastasia,146
2183034,PEC,439,"Suprime os artigos 106, 107, 108, 109, 110, 111, 112, 113 e 114 da Constituição Federal incluídos pela Emenda Constitucional 95/2016. Suprime dispositivos do ADCT que tratam do teto dos gastos públicos.",2018-08-14T09:36:00Z,camara,camara,Pedro Uczai,SC,PT,Especial,Plenário,Dep. Danilo Cabral (PSB-PE),147
136115,PEC,39,Altera o art. 20 da Constituição Federal e o art. 107 do Ato das Disposições Constitucionais Transitórias para vincular as rendas do petróleo à educação e saúde e excluir essas despesas do teto de gastos instituído pelo Novo Regime Fiscal.,2019-04-02T00:00:00Z,senado,senado,Marcelo Castro MDB / PI e outros,NA,NA,Ordinária,Plenário,Rogério Carvalho,148
136309,PEC,54,"Revoga a Emenda Constitucional nº 95, de 15 de dezembro de 2016, que altera o Ato das Disposições Constitucionais Transitórias, para instituir o Novo Regime Fiscal, e dá outras providências.",2019-04-10T00:00:00Z,senado,senado,Comissão de Direitos Humanos e Legislação Participativa  ,NA,NA,Ordinária,Plenário,Veneziano Vital do Rêgo,149
140340,PEC,233,Acrescenta o inciso X ao art. 170 e o inciso VIII ao § 1º do art. 225 da Constituição Federal.,2019-12-18T00:00:00Z,senado,senado,Acir Gurgacz PDT / RO e outros,NA,NA,Ordinária,Plenário,Relator não encontrado,150
140343,PL,6539,"Altera a Lei nº 12.187, de 29 de dezembro de 2009, que institui a Política Nacional sobre Mudança do Clima – PNMC, para atualizá-la ao contexto do Acordo de Paris e aos novos desafios relativos à mudança do clima.",2019-12-18T00:00:00Z,senado,senado,Comissão de Meio Ambiente  ,NA,NA,Ordinária,Plenário,Relator não encontrado,151
2254043,PL,2979,"Insere dispositivos na Lei 9.394 de 20 de dezembro de 1996, para instituir a utilização do ensino a distância em substituição ao presencial em caso de extrema necessidade e assegurar o fornecimento de internet e equipamentos necessários ao acesso à educação à distância para alunos e professores. ",2020-05-28T18:40:00Z,camara,camara,Rubens Otoni,GO,PT,Indefinido,Indefinido,Relator não encontrado,152
2254941,PL,3232,Dispõe sobre a garantia de acesso gratuito à internet para os alunos da rede pública de ensino fundamental e médio durante o período de pandemia. ,2020-06-10T09:38:00Z,camara,camara,Mauro Nazif,RO,PSB,Indefinido,Indefinido,Relator não encontrado,154
2254843,PL,3209,"Dispõe sobre a Escola Digital e garante o acesso gratuito à educação por meio da utilização multiplataformas digitais para os alunos do Ensino Infantil, Fundamental e Médio das redes públicas de ensino, em razão de situação de emergência ou calamidade pública. ",2020-06-09T13:19:00Z,camara,camara,Emanuel Pinheiro Neto,MT,PTB,Indefinido,Indefinido,Relator não encontrado,155
2239388,PL,669,"Altera o Capítulo II do Título VI da Parte Especial do Decreto-Lei nº 2.848, de 7 de dezembro de 1940 (Código Penal) e a Lei 8.069 de 13 de julho de 1990 para incluir o nome jurídico ""Pedofilia"" nos  art. 240, art. 241, art. 241-A, art. 241-B, art. 241-C, art. 241-D, art. 241-E, art. 244-A. ",2020-03-17T17:08:00Z,camara,camara,Carlos Jordy,RJ,PSL,Urgência,Plenário,Relator não encontrado,156
2239406,PL,675,"Insere disposição transitória na Lei 12.414, de 09 de junho de 2011, enquanto durar a pandemia do Covid-19, e dá outras providências.

NOVA EMENTA: Suspende retroativamente e impede novas inscrições nos cadastros de empresas de análises e informações para decisões de crédito enquanto vigente a calamidade pública decorrente da pandemia da Covid-19 ",2020-03-17T18:29:00Z,camara,camara,Denis Bezerra+Vilson da Fetaemg,CE+MG,PSB+PSB,Urgência,Plenário,Dep. Julian Lemos (PSL-PB),157
2239384,PDL,87,"Susta os efeitos do art. 2º da Resolução da Diretoria Colegiada - RDC- nº 46, de 20 de fevereiro de 2002 da Agência Nacional de Vigilância Sanitária. ",2020-03-17T16:50:00Z,camara,camara,Dr. Luiz Antonio Teixeira Jr.,RJ,PP,Urgência,Plenário,Dep. Hildo Rocha (MDB-MA),158
2239385,PL,668,"Dispõe sobre a proibição de exportações de produtos médicos, hospitalares e de higiene essenciais ao combate à epidemia de Coronavírus no Brasil. ",2020-03-17T16:51:00Z,camara,camara,Carmen Zanotto+Dr. Luiz Antonio Teixeira Jr.+Rodrigo Coelho,SC+RJ+SC,CIDADANIA+PP+PSB,Urgência,Plenário,Dep. Pedro Westphalen (PP-RS),159
2239474,PL,702,"Acrescenta dispositivo na Lei nº 605, de 5 de janeiro de 1949. ",2020-03-18T12:06:00Z,camara,camara,Alexandre Padilha+Carmen Zanotto+Dr. Luiz Antonio Teixeira Jr.+Dr. Zacharias Calil+Hiran Gonçalves+Jorge Solla+Mariana Carvalho,SP+SC+RJ+GO+RR+BA+RO,PT+CIDADANIA+PP+DEM+PP+PT+PSDB,Urgência,Plenário,Dep. Alice Portugal (PCdoB-BA),160
2239462,PL,696,"Dispõe sobre o uso da telemedicina durante a crise causada pelo coronavírus (2019-nCoV).

NOVA EMENTA: Dispõe sobre o uso da telemedicina durante a crise causada pelo coronavírus (SARS-CoV-2). ",2020-03-18T10:54:00Z,camara,camara,Adriana Ventura+Alexandre Padilha+Carmen Zanotto+David Soares+Diego Garcia+Dr. Zacharias Calil+Dra. Soraya Manato+Evair Vieira de Melo+Helder Salomão+Hiran Gonçalves+Jorge Solla+Mariana Carvalho+Patricia Ferraz+Pr. Marco Feliciano+Rodrigo Agostinho+Vinicius Poit,SP+SP+SC+SP+PR+GO+ES+ES+ES+RR+BA+RO+AP+SP+SP+SP,NOVO+PT+CIDADANIA+DEM+PODE+DEM+PSL+PP+PT+PP+PT+PSDB+PODE+REPUBLICANOS+PSB+NOVO,Urgência,Plenário,Dep. Dr. Frederico (PATRIOTA-MG),161
2239092,PL,638,"Altera a Lei nº 7.565, de 1986, para possibilitar a transferência do bilhete individual de passagem aérea. ",2020-03-12T15:15:00Z,camara,camara,Dra. Soraya Manato,ES,PSL,Urgência,Plenário,Relator não encontrado,162
2239381,PRC,11,"Institui, no âmbito da Câmara dos Deputados, o Sistema de Deliberação Remota, medida excepcional destinada a viabilizar o funcionamento do Plenário durante a emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-1 9). ",2020-03-17T16:35:00Z,camara,NA,,NA,NA,Urgência,Plenário,Dep. Isnaldo Bulhões Jr. (MDB-AL),163
2242136,PL,1075,"Dispõe sobre ações emergenciais destinadas ao setor cultural, enquanto as medidas de isolamento ou quarentena estiverem vigentes, de acordo com a Lei nº 13.979, de 6 de fevereiro de 2020.

NOVA EMENTA: Dispõe sobre ações emergenciais destinadas ao setor cultural a serem adotadas durante o estado de calamidade pública reconhecido pelo Decreto Legislativo nº 6, de 20 de março de 2020; e dá outras providências ",2020-03-26T10:42:00Z,camara,camara,Airton Faleiro+Alexandre Frota+Alexandre Padilha+Benedita da Silva+Carlos Veras+Chico D'Angelo+David Miranda+Edmilson Rodrigues+Erika Kokay+Fernanda Melchionna+Gleisi Hoffmann+Joenia Wapichana+Lídice da Mata+Luiza Erundina+Marcelo Freixo+Margarida Salomão+Maria do Rosário+Marília Arraes+Natália Bonavides+Paulo Teixeira+Professora Rosa Neide+Sâmia Bomfim+Talíria Petrone+Túlio Gadêlha,PA+SP+SP+RJ+PE+RJ+RJ+PA+DF+RS+PR+RR+BA+SP+RJ+MG+RS+PE+RN+SP+MT+SP+RJ+PE,PT+PSDB+PT+PT+PT+PDT+PSOL+PSOL+PT+PSOL+PT+REDE+PSB+PSOL+PSOL+PT+PT+PT+PT+PT+PT+PSOL+PSOL+PDT,Urgência,Plenário,Dep. Jandira Feghali (PCdoB-RJ),164
2242140,PL,1079,"Dá nova redação aos dispositivos que menciona da Lei n. 10.260, de 12 de julho de 2001, e dá outras providências.

NOVA EMENTA: Altera a Lei nº 10.260, de 12 de julho de 2001, para suspender temporariamente as obrigações financeiras dos estudantes beneficiários do Fundo de Financiamento Estudantil (Fies) por 60 (sessenta) dias, contados da data de publicação desta Lei, prorrogáveis por igual prazo pelo Poder Executivo ",2020-03-26T13:53:00Z,camara,camara,Denis Bezerra,CE,PSB,Urgência,Plenário,Dep. Moses Rodrigues (MDB-CE),165
2242150,PL,1089,"Dispõe sobre a concessão de benefícios emergenciais aos trabalhadores do setor cultural a ser adotado durante o Estado de Emergência em Saúde que trata a Lei nº 13.979, de 6 de fevereiro de 2020 e dá outras providências. ",2020-03-26T15:16:00Z,camara,camara,Alessandro Molon+André Figueiredo+Fernanda Melchionna+José Guimarães+Perpétua Almeida+Professora Rosa Neide+Waldenor Pereira,RJ+CE+RS+CE+AC+MT+BA,PSB+PDT+PSOL+PT+PCdoB+PT+PT,Urgência,Plenário,Relator não encontrado,166
2242000,PL,1013,"Suspende o pagamento do parcelamento de dívidas no âmbito do Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro - PROFUT, criado prela Lei nº 13.155, de 4 de agosto de 2015, durante período de emergência de saúde pública de importância internacional relacionada ao coronavírus (Covid-19)

NOVA EMENTA: Suspende o pagamento do parcelamento de dívidas no âmbito do Programa de Modernização da Gestão e de Responsabilidade Fiscal do Futebol Brasileiro (Profut), criado pela Lei nº 13.155, de 4 de agosto de 2015, durante a vigência de calamidade pública nacional reconhecida pelo Congresso Nacional; e altera as Leis nºs 9.615, de 24 de março de 1998, e 10.671, de 15 de maio de 2003. ",2020-03-25T10:25:00Z,camara,camara,Hélio Leite,PA,DEM,Urgência,Plenário,Dep. Marcelo Aro (PP-MG),167
2241779,PL,864,"Altera a Lei nº 6.360, de 23 de setembro de 1976, para que aconteça a liberação imediata do uso de materiais, medicamentos, equipamentos e insumos da área da saúde para auxiliar no combate à pandemia do Covid-19. ",2020-03-23T18:09:00Z,camara,camara,Adriana Ventura+Alexandre Padilha+Alexandre Serfiotis+Carmen Zanotto+Dr. Frederico+Dr. Luiz Antonio Teixeira Jr.+Dr. Zacharias Calil+Dra. Soraya Manato+General Peternelli+Jorge Solla+Marcelo Calero+Mariana Carvalho+Mário Heringer+Patricia Ferraz+Paula Belmonte+Rodrigo Coelho,SP+SP+RJ+SC+MG+RJ+GO+ES+SP+BA+RJ+RO+MG+AP+DF+SC,NOVO+PT+PSD+CIDADANIA+PATRIOTA+PP+DEM+PSL+PSL+PT+CIDADANIA+PSDB+PDT+PODE+CIDADANIA+PSB,Urgência,Plenário,Dep. Hiran Gonçalves (PP-RR),168
2242184,PL,1114,"Insere o art. 5-D na Lei nº 10.260, de 12 de julho de 2001, que dispõe sobre o Fundo de Financiamento ao estudante do Ensino Superior, para dispor sobre a suspensão do pagamento de débitos e mensalidades durante a vigência do estado de calamidade pública, com efeitos até 31 de dezembro de 2020. ",2020-03-26T21:15:00Z,camara,camara,David Miranda+Fernanda Melchionna+Sâmia Bomfim,RJ+RS+SP,PSOL+PSOL+PSOL,Urgência,Plenário,Relator não encontrado,169
2242162,PL,1101,"Proíbe a cobrança de juros e multa por atraso de pagamento em serviços essenciais durante a decretação de estado de calamidade pública em virtude
da COVID-19 bem como veda a inscrição em cadastros negativos de serviços de proteção de crédito. ",2020-03-26T16:30:00Z,camara,camara,Vavá Martins,PA,REPUBLICANOS,Urgência,Plenário,Relator não encontrado,170
2242175,PL,1111,"Dispõe sobre a suspensão de cobrança das parcelas do pagamento do FIES e a vedação de interrupção ou corte das bolsas de estudo e auxílios, na forma que menciona. ",2020-03-26T17:46:00Z,camara,camara,Marcelo Freixo+Túlio Gadêlha,RJ+PE,PSOL+PDT,Urgência,Plenário,Relator não encontrado,171
2242146,PL,1085,"Dispõe, na Lei nº 10.260, de 12 de julho de 2001, sobre a suspensão temporária de contagem de prazos e de pagamentos de obrigações financeiras do Fundo de Financiamento Estudantil (Fies) durante a decretação de calamidade sanitária destinada ao combate da pandemia do novo coronavírus (Covid-19). ",2020-03-26T14:29:00Z,camara,camara,Alessandro Molon+Felipe Rigoni+Flávia Arruda+João H. Campos+Mariana Carvalho+MAURO BENEVIDES+Orlando Silva+Professor Israel Batista+Tabata Amaral+Tereza Nelma,RJ+ES+DF+PE+RO+CE+SP+DF+SP+AL,PSB+PSB+PL+PSB+PSDB+MDB+PCdoB+PV+PDT+PSDB,Urgência,Plenário,Relator não encontrado,172
2241940,PL,985,"Dispõe sobre medidas excepcionais a serem adotadas durante as situações de emergência pública de
que trata a Lei nº 13.979, de 6 de fevereiro de 2020, relativas ao prazo de apresentação das obrigações
acessórias contábeis e fiscais, bem como, procedimentos relativos a cobrança de multas e juros por
atraso de pagamento das obrigações fiscais e financeiras a que se refere. ",2020-03-25T09:58:00Z,camara,camara,Perpétua Almeida,AC,PCdoB,Urgência,Plenário,Dep. Luis Miranda (DEM-DF),173
2242167,PL,1106,"Altera o parágrafo único do artigo 4º da Lei nº 12.212, de 20 de janeiro de 2010, para simplificar a inscrição no programa de Tarifa Social da Conta de Energia. ",2020-03-26T17:06:00Z,camara,camara,André Ferreira,PE,PSC,Urgência,Plenário,Dep. Léo Moraes (PODE-RO),174
2242149,PL,1088,Trata da suspensão retroativa e impedimento de novas inscrições nos cadastros de empresas de análises e informações para decisões de crédito enquanto vigente calamidade pública decorrente da pandemia do coronavírus (COVID-19). ,2020-03-26T14:58:00Z,camara,camara,Joice Hasselmann,SP,PSL,Urgência,Plenário,Relator não encontrado,175
