cargo,id_parlamentar,nome,partido,uf,situacao,sigla,casa,foto
NA,5627,Jean Paul Prates,PT,RN,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,374,Paulo Rocha,PT,PA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg
NA,5352,Rogério Carvalho,PT,SE,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,5535,Telmário Mota,PROS,RR,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5535.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,5942,Marcos do Val,PODEMOS,ES,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5942.jpg
NA,5976,Eduardo Girão,PODEMOS,CE,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5976.jpg
NA,5696,Ronaldo Carletto,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5696.jpg
NA,6117,Luisa Canziani,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6117.jpg
NA,412,Mauro Lopes,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador412.jpg
NA,6090,Celina Leão,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6090.jpg
NA,6256,José Ricardo,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6256.jpg
NA,4729,Carlos Zarattini,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4729.jpg
PRESIDENTE,6233,Vinicius Poit,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6233.jpg
NA,6105,Vermelho,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6105.jpg
NA,5265,Diego Andrade,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5265.jpg
NA,3747,Bosco Costa,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3747.jpg
NA,6053,Tiago Dimas,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6053.jpg
NA,6185,Vilson da Fetaemg,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6185.jpg
NA,6098,Elias Vaz,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,5330,Jhonatan de Jesus,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5330.jpg
NA,6276,João Roma,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6276.jpg
NA,5811,Eduardo Cury,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5811.jpg
NA,6068,Beto Pereira,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6068.jpg
NA,6228,Geninho Zuliani,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6228.jpg
NA,6160,Juninho do Pneu,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6160.jpg
NA,3855,Leônidas Cristino,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3855.jpg
NA,6035,Fábio Henrique,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6035.jpg
NA,6069,Léo Moraes,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6069.jpg
NA,5642,Bacelar,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5642.jpg
NA,2324,Ivan Valente,NA,NA,Titular,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador2324.jpg
NA,6114,Fernanda Melchionna,NA,NA,Suplente,CMMPV906,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6114.jpg
NA,5540,Fernando Bezerra Coelho,MDB,PE,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,742,Marcelo Castro,MDB,PI,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg
NA,5537,Dário Berger,MDB,SC,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg
NA,4545,Jarbas Vasconcelos,MDB,PE,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg
PRESIDENTE,1186,Luis Carlos Heinze,PP,RS,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1186.jpg
NA,22,Esperidião Amin,PP,SC,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg
NA,5905,Rodrigo Cunha,PSDB,AL,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5905.jpg
NA,4770,Izalci Lucas,PSDB,DF,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5748,Veneziano Vital do Rêgo,PSB,PB,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5748.jpg
NA,1249,Kátia Abreu,PP,TO,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1249.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,4981,Acir Gurgacz,PDT,RO,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4981.jpg
NA,4560,Sérgio Petecão,PSD,AC,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,751,Arolde de Oliveira,PSD,RJ,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg
NA,5927,Paulo Albuquerque,PSD,AP,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg
NA,5990,Carlos Viana,PSD,MG,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5990.jpg
NA,374,Paulo Rocha,PT,PA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador374.jpg
NA,581,Jaques Wagner,PT,BA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,5627,Jean Paul Prates,PT,RN,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,470,Chico Rodrigues,DEM,RR,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador470.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,5533,Lasier Martins,PODEMOS,RS,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5533.jpg
NA,5236,Reguffe,PODEMOS,DF,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg
NA,5643,Felipe Carreras,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5643.jpg
NA,5815,Herculano Passos,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5815.jpg
RELATOR,5731,Newton Cardoso Jr,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5731.jpg
NA,5773,Clarissa Garotinho,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5773.jpg
NA,5708,Helder Salomão,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5708.jpg
NA,4729,Carlos Zarattini,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4729.jpg
NA,6249,Heitor Freire,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6249.jpg
NA,5787,Expedito Netto,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5787.jpg
NA,6105,Vermelho,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6105.jpg
NA,6132,Fernando Rodolfo,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6132.jpg
NA,5409,Magda Mofatto,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5409.jpg
NA,6262,Bira do Pindaré,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6262.jpg
NA,5762,Aliel Machado,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5762.jpg
NA,4690,Vinicius Carvalho,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4690.jpg
NA,6066,Amaro Neto,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6066.jpg
NA,1168,Roberto Pessoa,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador1168.jpg
NA,6068,Beto Pereira,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6068.jpg
NA,5695,Paulo Azi,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5695.jpg
NA,6042,Leur Lomanto Júnior,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6042.jpg
NA,6035,Fábio Henrique,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6035.jpg
NA,5709,Sergio Vidigal,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5709.jpg
NA,6100,José Nelto,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6100.jpg
NA,5642,Bacelar,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5642.jpg
NA,6039,Márcio Jerry,NA,NA,Titular,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6039.jpg
NA,3851,Daniel Almeida,NA,NA,Suplente,CMMPV907,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3851.jpg
NA,742,Marcelo Castro,MDB,PI,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador742.jpg
NA,70,Renan Calheiros,MDB,AL,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg
NA,5540,Fernando Bezerra Coelho,MDB,PE,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,4545,Jarbas Vasconcelos,MDB,PE,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4545.jpg
NA,5899,Vanderlan Cardoso,PSD,GO,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5899.jpg
NA,5998,Daniella Ribeiro,PP,PB,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5998.jpg
NA,5905,Rodrigo Cunha,PSDB,AL,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5905.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5979,Leila Barros,PSB,DF,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5982,Alessandro Vieira,CIDADANIA,SE,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5982.jpg
NA,5523,Otto Alencar,PSD,BA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5523.jpg
NA,5967,Angelo Coronel,PSD,BA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5967.jpg
NA,5927,Paulo Albuquerque,PSD,AP,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg
RELATOR,5352,Rogério Carvalho,PT,SE,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,5008,Humberto Costa,PT,PE,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5008.jpg
NA,5627,Jean Paul Prates,PT,RN,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,5531,Elmano Férrer,PODEMOS,PI,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5531.jpg
NA,5693,Mário Negromonte Jr.,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5693.jpg
NA,6037,Angela Amin,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6037.jpg
NA,6141,Isnaldo Bulhões Jr.,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6141.jpg
NA,5815,Herculano Passos,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5815.jpg
NA,5760,Rejane Dias,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5760.jpg
NA,5804,João Daniel,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5804.jpg
NA,6047,Darci de Matos,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6047.jpg
NA,5265,Diego Andrade,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5265.jpg
PRESIDENTE,6268,Raimundo Costa,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6268.jpg
NA,6270,Gildenemyr,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6270.jpg
NA,6134,João H. Campos,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6134.jpg
NA,6291,Dr. Gonçalo,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6291.jpg
NA,6276,João Roma,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6276.jpg
NA,6261,Adolfo Viana,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6261.jpg
NA,6068,Beto Pereira,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6068.jpg
NA,6104,Pedro Lupion,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6104.jpg
NA,4642,Efraim Filho,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4642.jpg
NA,6055,Túlio Gadêlha,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6055.jpg
NA,6242,Eduardo Bismarck,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6242.jpg
NA,5755,Ricardo Teobaldo,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5755.jpg
NA,5642,Bacelar,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5642.jpg
NA,6267,Marreca Filho,NA,NA,Titular,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6267.jpg
NA,5293,Pastor Eurico,NA,NA,Suplente,CMMPV908,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5293.jpg
NA,151,Luiz Pastore,MDB,ES,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador151.jpg
NA,70,Renan Calheiros,MDB,AL,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador70.jpg
NA,5540,Fernando Bezerra Coelho,MDB,PE,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5540.jpg
NA,5537,Dário Berger,MDB,SC,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5537.jpg
NA,22,Esperidião Amin,PP,SC,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador22.jpg
NA,5557,Mailza Gomes,PP,AC,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5557.jpg
NA,4770,Izalci Lucas,PSDB,DF,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4770.jpg
NA,5666,Major Olimpio,PSL,SP,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5666.jpg
NA,5988,Soraya Thronicke,PSL,MS,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5988.jpg
NA,5411,Weverton,PDT,MA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5411.jpg
NA,5979,Leila Barros,PSB,DF,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5979.jpg
NA,5012,Randolfe Rodrigues,REDE,AP,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5012.jpg
NA,5718,Eliziane Gama,CIDADANIA,MA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5718.jpg
NA,5927,Paulo Albuquerque,PSD,AP,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5927.jpg
NA,751,Arolde de Oliveira,PSD,RJ,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador751.jpg
NA,4560,Sérgio Petecão,PSD,AC,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4560.jpg
NA,5352,Rogério Carvalho,PT,SE,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5352.jpg
NA,581,Jaques Wagner,PT,BA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador581.jpg
NA,5627,Jean Paul Prates,PT,RN,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5627.jpg
NA,5783,Zenaide Maia,PROS,RN,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5783.jpg
NA,5732,Rodrigo Pacheco,DEM,MG,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5732.jpg
NA,5350,Jorginho Mello,PL,SC,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5350.jpg
NA,5236,Reguffe,PODEMOS,DF,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5236.jpg
NA,5924,Oriovisto Guimarães,PODEMOS,PR,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5924.jpg
NA,6153,Dr. Luiz Antonio Teixeira Jr.,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6153.jpg
NA,5809,Baleia Rossi,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5809.jpg
NA,3726,Paulo Pimenta,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3726.jpg
NA,6036,Rui Falcão,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6036.jpg
NA,6179,Felício Laterça,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6179.jpg
NA,6249,Heitor Freire,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6249.jpg
NA,713,André de Paula,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador713.jpg
NA,5265,Diego Andrade,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5265.jpg
NA,140,Wellington Roberto,PL,PB,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador140.jpg
NA,6257,Marcelo Ramos,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6257.jpg
NA,5757,Tadeu Alencar,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5757.jpg
NA,6098,Elias Vaz,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6098.jpg
NA,5330,Jhonatan de Jesus,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5330.jpg
NA,6276,João Roma,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6276.jpg
NA,5826,Vitor Lippi,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5826.jpg
NA,6261,Adolfo Viana,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6261.jpg
NA,6091,Luis Miranda,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6091.jpg
NA,6104,Pedro Lupion,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6104.jpg
NA,6188,Mauro Benevides Filho,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6188.jpg
NA,4320,André Figueiredo,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4320.jpg
NA,6100,José Nelto,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6100.jpg
NA,5642,Bacelar,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador5642.jpg
NA,6217,Alexis Fonteyne,NA,NA,Titular,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6217.jpg
NA,6164,Paulo Ganime,NA,NA,Suplente,CMMPV909,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador6164.jpg
NA,4994,Eduardo Braga,MDB,AM,Titular,CMMPV910,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador4994.jpg
NA,3777,Eduardo Gomes,MDB,TO,Suplente,CMMPV910,congresso_nacional,http://www.senado.leg.br/senadores/img/fotos-oficiais/senador3777.jpg
