id_leggo,source,target,value
2,134812,204535,0.5
2,160592,160604,0.1111111111111111
2,160592,171619,0.1111111111111111
2,160592,204453,0.1111111111111111
2,160592,204467,0.1111111111111111
2,160592,204501,0.1111111111111111
2,160604,171619,0.1111111111111111
2,160604,204453,0.1111111111111111
2,160604,204467,0.1111111111111111
2,160604,204501,0.1111111111111111
2,171619,204453,0.1111111111111111
2,171619,204467,0.1111111111111111
2,171619,204501,0.1111111111111111
2,178842,198783,0.16666666666666666
2,178842,204371,0.16666666666666666
2,178842,204429,0.16666666666666666
2,178842,204519,0.16666666666666666
2,178842,204528,0.16666666666666666
2,198783,204371,0.16666666666666666
2,198783,204429,0.16666666666666666
2,198783,204519,0.16666666666666666
2,198783,204528,0.16666666666666666
2,204371,204429,0.16666666666666666
2,204371,204519,0.16666666666666666
2,204371,204528,0.16666666666666666
2,204371,204534,1.5
2,204429,204519,0.16666666666666666
2,204429,204528,0.16666666666666666
2,204433,204519,0.5
2,204453,204467,0.1111111111111111
2,204453,204501,0.1111111111111111
2,204467,204501,0.1111111111111111
2,204519,204528,0.16666666666666666
2,69871,160639,0.5
2,74160,160592,0.1111111111111111
2,74160,160604,0.1111111111111111
2,74160,171619,0.1111111111111111
2,74160,204453,0.1111111111111111
2,74160,204467,0.1111111111111111
2,74160,204501,0.1111111111111111
2,74160,74161,0.1111111111111111
2,74160,74398,0.1111111111111111
2,74161,160592,0.1111111111111111
2,74161,160604,0.1111111111111111
2,74161,171619,0.1111111111111111
2,74161,204453,0.1111111111111111
2,74161,204467,0.1111111111111111
2,74161,204501,0.1111111111111111
2,74161,74398,0.1111111111111111
2,74398,160592,0.1111111111111111
2,74398,160604,0.1111111111111111
2,74398,171619,0.1111111111111111
2,74398,204453,0.1111111111111111
2,74398,204467,0.1111111111111111
2,74398,204501,0.1111111111111111
19,204369,204374,0.3333333333333333
19,204369,204462,0.3333333333333333
19,204374,204462,0.3333333333333333
19,204462,204545,0.5
35,122974,204566,0.5
35,160587,204544,0.3333333333333333
35,74307,160587,0.3333333333333333
35,74307,204544,0.3333333333333333
36,134812,152605,0.2
36,134812,204535,0.2
36,152605,204535,0.2
36,73531,134812,0.2
36,73531,152605,0.2
36,73531,204535,0.2
36,73531,76874,0.2
36,76874,134812,0.2
36,76874,152605,0.2
36,76874,204535,0.2
38,164360,178832,0.25
38,164360,204353,0.25
38,164360,204459,0.25
38,178832,204353,0.25
38,178832,204459,0.25
38,204353,204459,0.25
42,204407,204464,0.2
42,204407,204509,0.2
42,204407,204535,0.5333333333333333
42,204407,205548,0.3333333333333333
42,204464,204509,0.2
42,204464,204535,0.2
42,204509,204535,0.2
42,204535,205548,0.3333333333333333
42,74784,204407,0.2
42,74784,204464,0.2
42,74784,204509,0.2
42,74784,204535,0.2
53,825,5352,1
79,164359,204456,0.5
100,107283,141470,2.2738095238095237
100,107283,141488,2.2738095238095237
100,107283,160604,2.107142857142857
100,107283,178857,2.2738095238095237
100,107283,204426,2.2738095238095237
100,133439,133968,0.5
100,133439,204486,1
100,133968,177282,0.1
100,133968,204387,0.1
100,133968,204442,0.1
100,133968,204486,0.5
100,133968,204487,0.1
100,133968,204514,0.1
100,133968,204520,0.1
100,133968,204531,0.1
100,133968,204553,0.1
100,133968,204572,0.1
100,134812,152605,0.4
100,134812,204407,0.4
100,134812,204464,0.4
100,134812,204509,0.4
100,134812,204535,0.4
100,134812,205548,0.4
100,141405,179001,0.5
100,141470,141488,2.2738095238095237
100,141470,160604,2.107142857142857
100,141470,178857,2.2738095238095237
100,141470,204426,2.2738095238095237
100,141488,160604,2.107142857142857
100,141488,178857,2.2738095238095237
100,141488,204426,2.2738095238095237
100,141488,204467,0.5
100,141488,204501,0.5
100,141518,204383,0.5
100,141555,178929,0.5
100,152605,204407,0.4
100,152605,204464,0.4
100,152605,204509,0.4
100,152605,204535,0.4
100,152605,205548,0.4
100,156190,204365,0.25
100,156190,204461,0.25
100,156190,204516,0.25
100,156190,204519,0.25
100,156190,204523,0.25
100,156190,204528,0.25
100,156190,204532,0.25
100,160511,178927,0.5
100,160512,178992,0.5
100,160528,178922,0.125
100,160528,178927,0.125
100,160528,204394,0.125
100,160528,204429,0.125
100,160528,204499,0.125
100,160528,204543,0.125
100,160604,178857,2.107142857142857
100,160604,204426,2.107142857142857
100,160641,178987,0.625
100,160642,178975,0.16666666666666666
100,160642,204494,0.16666666666666666
100,160642,204518,0.16666666666666666
100,160642,204566,0.16666666666666666
100,164360,178832,0.16666666666666666
100,164360,178946,0.30952380952380953
100,164360,178987,0.14285714285714285
100,164360,178994,0.16666666666666666
100,164360,204359,0.14285714285714285
100,164360,204371,0.16666666666666666
100,164360,204488,0.14285714285714285
100,164360,204494,0.14285714285714285
100,164360,204518,0.14285714285714285
100,164360,204534,0.16666666666666666
100,177282,178829,0.5
100,177282,178835,0.2
100,177282,204387,0.1
100,177282,204442,0.1
100,177282,204487,0.1
100,177282,204514,0.1
100,177282,204520,0.1
100,177282,204531,0.1
100,177282,204541,0.2
100,177282,204553,0.1
100,177282,204572,0.1
100,177282,204575,0.2
100,178832,178946,0.16666666666666666
100,178832,178994,0.16666666666666666
100,178832,204371,0.16666666666666666
100,178832,204534,0.16666666666666666
100,178835,204541,0.2
100,178835,204575,0.2
100,178857,204426,2.2738095238095237
100,178881,204416,0.2
100,178881,204477,0.2
100,178881,204512,0.2
100,178881,204569,0.2
100,178922,178927,0.125
100,178922,204394,0.125
100,178922,204429,0.125
100,178922,204499,0.125
100,178922,204543,0.125
100,178927,204371,1
100,178927,204383,1
100,178927,204394,0.125
100,178927,204429,0.125
100,178927,204499,0.125
100,178927,204534,1
100,178927,204543,0.125
100,178929,204532,0.5
100,178946,178987,0.14285714285714285
100,178946,178994,0.16666666666666666
100,178946,204359,0.14285714285714285
100,178946,204371,0.16666666666666666
100,178946,204488,0.14285714285714285
100,178946,204494,0.14285714285714285
100,178946,204518,0.14285714285714285
100,178946,204534,0.16666666666666666
100,178964,204561,0.5
100,178975,204494,0.16666666666666666
100,178975,204518,0.16666666666666666
100,178975,204566,0.16666666666666666
100,178987,204359,0.14285714285714285
100,178987,204488,0.14285714285714285
100,178987,204494,0.14285714285714285
100,178987,204518,0.14285714285714285
100,178994,204371,0.16666666666666666
100,178994,204534,0.16666666666666666
100,204357,204421,0.2
100,204357,204466,0.2
100,204357,204471,0.2
100,204357,207176,0.2
100,204359,204488,0.14285714285714285
100,204359,204494,0.14285714285714285
100,204359,204518,0.14285714285714285
100,204365,204461,0.25
100,204365,204516,0.25
100,204365,204519,0.25
100,204365,204523,0.25
100,204365,204528,0.25
100,204365,204532,0.25
100,204371,204377,0.3333333333333333
100,204371,204383,1.5833333333333333
100,204371,204468,0.25
100,204371,204534,3.0833333333333335
100,204377,204534,0.3333333333333333
100,204380,204477,0.2
100,204380,204487,0.2
100,204380,204512,0.2
100,204380,204569,0.2
100,204383,204468,0.25
100,204383,204534,1.5833333333333333
100,204387,204442,0.1
100,204387,204487,0.1
100,204387,204514,0.1
100,204387,204520,0.1
100,204387,204531,0.1
100,204387,204553,0.1
100,204387,204572,0.1
100,204394,204429,0.125
100,204394,204499,0.125
100,204394,204543,0.125
100,204407,204464,0.4
100,204407,204509,0.4
100,204407,204535,0.4
100,204407,205548,0.4
100,204416,204477,0.2
100,204416,204512,0.2
100,204416,204569,0.2
100,204421,204466,0.2
100,204421,204471,0.2
100,204421,207176,0.2
100,204429,204499,0.125
100,204429,204543,0.125
100,204439,204494,1
100,204442,204487,0.1
100,204442,204514,0.1
100,204442,204520,0.1
100,204442,204531,0.1
100,204442,204553,0.1
100,204442,204572,0.1
100,204461,204516,0.25
100,204461,204519,0.25
100,204461,204523,0.25
100,204461,204528,0.25
100,204461,204532,0.25
100,204464,204509,0.4
