id_ext,codigo_emenda,data_apresentacao,numero,local,autor,casa,tipo_documento,inteiro_teor
2158425,2179537,2018-06-19,11,PLEN,Darcísio Perondi - MDB/RS,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1670522
2158425,2179538,2018-06-19,12,PLEN,Orlando Silva - PCdoB/SP,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1670523
2158425,2179576,2018-06-19,13,PLEN,Carlos Zarattini - PT/SP,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1670527
2158425,2179577,2018-06-19,14,PLEN,Carlos Zarattini - PT/SP,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1670528
2158425,2179578,2018-06-19,15,PLEN,Alex Manente - PPS/SP,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1670529
2158425,2179579,2018-06-19,1,PLEN,"Fernando Coelho Filho - DEM/PE, Fernando Coelho Filho - DEM/PE",camara,SSP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1670533
1738598,2058575,2015-12-09,1,CAPADR,"Evandro Roman - PSD/PR, Evandro Roman - PSD/PR",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1422102
14562,509099,2011-06-15,1,CCJC,"Osmar Serraglio - PMDB/PR, Osmar Serraglio - PMDB/PR",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=889041
2170839,2184925,2018-10-30,1,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184936,2018-10-30,2,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184937,2018-10-30,3,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184938,2018-10-30,4,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184939,2018-10-30,5,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184940,2018-10-30,6,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184941,2018-10-30,7,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184942,2018-10-30,8,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184943,2018-10-30,9,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2184944,2018-10-30,10,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1689103
2170839,2185843,2018-11-07,11,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185844,2018-11-07,12,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185845,2018-11-07,13,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185846,2018-11-07,14,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185847,2018-11-07,15,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185848,2018-11-07,16,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185849,2018-11-07,17,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185850,2018-11-07,18,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2185852,2018-11-07,19,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1690860
2170839,2187650,2018-11-28,20,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187651,2018-11-28,21,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187652,2018-11-28,22,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187653,2018-11-28,23,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187654,2018-11-28,24,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187655,2018-11-28,25,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187656,2018-11-28,26,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187657,2018-11-28,27,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187658,2018-11-28,28,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187659,2018-11-28,29,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187660,2018-11-28,30,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1695809
2170839,2187892,2018-11-29,31,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187893,2018-11-29,32,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187894,2018-11-29,33,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187895,2018-11-29,34,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187896,2018-11-29,35,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187897,2018-11-29,36,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187898,2018-11-29,37,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187899,2018-11-29,38,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187900,2018-11-29,39,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2187901,2018-11-29,40,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1696288
2170839,2201518,2019-05-09,41,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744624
2170839,2201520,2019-05-09,42,CMADS,"Nilto Tatto - PT/SP, Nilto Tatto - PT/SP",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1744624
944279,2055561,2015-11-17,1,CAPADR,"Carlos Henrique Gaguim - PMDB/TO, Carlos Henrique Gaguim - PMDB/TO",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1414536
944279,2055562,2015-11-17,2,CAPADR,"Carlos Henrique Gaguim - PMDB/TO, Carlos Henrique Gaguim - PMDB/TO",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1414536
944279,2055563,2015-11-17,3,CAPADR,"Carlos Henrique Gaguim - PMDB/TO, Carlos Henrique Gaguim - PMDB/TO",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1414536
2120019,2171808,2018-04-11,1,PL662116,Juscelino Filho - DEM/MA,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651057
2120019,2171951,2018-04-12,2,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651265
2120019,2171953,2018-04-12,3,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651269
2120019,2171954,2018-04-12,4,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651271
2120019,2171957,2018-04-12,5,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651275
2120019,2171958,2018-04-12,6,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651277
2120019,2171959,2018-04-12,7,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651280
2120019,2171977,2018-04-12,8,PL662116,Eduardo Cury - PSDB/SP,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651322
2120019,2171980,2018-04-12,9,PL662116,Eduardo Cury - PSDB/SP,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651328
2120019,2172026,2018-04-12,10,PL662116,Altineu Côrtes - PR/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651404
2120019,2172052,2018-04-12,11,PL662116,José Carlos Aleluia - DEM/BA,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651611
2120019,2172053,2018-04-12,12,PL662116,José Carlos Aleluia - DEM/BA,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1651612
2120019,2172092,2018-04-16,13,PL662116,Ronaldo Benedet - PMDB/SC,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652043
2120019,2172093,2018-04-16,14,PL662116,Ronaldo Benedet - PMDB/SC,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652044
2120019,2172095,2018-04-13,15,PL662116,Julio Lopes - PP/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652052
2120019,2172104,2018-04-16,16,PL662116,Luiz Carlos Hauly - PSDB/PR,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652217
2120019,2172185,2018-04-17,17,PL662116,Eduardo Cury - PSDB/SP,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652534
2120019,2172328,2018-04-17,18,PL662116,Marcus Pestana - PSDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652717
2120019,2172414,2018-04-18,19,PL662116,Sergio Vidigal - PDT/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652933
2120019,2172415,2018-04-18,20,PL662116,Sergio Vidigal - PDT/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652934
2120019,2172416,2018-04-18,21,PL662116,Sergio Vidigal - PDT/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652935
2120019,2172417,2018-04-18,22,PL662116,Sergio Vidigal - PDT/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652936
2120019,2172418,2018-04-18,23,PL662116,Sergio Vidigal - PDT/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652937
2120019,2172437,2018-04-18,24,PL662116,Augusto Carvalho - SD/DF,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652979
2120019,2172438,2018-04-18,25,PL662116,Augusto Carvalho - SD/DF,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652981
2120019,2172439,2018-04-18,26,PL662116,Augusto Carvalho - SD/DF,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652982
2120019,2172440,2018-04-18,27,PL662116,Augusto Carvalho - SD/DF,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1652983
2120019,2172450,2018-04-18,28,PL662116,Sóstenes Cavalcante - DEM/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653001
2120019,2172452,2018-04-18,29,PL662116,Sóstenes Cavalcante - DEM/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653003
2120019,2172454,2018-04-18,30,PL662116,Sóstenes Cavalcante - DEM/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653006
2120019,2172455,2018-04-18,31,PL662116,Sóstenes Cavalcante - DEM/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653007
2120019,2172479,2018-04-18,32,PL662116,Julio Lopes - PP/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653043
2120019,2172554,2018-04-18,33,PL662116,Glauber Braga - PSOL/RJ,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653171
2120019,2172649,2018-04-18,34,PL662116,Arthur Lira - PP/AL,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653324
2120019,2172651,2018-04-18,35,PL662116,José Carlos Aleluia - DEM/BA,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653327
2120019,2172654,2018-04-18,36,PL662116,Leonardo Quintão - PMDB/MG,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1653334
532814,604924,2013-12-18,1,CFT,Manoel Junior - PMDB/PB,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1214870
532814,2053263,2015-11-06,1,CCJC,"Pedro Cunha Lima - PSDB/PB, Pedro Cunha Lima - PSDB/PB",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1409747
532814,2117663,2016-11-22,2,CCJC,"Paulo Abi-Ackel - PSDB/MG, Paulo Abi-Ackel - PSDB/MG",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1509330
604888,2193058,2019-02-26,1,PLEN,Flávia Morais - PDT/GO,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714783
604888,2193059,2019-02-26,2,PLEN,Rodrigo Garcia,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714785
604888,2193060,2019-02-26,3,PLEN,Aluisio Mendes - PODE/MA,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714786
604888,2193061,2019-02-26,4,PLEN,Betinho Gomes,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714787
604888,2193062,2019-02-26,5,PLEN,Betinho Gomes,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714788
604888,2193064,2019-02-26,6,PLEN,Rodrigo Garcia,camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1714792
353631,2170859,2018-04-04,1,PLEN,"Leo de Brito - PT/AC, Mauro Pereira - PMDB/RS",camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1648869
353631,2195214,2019-03-20,2,PLEN,"Felipe Rigoni - PSB/ES, Tadeu Alencar - PSB/PE, Enio Verri - PT/PR, Tabata Amaral - PDT/SP",camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1727808
353631,2198839,2019-04-22,3,PLEN,"Felipe Rigoni - PSB/ES, Enio Verri - PT/PR, Tabata Amaral - PDT/SP, João H. Campos - PSB/PE",camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1735483
353631,2196631,2019-04-03,4,PLEN,"Felipe Rigoni - PSB/ES, Tabata Amaral - PDT/SP, Enio Verri - PT/PR",camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1727830
353631,2197505,2019-04-10,5,PLEN,"Bibo Nunes - PSL/RS, Efraim Filho - DEM/PB, Baleia Rossi - MDB/SP, Alexandre Frota - PSL/SP",camara,EMP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1730874
353631,2112570,2016-09-30,1,CCJC,"Cristiane Brasil - PTB/RJ, Cristiane Brasil - PTB/RJ",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1495158
353631,2112571,2016-09-30,2,CCJC,"Cristiane Brasil - PTB/RJ, Cristiane Brasil - PTB/RJ",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1495158
353631,2115824,2016-10-26,3,CCJC,"Cristiane Brasil - PTB/RJ, Cristiane Brasil - PTB/RJ",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1502238
353631,2115825,2016-10-26,4,CCJC,"Cristiane Brasil - PTB/RJ, Cristiane Brasil - PTB/RJ",camara,EMR,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1502238
353631,2170860,2018-04-04,1,PLEN,"Cristiane Brasil - PTB/RJ, Cristiane Brasil - PTB/RJ",camara,SSP,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1648891
2190237,2201779,2019-02-06,1,MPV86718,Pedro Lupion - DEM/PR,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745150
2190237,2201780,2019-02-06,2,MPV86718,Pedro Lupion - DEM/PR,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745151
2190237,2201781,2019-02-06,3,MPV86718,Pedro Lupion - DEM/PR,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745152
2190237,2201782,2019-02-06,4,MPV86718,Pedro Lupion - DEM/PR,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745154
2190237,2201783,2019-02-06,5,MPV86718,JOSE GUIMARAES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745155
2190237,2201784,2019-02-06,6,MPV86718,JOSE GUIMARAES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745157
2190237,2201785,2019-02-06,7,MPV86718,JOSE GUIMARAES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745158
2190237,2201786,2019-02-07,8,MPV86718,Covatti Filho,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745159
2190237,2201787,2019-02-08,9,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745160
2190237,2201788,2019-02-08,10,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745161
2190237,2201789,2019-02-08,11,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745162
2190237,2201790,2019-02-08,12,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745163
2190237,2201791,2019-02-08,13,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745164
2190237,2201792,2019-02-08,14,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745165
2190237,2201793,2019-02-08,15,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745166
2190237,2201794,2019-02-08,16,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745167
2190237,2201795,2019-02-08,17,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745168
2190237,2201796,2019-02-08,18,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745169
2190237,2201797,2019-02-08,19,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745170
2190237,2201798,2019-02-08,20,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745171
2190237,2201799,2019-02-08,21,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745172
2190237,2201800,2019-02-08,22,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745173
2190237,2201801,2019-02-08,23,MPV86718,Nelson Barbudo - PSL/MT,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745174
2190237,2201802,2019-02-11,24,MPV86718,Evair Vieira de Melo - PP/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745175
2190237,2201803,2019-02-11,25,MPV86718,Evair Vieira de Melo - PP/ES,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745176
2190237,2201804,2019-02-11,26,MPV86718,Jose Mario Schreiner - DEM/GO,camara,EMC,http://www.camara.gov.br/proposicoesWeb/prop_mostrarintegra?codteor=1745177
