index,comparacao,distancia
0,2112570_353631_emenda_de_relator.txt_0,25.343977824989597
1,2112570_353631_emenda_de_relator.txt_16,20.911401868018807
2,2112570_353631_emenda_de_relator.txt_26,17.82002734252727
3,2112570_353631_emenda_de_relator.txt_30,19.097291398766068
4,2112570_353631_emenda_de_relator.txt_32,22.549879412137834
5,2112570_353631_emenda_de_relator.txt_34,20.608161953222087
6,2112570_353631_emenda_de_relator.txt_36,21.10218398899381
7,2112570_353631_emenda_de_relator.txt_38,22.417801683562367
8,2112570_353631_emenda_de_relator.txt_40,20.697748788726468
9,2112570_353631_emenda_de_relator.txt_42,18.034749121399344
10,2112570_353631_emenda_de_relator.txt_44,18.179316724970345
11,2112570_353631_emenda_de_relator.txt_46,18.678051034672635
12,2112570_353631_emenda_de_relator.txt_48,19.72689499901495
13,2112570_353631_emenda_de_relator.txt_50,18.32600163128036
14,2112570_353631_emenda_de_relator.txt_54,18.477261204003998
15,2112570_353631_emenda_de_relator.txt_56,20.87208119983759
16,2112570_353631_emenda_de_relator.txt_58,18.851952975224716
17,2112570_353631_emenda_de_relator.txt_60,19.50672300953788
18,2112570_353631_emenda_de_relator.txt_62,20.768248601564316
19,2112570_353631_emenda_de_relator.txt_64,21.063815832180815
20,2112570_353631_emenda_de_relator.txt_66,19.894273050901084
21,2112570_353631_emenda_de_relator.txt_68,20.292809098863277
22,2112570_353631_emenda_de_relator.txt_70,20.789879407721845
23,2112570_353631_emenda_de_relator.txt_74,18.110911310331804
24,2112570_353631_emenda_de_relator.txt_76,19.882779416872143
25,2112570_353631_emenda_de_relator.txt_80,19.490218399954117
26,2112570_353631_emenda_de_relator.txt_82,17.81401602950158
27,2112570_353631_emenda_de_relator.txt_84,19.492254052598014
28,2112570_353631_emenda_de_relator.txt_88,18.511141745925734
29,2112570_353631_emenda_de_relator.txt_90,18.919941228053283
30,2112570_353631_emenda_de_relator.txt_92,20.462409223292717
31,2112570_353631_emenda_de_relator.txt_96,18.82711740024099
32,2112570_353631_emenda_de_relator.txt_98,20.766820393952532
