index,comparacao,distancia
0,2053263_532814_emenda_de_relator.txt_4,18.28388173173252
1,2053263_532814_emenda_de_relator.txt_8,16.71803110814692
2,2053263_532814_emenda_de_relator.txt_10,17.94159312334893
3,2053263_532814_emenda_de_relator.txt_50,14.869519115787275
4,2053263_532814_emenda_de_relator.txt_54,18.799467285614732
5,2053263_532814_emenda_de_relator.txt_62,22.76850792710034
6,2053263_532814_emenda_de_relator.txt_66,19.768503496190682
7,2117663_532814_emenda_de_relator.txt_4,17.596381898283468
8,2117663_532814_emenda_de_relator.txt_8,15.585222862787568
9,2117663_532814_emenda_de_relator.txt_10,17.888621896315602
10,2117663_532814_emenda_de_relator.txt_50,13.178983002582628
11,2117663_532814_emenda_de_relator.txt_54,17.28762596633629
12,2117663_532814_emenda_de_relator.txt_62,22.011363256740747
13,2117663_532814_emenda_de_relator.txt_66,19.238941635221433
